MP-ID,System,G_Voigt
mp-27660,Ba(FeS2)2,23
mp-30365,BeAu,41
mp-7486,BaNiS2,32
mp-23034,SrZnCl4,13
mp-38194,YOF,69
mp-542903,ZrPbO3,62
mp-11169,Ba(PIr)2,57
mp-571343,Cs(CoSe)2,26
mp-867794,Sc2CuIr,46
mp-570689,CaInPt,28
mp-443,CaAu2,17
mp-30410,Mn2Au5,37
mp-867842,ScInRh2,73
mp-5176,Y(SiNi)2,71
mp-22759,CoBW,197
mp-19247,ScVO4,42
mp-20395,VAsRh,77
mp-21236,BaPPt,32
mp-10057,VCoB3,206
mp-866161,VRh3,129
mp-865533,Ti2ReOs,109
mp-865010,HfGaRu2,76
mp-5920,LiAlGe,51
mp-581733,Zr4CuP,49
mp-22980,Li2CoCl4,15
mp-675464,CdIn2O4,44
mp-862657,LiCuPd2,49
mp-30461,BiPd2Pb,24
mp-29641,GeSb4Te7,17
mp-862778,AlSiRu2,113
mp-977230,Li3Tc,13
mp-4076,VCoSb,57
mp-24990,NdFeO3,80
mp-862664,Rb2Zr2O5,42
mp-13572,ScSiPt2,78
mp-10010,Al(CoSi)2,99
mp-4370,Sr(AsPd)2,35
mp-865664,TiRe2W,147
mp-21907,NbSiAs,105
mp-19917,ZrSiTe,40
mp-22463,TiInNi2,49
mp-19765,In2HgTe4,13
mp-865485,V2CrOs,127
mp-10244,Zr3(SiCu)4,85
mp-213,CaPd,22
mp-865587,Y2CuRh,37
mp-567462,Sc3RhC4,117
mp-3274,NiGePd,53
mp-23056,Sr2BrN,27
mp-865523,TiMnRh2,76
mp-8456,SrAsPt,31
mp-570670,YOs2,50
mp-7798,MgGeN2,85
mp-29088,Sr3(GeN)2,31
mp-864598,LiMg2Ag,31
mp-31438,YZrSb,44
mp-861616,LiSc2Ir,37
mp-864927,Hf2ReOs,100
mp-7917,HfGeSe,75
mp-558518,K(NiS)2,23
mp-567982,TaSn2,52
mp-7433,NaCuSe,21
mp-862316,LiBePt2,82
mp-865026,Mn2VSi,130
mp-862704,ScZn2Pt,61
mp-2728,MnIr,190
mp-643945,TiFeH2,75
mp-9919,LiZnSb,27
mp-864985,MnZnIr2,101
mp-12716,LiTlPd2,38
mp-569249,Ta3Au,81
mp-10076,Hf3(NiGe)4,88
mp-29011,BiTePd,26
mp-13911,Ca(ZnGe)2,20
mp-16271,Li2CdSb,18
mp-865032,Mn2RhPt,82
mp-867347,Al3Tc,46
mp-864950,MnAlIr2,112
mp-12558,LiMgAs,37
mp-9987,Nb2PC,144
mp-22503,ZrCo2Sn,74
mp-9566,Sr(MgSb)2,26
mp-864631,LiNbRh2,66
mp-11621,ZnNiSb,36
mp-865805,TaZnCo2,84
mp-20533,SrIn2Pt,29
mp-10155,P2Ir,134
mp-774003,VRhO4,97
mp-7575,LiZnN,88
mp-3887,Li3GaN2,89
mp-30441,Be17Nb2,153
mp-19845,TiPbO3,91
mp-19789,Mn(BW)2,191
mp-861961,TiZnRh2,84
mp-7936,LiNbS2,58
mp-16565,CdCu2SnSe4,22
mp-977463,MgMnRh2,68
mp-9999,Ni(BMo)2,182
mp-605034,K2NiF6,10
mp-10300,ZrMoP,115
mp-20098,Ba2PbO4,44
mp-862702,Sc2AgHg,37
mp-25730,Bi2WO6,50
mp-20175,Sc2InC,55
mp-568747,K(NiSe)2,19
mp-28895,Ba(P2Pd)2,35
mp-3637,YOF,65
mp-2323,BeCu,84
mp-4472,BMo2C,186
mp-3078,CdSiAs2,33
mp-867187,ScInIr2,83
mp-755378,NaPdO2,47
mp-12565,MnAu4,34
mp-13944,Li3AlN2,102
mp-999198,BMo,193
mp-756630,DyAlO3,115
mp-20128,Eu(MnAs)2,38
mp-753197,HfTiO4,76
mp-11287,CaHg2,17
mp-22258,HfSiMo,109
mp-866033,AlZnRh2,81
mp-29026,MnWN2,113
mp-5489,LuTaO4,66
mp-999068,Ti2AlV,44
mp-864978,Mg2AgAu,36
mp-12571,HfBeSi,119
mp-4150,Ca(MnSb)2,18
mp-3534,Ge2Sb2Te5,16
mp-571216,Sr3(AlGe2)2,33
mp-16246,CdSbAu,14
mp-12666,Be12Pd,92
mp-12532,KAg2PS4,15
mp-11256,ScAu,39
mp-11252,MnAu2,44
mp-16613,AlAuO2,85
mp-9951,MnNbGe,88
mp-19728,YSiRh,65
mp-996995,MnAgO2,46
mp-715,ZrIr2,127
mp-10616,BaLiAs,24
mp-8126,YSiCu,62
mp-867699,Li4TiS4,15
mp-20492,ScSiRh,75
mp-864798,HfZnIr2,92
mp-30842,ZrPd3,80
mp-2553,HfBe2,107
mp-7910,Al2HgTe4,17
mp-10848,AsPdS,37
mp-27606,ZrAs2,72
mp-20401,HfSi2Cu,91
mp-11573,TiTc,75
mp-561475,V2MoO8,44
mp-30866,Rh3W,133
mp-11572,TaTc,134
mp-1008527,B2CN,280
mp-21248,NbSiIr,123
mp-862366,Sc2TlAg,34
mp-6326,LiAlSiO4,48
mp-7921,MgPdF6,33
mp-3522,MgCuSb,37
mp-571622,Be12Pt,90
mp-31147,BaZnSi,32
mp-10055,Co2B4Mo,179
mp-23237,BiF3,36
mp-571443,SrMgIn3,22
mp-867802,Sc2CuOs,54
mp-12725,NbAgO3,88
mp-7885,AlAgS2,32
mp-22079,AsRh,62
mp-865525,YCdHg2,22
mp-22315,HfCoSn,74
mp-12520,SrNi2Ge,37
mp-1014257,Ti3ZnN,93
mp-19983,TiCuSn,54
mp-12083,CrIr3,220
mp-10435,Y(AlSi)2,44
mp-5048,LiGaTe2,14
mp-4385,CdCO3,34
mp-801,Mo3Os,125
mp-4656,Y(Al2Fe)4,86
mp-557938,HfVF6,46
mp-7928,K2PtS2,20
mp-4590,Mg(GaO2)2,83
mp-570377,Sn3As4,22
mp-21023,Ti3SnC2,112
mp-865020,HfMgIr2,99
mp-31326,Mg2In,13
mp-505215,Ba(Cu3As)2,31
mp-6179,KLiSO4,19
mp-31339,ScInPd2,42
mp-13801,Tl2Pt2O7,83
mp-861910,Sc3Hg,35
mp-4586,LiAlTe2,14
mp-13160,YZnGe,56
mp-1475,Be12Mo,151
mp-20202,MgSn4Ru,50
mp-21851,MnSiIr,78
mp-865810,TiTc2W,131
mp-30847,TiSnPt,57
mp-541937,Zn(InS2)2,19
mp-5794,Zn(GaO2)2,83
mp-9023,ScSiAu,64
mp-3081,BeAl2O4,147
mp-865925,LiZrIr2,53
mp-11879,BaNiSn3,32
mp-14091,AlAgSe2,19
mp-9025,YSiAu,48
mp-11826,CaPd5,50
mp-559264,Bi2PdO4,31
mp-5475,NaTaN2,110
mp-4789,PrRhO3,67
mp-865520,YCdPd2,29
mp-22535,HfPbO3,90
mp-3363,Sc2Ni2Sn,39
mp-569875,ScBRh3,100
mp-31328,MnInPd2,43
mp-540988,Cs2FeO4,10
mp-863744,Ca2PdAu,23
mp-1156,GaSb,31
mp-29748,TePdI,13
mp-28364,Rb2CdO2,14
mp-866159,YZrRu2,65
mp-11512,LiAl2Ir,71
mp-16043,Mg(As2Rh3)2,54
mp-754363,Ba2HfO4,61
mp-864990,Mn2AlW,129
mp-865092,MgGaNi2,53
mp-867146,ScNbRu2,93
mp-7829,MnNbSi,112
mp-31496,Li2Sn2Au,23
mp-15778,MgNiSb,42
mp-4828,HfNi2Sn,52
mp-20805,PdPbF4,19
mp-22566,TlInS2,23
mp-22302,ZrVP,111
mp-10271,ZnCo3C,117
mp-1008610,AuN,32
mp-11541,ZrOs,99
mp-676310,Ni2SbTe,42
mp-417,MnRh,85
mp-9961,Ti2CdC,63
mp-20146,Zr2Ni2Sn,60
mp-8281,Ba(CdAs)2,27
mp-862321,LiAsPd2,36
mp-20698,LiCoAs,33
mp-2114,YN,121
mp-7916,HfSiS,94
mp-644229,Sr(AlH)2,38
mp-3862,Ca(AlGe)2,40
mp-864916,Hf2TcRh,91
mp-569344,Zr(CoSi)2,109
mp-12631,SrTcO3,60
mp-31348,Sc2In,39
mp-505368,As2Pb3O8,22
mp-570198,Ba(ZnAs)2,25
mp-9958,Ti2GeC,105
mp-17481,Mg4Ta2O9,78
mp-867909,ScCdRh2,53
mp-862586,Re3Pd,174
mp-17862,Ag3Ge5P6,37
mp-2006,V3Ir,125
mp-22396,Nb4SiNi,100
mp-867896,ScZnCu2,33
mp-5928,Al2CdS4,24
mp-7771,Sr(CdAs)2,28
mp-30780,SrMgSn,28
mp-29816,Ag2HgO2,13
mp-5166,Ca(AsPd)2,28
mp-640024,HfInNi2,59
mp-4822,Y(SiPd)2,54
mp-9514,Mg(AlC)2,105
mp-2455,As2Os,124
mp-866152,TiBeCo2,102
mp-21469,VCo2Sn,75
mp-30807,ZrNi4Sn,63
mp-7350,Li(YSi)2,50
mp-862372,Sc2RuRh,60
mp-865807,Ti2MoIr,89
mp-9960,Y3TlC,64
mp-557257,KVF3,38
mp-20708,In2Ni3S2,35
mp-560023,NiSnF6,33
mp-19774,Eu(CdSb)2,20
mp-7770,Sr(ZnAs)2,34
mp-754311,Mg(ReO4)2,15
mp-10059,ZrCo3B2,138
mp-865500,Na2Hf2O5,28
mp-644225,Sr2MgH6,37
mp-22546,CoAsRh,63
mp-4551,SrHfO3,103
mp-11300,TiCdHg2,31
mp-571458,RbGeI3,11
mp-30472,Ca2GaCu2,27
mp-20033,SnIr,62
mp-569250,VIr,120
mp-5149,NbAlCo2,93
mp-8861,Rb2MgF4,22
mp-20151,Eu(AlGe)2,38
mp-864930,LiTiIr2,79
mp-504543,SnPbO3,50
mp-603,Be2Ag,85
mp-21249,YMnSi,59
mp-867689,LiCuS,23
mp-20695,Zr3In,54
mp-11237,ScAg,35
mp-30363,BaAu2,17
mp-11557,ScRe2,76
mp-753722,LiCuS2,21
mp-7089,KMgSb,15
mp-451,ZrB,90
mp-999133,TaPd,83
mp-10445,Sc6FeTe2,36
mp-21029,Li2InPd,26
mp-639910,Y(Sn3Ru2)2,56
mp-31081,Sc(MnAl2)4,78
mp-36800,MgTaN2,177
mp-4962,CoSbS,77
mp-20310,LiInSe2,14
mp-5881,CoSbS,81
mp-12411,Li2ZnGe,44
mp-22260,Y(MnSn)6,73
mp-978290,Mg3Os,45
mp-18778,Zr(WO4)2,30
mp-13903,ZnSnF6,28
mp-861666,LiRu2W,85
mp-25036,YbMnO3,102
mp-1129,ScIr,76
mp-865669,TiSiTc2,88
mp-865486,VZnRu2,87
mp-1606,NbAu2,70
mp-865872,LiZr2Re,38
mp-334,LaF3,40
mp-568880,YInPd2,29
mp-22156,Hf2InC,93
mp-20791,MnVAs,26
mp-557668,MnPtF6,25
mp-862705,AlZnIr2,110
mp-20257,AsPd3Pb2,29
mp-19809,MnCoSi,88
mp-11278,Ta2Be,118
mp-569106,Yb2CdSb2,23
mp-865948,Ti2ReRh,102
mp-10046,V2AsC,120
mp-8017,AlCuTe2,26
mp-756490,Li6MnS4,27
mp-8547,PdPtF6,26
mp-22739,BaFe2S3,31
mp-864654,Zn2NiRh,67
mp-12954,CuBS2,67
mp-557686,ZrVF6,44
mp-21164,SrGePt,20
mp-27865,KMgCl3,16
mp-866288,BeVCo2,77
mp-10374,Cr3PtN,161
mp-7173,ScSbPt,54
mp-861901,LiGaCu2,48
mp-37091,Sr(AlTe2)2,15
mp-28835,LiScI3,11
mp-28339,CaPPt,51
mp-22725,TiInCu2,57
mp-21024,SrIn2Pd,25
mp-999052,Ti2MnAl,59
mp-11038,Zr6Al2Fe,48
mp-867281,Tc3Pt,176
mp-867280,Be2IrPt,129
mp-2540,VTc,129
mp-21894,LiSn4Ir,49
mp-865795,LiSc2Ru,33
mp-11382,NdFe5,59
mp-29152,Zr2CoP,80
mp-15657,TiCoSi,104
mp-862555,LiY2Al,35
mp-867850,ScMnRh2,62
mp-978534,SiGe,57
mp-867924,LiCdPd2,28
mp-996983,AgAuO2,23
mp-966800,InP,32
mp-779517,Sr3Hf2O7,82
mp-1082,VIr3,221
mp-2781,ScPd,39
mp-5632,DyAsO4,63
mp-643009,SrMgH4,27
mp-605028,Te2Pd3Pb2,18
mp-29154,Hf2CoP,89
mp-21027,CaIn2Pt,30
mp-8237,Ba(AsPd)2,29
mp-1361,IrSe2,55
mp-7930,Zr3(SiCu2)2,79
mp-5486,Ca(SiCu)2,55
mp-7863,Rb2Sn2O3,20
mp-754850,NaTiS2,32
mp-568809,Ba5Al5Pb,18
mp-29752,NiGePt2,63
mp-867133,Ba2Sc2O5,54
mp-510347,In5S5Br,17
mp-867786,ScNbOs2,115
mp-30745,Ir3W,195
mp-13272,BaAlGe,34
mp-703260,PbWO4,24
mp-10343,Sc2BC2,90
mp-13570,Mg(ScGa)2,52
mp-569603,BaCa4(CuN2)2,32
mp-30835,TaPd2,83
mp-8208,Mg(PtO2)3,79
mp-862290,LiFeRh2,67
mp-2319,P2Os,163
mp-866121,V3Os,109
mp-22609,Eu(CdP)2,35
mp-864921,MgZrIr2,82
mp-12956,Yb(FeP3)4,108
mp-12550,AlCuPt2,86
mp-19356,YbMnO3,48
mp-13137,Hf2CS,124
mp-977580,MgSc2Al,51
mp-19713,Sc3In,39
mp-29157,Si3P2Pt,87
mp-862604,Re3Ni,177
mp-11959,CaSn2Rh,35
mp-24289,HPd,44
mp-5690,GdScO3,81
mp-505822,TiSiRu,81
mp-5671,Sr(CoP)2,48
mp-625397,Nd(HO)3,26
mp-7604,Mg3NF3,81
mp-4364,NbGaCo2,85
mp-21301,ScInNi2,53
mp-12480,ScPPt,71
mp-14433,NaGe2N3,80
mp-1235,TiIr,82
mp-675163,Mn(CuCl2)2,14
mp-20325,Ti3InC,93
mp-8927,TaCuN2,90
mp-22434,HfFeP,127
mp-952,MoPt2,143
mp-22467,Sn(PbO2)2,23
mp-21199,Na3(GePt)4,26
mp-771123,ScFeO3,74
mp-16548,ZrTiF6,43
mp-27438,TlBiTe2,20
mp-5213,CdSnP2,31
mp-22268,ZrPRu,109
