k1,k2,porosity,k-LBM
1,6,0.08685419999999999,1.17035
1,6,0.0936183,1.18106
1,6,0.0943045,1.17526
1,6,0.115185,1.2205700000000002
1,6,0.115185,1.22931
1,6,0.120282,1.2229
1,6,0.123027,1.24673
1,6,0.123909,1.23955
1,6,0.137045,1.26908
1,6,0.140476,1.28043
1,6,0.14263299999999998,1.28214
1,6,0.145476,1.26041
1,6,0.172532,1.33687
1,6,0.175277,1.34265
1,6,0.187825,1.38651
1,6,0.189687,1.34836
1,6,0.197628,1.382
1,6,0.212822,1.44099
1,6,0.213018,1.43415
1,6,0.216351,1.46325
1,6,0.231448,1.47269
1,6,0.233801,1.4595
1,6,0.234977,1.50525
1,6,0.241251,1.54277
1,6,0.25223,1.58068
1,6,0.264778,1.62703
1,6,0.270366,1.58811
1,6,0.277718,1.67383
1,6,0.282227,1.61866
1,6,0.298598,1.66972
1,6,0.306244,1.75507
1,6,0.310656,1.80269
1,6,0.330556,1.81748
1,6,0.332124,1.77377
1,6,0.333595,1.7815900000000002
1,6,0.338104,1.83469
1,6,0.347221,1.84635
1,6,0.355063,1.88968
1,6,0.357612,1.95433
1,6,0.361827,1.92825
1,6,0.366239,1.85844
1,6,0.0162729,1.03985
1,6,0.0885207,1.16987
1,6,0.092638,1.17985
1,6,0.188217,1.39402
1,6,0.265268,1.57933
1,6,0.26615,1.6152799999999998
1,6,0.314871,1.70562
1,6,0.335947,1.78267
1,8,0.0111754,1.04679
1,8,0.0111754,1.0432
1,8,0.0125478,1.0477
1,8,0.0162729,1.06424
1,8,0.016567,1.05252
1,8,0.0398,1.11522
1,8,0.042348800000000006,1.11989
1,8,0.0427409,1.13902
1,8,0.0688168,1.22243
1,8,0.0698951,1.19499
1,8,0.0885207,1.32019
1,8,0.092638,1.30864
1,8,0.0936183,1.3116
1,8,0.0943045,1.2908
1,8,0.115185,1.38467
1,8,0.115185,1.39886
1,8,0.137045,1.48985
1,8,0.14263299999999998,1.5177200000000002
1,8,0.14371099999999998,1.42231
1,8,0.145476,1.41222
1,8,0.160474,1.5772
1,8,0.16518,1.6194
1,8,0.172532,1.60981
1,8,0.175277,1.6156
1,8,0.187825,1.73511
1,8,0.188217,1.79872
1,8,0.189687,1.6418
1,8,0.197628,1.71302
1,8,0.199,1.85857
1,8,0.208803,1.91163
1,8,0.212822,1.84587
1,8,0.231448,1.94895
1,8,0.231742,2.25112
1,8,0.233801,1.80744
1,8,0.234977,2.07305
1,8,0.241251,2.1876
1,8,0.254975,2.35541
1,8,0.265268,2.19273
1,8,0.26615,2.51122
1,8,0.270366,2.25657
1,8,0.277718,2.68228
1,8,0.298598,2.55177
1,8,0.306244,2.96418
1,8,0.310656,3.16253
1,8,0.333595,2.94698
1,8,0.338104,3.14204
1,8,0.347221,3.3560300000000005
1,8,0.357612,4.00387
1,8,0.366239,3.03392
1,8,0.0633271,1.26761
1,8,0.140476,1.51548
1,8,0.292716,2.45531
1,8,0.332124,2.8414
1,10,0.0111754,1.03517
1,10,0.0125478,1.03574
1,10,0.0162729,1.04724
1,10,0.016567,1.04233
1,10,0.0398,1.08946
1,10,0.0427409,1.10401
1,10,0.043133,1.10167
1,10,0.0599941,1.12442
1,10,0.0633271,1.16326
1,10,0.0698951,1.15051
1,10,0.0723458,1.15921
1,10,0.0885207,1.20778
1,10,0.092638,1.22056
1,10,0.115185,1.27126
1,10,0.120282,1.27163
1,10,0.123027,1.30979
1,10,0.137045,1.33461
1,10,0.14371099999999998,1.3126799999999998
1,10,0.145476,1.31316
1,10,0.160474,1.41014
1,10,0.169787,1.43381
1,10,0.172532,1.41883
1,10,0.175277,1.42567
1,10,0.208803,1.56263
1,10,0.212822,1.55851
1,10,0.213018,1.54466
1,10,0.216351,1.59487
1,10,0.231448,1.59972
1,10,0.231742,1.6748299999999998
1,10,0.233801,1.57273
1,10,0.234977,1.64693
1,10,0.241251,1.71185
1,10,0.265268,1.7476900000000002
1,10,0.26615,1.82264
1,10,0.270366,1.76197
1,10,0.277718,1.9041
1,10,0.282227,1.80079
1,10,0.292716,1.84473
1,10,0.298598,1.88207
1,10,0.310656,2.1
1,10,0.314871,1.93019
1,10,0.330556,2.1207
1,10,0.332124,2.02925
1,10,0.347221,2.15462
1,10,0.355063,2.22757
1,10,0.361827,2.28301
1,10,0.366239,2.14061
1,10,0.0405843,1.09539
1,10,0.042348800000000006,1.0932
1,10,0.187825,1.4872
1,10,0.188217,1.50312
1,10,0.254975,1.79476
1,10,0.335947,2.06412
1,10,0.338104,2.13758
1,20,0.0111754,1.04056
1,20,0.0125478,1.04083
1,20,0.0162729,1.05541
1,20,0.0398,1.10272
1,20,0.0405843,1.11116
1,20,0.042348800000000006,1.10664
1,20,0.0427409,1.12179
1,20,0.0599941,1.14202
1,20,0.0698951,1.17382
1,20,0.0723458,1.1862700000000002
1,20,0.0885207,1.2503799999999998
1,20,0.092638,1.26356
1,20,0.0936183,1.26422
1,20,0.0943045,1.2503
1,20,0.115185,1.32518
1,20,0.115185,1.34
1,20,0.120282,1.32245
1,20,0.123027,1.38274
1,20,0.137045,1.40705
1,20,0.140476,1.42795
1,20,0.14263299999999998,1.42907
1,20,0.14371099999999998,1.36779
1,20,0.145476,1.3645
1,20,0.160474,1.50014
1,20,0.169787,1.5385799999999998
1,20,0.172532,1.5085
1,20,0.175277,1.51567
1,20,0.187825,1.6004
1,20,0.188217,1.63261
1,20,0.189687,1.51684
1,20,0.197628,1.58413
1,20,0.212822,1.6911
1,20,0.213018,1.66418
1,20,0.231448,1.74666
1,20,0.231742,1.88987
1,20,0.233801,1.69333
1,20,0.234977,1.81333
1,20,0.254975,2.03388
1,20,0.264778,2.10128
1,20,0.265268,1.94717
1,20,0.26615,2.10043
1,20,0.270366,1.97169
1,20,0.277718,2.20512
1,20,0.282227,2.02237
1,20,0.306244,2.3849400000000003
1,20,0.310656,2.50843
1,20,0.314871,2.22148
1,20,0.330556,2.54991
1,20,0.333595,2.40882
1,20,0.335947,2.48248
1,20,0.338104,2.55187
1,20,0.347221,2.59055
1,20,0.355063,2.72546
1,20,0.357612,2.92891
1,20,0.0162729,1.05541
1,20,0.0688168,1.19271
1,20,0.123909,1.35428
1,20,0.199,1.6876400000000005
1,20,0.25223,2.05187
1,20,0.332124,2.36124
1,20,0.292716,2.10149
1,40,0.0111754,1.04434
1,40,0.0111754,1.04098
1,40,0.0125478,1.0446799999999998
1,40,0.016567,1.05066
1,40,0.042348800000000006,1.11494
1,40,0.0427409,1.13305
1,40,0.043133,1.12927
1,40,0.0599941,1.15285
1,40,0.0698951,1.1877799999999998
1,40,0.0723458,1.20325
1,40,0.08685419999999999,1.2714
1,40,0.092638,1.29208
1,40,0.0936183,1.29356
1,40,0.0943045,1.276
1,40,0.115185,1.37722
1,40,0.120282,1.35602
1,40,0.123027,1.43939
1,40,0.123909,1.39654
1,40,0.137045,1.45855
1,40,0.14263299999999998,1.48358
1,40,0.14371099999999998,1.40284
1,40,0.145476,1.3956
1,40,0.160474,1.5566799999999998
1,40,0.16518,1.57357
1,40,0.169787,1.61723
1,40,0.172532,1.5713
1,40,0.175277,1.57774
1,40,0.187825,1.6825
1,40,0.189687,1.58557
1,40,0.199,1.79267
1,40,0.208803,1.82935
1,40,0.212822,1.7861200000000002
1,40,0.213018,1.74622
1,40,0.216351,1.85857
1,40,0.231448,1.85821
1,40,0.231742,2.08714
1,40,0.233801,1.77046
1,40,0.241251,2.0833
1,40,0.25223,2.30688
1,40,0.254975,2.22588
1,40,0.264778,2.32213
1,40,0.265268,2.09707
1,40,0.26615,2.34006
1,40,0.277718,2.46299
1,40,0.292716,2.31138
1,40,0.298598,2.39271
1,40,0.310656,2.87602
1,40,0.332124,2.64057
1,40,0.333595,2.72185
1,40,0.335947,2.92802
1,40,0.338104,2.90763
1,40,0.347221,3.00338
1,40,0.355063,3.22583
1,40,0.361827,3.28227
1,40,0.366239,2.81218
1,40,0.0405843,1.12201
1,40,0.115185,1.36186
1,40,0.140476,1.48262
1,40,0.197628,1.66223
1,40,0.234977,1.94656
1,40,0.314871,2.4719
1,40,0.330556,2.94501
1,60,0.0111754,1.0459200000000002
1,60,0.0111754,1.04237
1,60,0.016567,1.05188
1,60,0.0398,1.11378
1,60,0.0405843,1.12687
1,60,0.042348800000000006,1.11814
1,60,0.043133,1.13347
1,60,0.0599941,1.15701
1,60,0.0633271,1.25364
1,60,0.0698951,1.19267
1,60,0.08685419999999999,1.2809
1,60,0.092638,1.3030000000000002
1,60,0.0936183,1.30533
1,60,0.115185,1.3766
1,60,0.123027,1.46766
1,60,0.123909,1.41438
1,60,0.137045,1.4792299999999998
1,60,0.140476,1.50431
1,60,0.14371099999999998,1.41582
1,60,0.145476,1.40672
1,60,0.16518,1.60315
1,60,0.169787,1.65075
1,60,0.172532,1.59649
1,60,0.175277,1.60246
1,60,0.188217,1.7751099999999995
1,60,0.208803,1.88248
1,60,0.212822,1.82485
1,60,0.213018,1.78119
1,60,0.216351,1.89897
1,60,0.231742,2.18844
1,60,0.233801,1.79635
1,60,0.234977,2.0166
1,60,0.241251,2.15128
1,60,0.25223,2.43088
1,60,0.254975,2.30974
1,60,0.264778,2.4229700000000003
1,60,0.265268,2.1593
1,60,0.26615,2.44945
1,60,0.270366,2.21191
1,60,0.277718,2.59256
1,60,0.298598,2.4965200000000003
1,60,0.306244,2.86898
1,60,0.310656,3.05519
1,60,0.314871,2.58985
1,60,0.330556,3.13634
1,60,0.332124,2.76831
1,60,0.333595,2.8661
1,60,0.335947,3.1850400000000003
1,60,0.338104,3.06232
1,60,0.347221,3.21787
1,60,0.355063,3.49565
1,60,0.357612,3.816230000000001
1,60,0.361827,3.53735
1,60,0.366239,2.95434
1,60,0.0162729,1.06321
1,60,0.0688168,1.21884
1,60,0.120282,1.36888
1,60,0.189687,1.61968
1,60,0.197628,1.69498
1,60,0.292716,2.4041200000000003
1,80,0.0111754,1.04679
1,80,0.0125478,1.0477
1,80,0.0162729,1.06424
1,80,0.016567,1.05252
1,80,0.0398,1.11522
1,80,0.0405843,1.12983
1,80,0.042348800000000006,1.11989
1,80,0.043133,1.13569
1,80,0.0599941,1.15927
1,80,0.0633271,1.26761
1,80,0.0688168,1.22243
1,80,0.0698951,1.19499
1,80,0.08685419999999999,1.28587
1,80,0.0885207,1.32019
1,80,0.0936183,1.3116
1,80,0.115185,1.38467
1,80,0.115185,1.39886
1,80,0.120282,1.37553
1,80,0.123027,1.48789
1,80,0.123909,1.42402
1,80,0.137045,1.48985
1,80,0.140476,1.51548
1,80,0.14371099999999998,1.42231
1,80,0.145476,1.41222
1,80,0.160474,1.5772
1,80,0.16518,1.6194
1,80,0.169787,1.66894
1,80,0.175277,1.6156
1,80,0.188217,1.79872
1,80,0.189687,1.6418
1,80,0.197628,1.71302
1,80,0.199,1.85857
1,80,0.208803,1.91163
1,80,0.212822,1.84587
1,80,0.213018,1.80353
1,80,0.231742,2.25112
1,80,0.233801,1.80744
1,80,0.234977,2.07305
1,80,0.241251,2.1876
1,80,0.25223,2.50259
1,80,0.254975,2.35541
1,80,0.265268,2.19273
1,80,0.26615,2.51122
1,80,0.270366,2.25657
1,80,0.277718,2.68228
1,80,0.292716,2.45531
1,80,0.298598,2.55177
1,80,0.306244,2.96418
1,80,0.310656,3.16253
1,80,0.330556,3.24968
1,80,0.335947,3.3558
1,80,0.347221,3.3560300000000005
1,80,0.355063,3.66847
1,80,0.357612,4.00387
1,80,0.361827,3.7163
1,80,0.366239,3.03392
1,80,0.0111754,1.0432
1,80,0.172532,1.60981
1,80,0.231448,1.94895
1,80,0.282227,2.35946
1,80,0.314871,2.65858
1,80,0.338104,3.14204
1,100,0.0111754,1.04734
1,100,0.016567,1.05292
1,100,0.0398,1.11603
1,100,0.0405843,1.1318700000000002
1,100,0.042348800000000006,1.121
1,100,0.0427409,1.14008
1,100,0.043133,1.13702
1,100,0.0599941,1.1607
1,100,0.0698951,1.19626
1,100,0.0723458,1.21384
1,100,0.0885207,1.3282
1,100,0.092638,1.31198
1,100,0.115185,1.4033
1,100,0.120282,1.3794799999999998
1,100,0.123027,1.5049
1,100,0.137045,1.49586
1,100,0.140476,1.52194
1,100,0.14263299999999998,1.52461
1,100,0.14371099999999998,1.42601
1,100,0.145476,1.41537
1,100,0.160474,1.5768799999999998
1,100,0.16518,1.62935
1,100,0.169787,1.6797400000000002
1,100,0.175277,1.62358
1,100,0.187825,1.74626
1,100,0.188217,1.81332
1,100,0.197628,1.7243400000000002
1,100,0.199,1.87268
1,100,0.208803,1.92896
1,100,0.212822,1.85894
1,100,0.213018,1.82185
1,100,0.231448,1.98777
1,100,0.25223,2.54803
1,100,0.254975,2.3910400000000003
1,100,0.270366,2.28593
1,100,0.277718,2.75693
1,100,0.292716,2.48675
1,100,0.298598,2.58412
1,100,0.306244,3.02752
1,100,0.310656,3.23402
1,100,0.330556,3.32453
1,100,0.335947,3.4771400000000003
1,100,0.357612,3.4549800000000004
1,100,0.366239,4.1292
1,100,0.0125478,1.04855
1,100,0.0936183,1.31541
1,100,0.0943045,1.29354
1,100,0.189687,1.65745
1,100,0.265268,2.2131
1,100,0.26615,2.55022
