System_Name,A1_atom,B1_atom,A2_atom,B2_atom,gllbsc_ind_gap
BaZrLiTaO6,Ba,Zr,Li,Ta,5.060782046
BaZrLiVO6,Ba,Zr,Li,V,1.9711694869999998
BaZrMgTiO6,Ba,Zr,Mg,Ti,5.3890812210000005
BaZrMgZrO6,Ba,Zr,Mg,Zr,6.96083831
BaZrNaNbO6,Ba,Zr,Na,Nb,4.270644268
BaZrNaSbO6,Ba,Zr,Na,Sb,5.526897152999999
BaZrNaTaO6,Ba,Zr,Na,Ta,5.030675991
BaZrNaVO6,Ba,Zr,Na,V,1.958775816
BaZrPbHfO6,Ba,Zr,Pb,Hf,5.798203095
BaZrPbTiO6,Ba,Zr,Pb,Ti,4.688503642
BaZrRbNbO6,Ba,Zr,Rb,Nb,4.158490708
BaZrRbTaO6,Ba,Zr,Rb,Ta,4.904996208
BaZrSnHfO6,Ba,Zr,Sn,Hf,5.129425153
BaZrSnTiO6,Ba,Zr,Sn,Ti,4.11156648
BaZrSnZrO6,Ba,Zr,Sn,Zr,5.112918696
BaZrSrGeO6,Ba,Zr,Sr,Ge,6.035786095
BaZrSrSiO6,Ba,Zr,Sr,Si,6.576553007999999
BaZrSrSnO6,Ba,Zr,Sr,Sn,6.428286699
BaZrSrTiO6,Ba,Zr,Sr,Ti,4.67649105
BaZrSrZrO6,Ba,Zr,Sr,Zr,6.259867326
BaZrTlNbO6,Ba,Zr,Tl,Nb,2.79832233
BaZrTlTaO6,Ba,Zr,Tl,Ta,3.4804674280000003
BaZrYAlO6,Ba,Zr,Y,Al,7.104402829
CaGeAgNbO6,Ca,Ge,Ag,Nb,4.220841195
CaGeCaSiO6,Ca,Ge,Ca,Si,4.1712783589999995
CaGeCaSnO6,Ca,Ge,Ca,Sn,3.5038532210000004
CaGeCaTiO6,Ca,Ge,Ca,Ti,4.802428919
CaGeLaAlO6,Ca,Ge,La,Al,5.708900913
CaGeLaGaO6,Ca,Ge,La,Ga,4.068071283
CaGeLaInO6,Ca,Ge,La,In,4.288775178
CaGeMgTiO6,Ca,Ge,Mg,Ti,5.224069822
CaGeSnTiO6,Ca,Ge,Sn,Ti,3.350439602
CaGeYAlO6,Ca,Ge,Y,Al,6.231533057
CaHfAgNbO6,Ca,Hf,Ag,Nb,4.219675653
CaHfAgTaO6,Ca,Hf,Ag,Ta,5.065212369
CaHfBaSnO6,Ca,Hf,Ba,Sn,6.318267248
CaHfBaTiO6,Ca,Hf,Ba,Ti,4.891229032
CaHfBaZrO6,Ca,Hf,Ba,Zr,6.78352084
CaHfCaGeO6,Ca,Hf,Ca,Ge,6.975336372
CaHfCaSiO6,Ca,Hf,Ca,Si,7.339484884
CaHfCaSnO6,Ca,Hf,Ca,Sn,6.545899417
CaHfCaTiO6,Ca,Hf,Ca,Ti,5.2391328
CaHfCaZrO6,Ca,Hf,Ca,Zr,7.0196559160000005
CaHfCsNbO6,Ca,Hf,Cs,Nb,4.18714751
CaHfCsVO6,Ca,Hf,Cs,V,2.234427829
CaHfGaNbO6,Ca,Hf,Ga,Nb,2.259002479
CaHfGaTaO6,Ca,Hf,Ga,Ta,3.12564489
CaHfInNbO6,Ca,Hf,In,Nb,1.4548589369999998
CaHfKNbO6,Ca,Hf,K,Nb,4.596569242
CaHfLaAlO6,Ca,Hf,La,Al,7.680848563
CaHfLaInO6,Ca,Hf,La,In,6.615394048
CaHfLaScO6,Ca,Hf,La,Sc,7.2861318110000015
CaHfLiNbO6,Ca,Hf,Li,Nb,4.85855487
CaHfLiVO6,Ca,Hf,Li,V,2.9394157539999997
CaHfMgTiO6,Ca,Hf,Mg,Ti,5.7570747010000005
CaHfMgZrO6,Ca,Hf,Mg,Zr,7.657304806
CaHfNaNbO6,Ca,Hf,Na,Nb,5.09102671
CaHfNaSbO6,Ca,Hf,Na,Sb,5.696946037999999
CaHfNaVO6,Ca,Hf,Na,V,2.576282825
CaHfPbHfO6,Ca,Hf,Pb,Hf,5.946077772000001
CaHfPbZrO6,Ca,Hf,Pb,Zr,5.663239448
CaHfRbNbO6,Ca,Hf,Rb,Nb,4.347730015
CaHfSnHfO6,Ca,Hf,Sn,Hf,5.099139427
CaHfSnTiO6,Ca,Hf,Sn,Ti,3.395877585
CaHfSnZrO6,Ca,Hf,Sn,Zr,4.960405248
CaHfSrGeO6,Ca,Hf,Sr,Ge,6.296526494
CaHfSrHfO6,Ca,Hf,Sr,Hf,7.245106988
CaHfSrSiO6,Ca,Hf,Sr,Si,7.311458271
CaHfSrSnO6,Ca,Hf,Sr,Sn,6.441396629
CaHfSrZrO6,Ca,Hf,Sr,Zr,7.258641193
CaHfTlNbO6,Ca,Hf,Tl,Nb,2.785946526
CaHfTlTaO6,Ca,Hf,Tl,Ta,3.488495574
CaHfYAlO6,Ca,Hf,Y,Al,8.019541754
CaSiCaSnO6,Ca,Si,Ca,Sn,4.523794734
CaSiCaTiO6,Ca,Si,Ca,Ti,4.563855278999999
CaSiLaAlO6,Ca,Si,La,Al,7.763296446
CaSiLaGaO6,Ca,Si,La,Ga,5.420695949
CaSiLaInO6,Ca,Si,La,In,5.447420817999999
CaSiMgTiO6,Ca,Si,Mg,Ti,4.905223459
CaSiSnTiO6,Ca,Si,Sn,Ti,2.549360828
CaSiYAlO6,Ca,Si,Y,Al,8.343255111
CaSnAgNbO6,Ca,Sn,Ag,Nb,3.845223245
CaSnCaTiO6,Ca,Sn,Ca,Ti,5.021395043
CaSnLaAlO6,Ca,Sn,La,Al,5.731598265
CaSnLaGaO6,Ca,Sn,La,Ga,4.421397112
CaSnLaInO6,Ca,Sn,La,In,4.332199336
CaSnSnTiO6,Ca,Sn,Sn,Ti,2.72801287
CaSnYAlO6,Ca,Sn,Y,Al,5.902973047000001
CaTiAgNbO6,Ca,Ti,Ag,Nb,3.399832758
CaTiLaGaO6,Ca,Ti,La,Ga,5.340395495
CaTiLaInO6,Ca,Ti,La,In,5.218969424
CaTiMgTiO6,Ca,Ti,Mg,Ti,4.786930752
CaTiSnTiO6,Ca,Ti,Sn,Ti,2.795444748
CaTiYAlO6,Ca,Ti,Y,Al,5.421790832
CaZrAgTaO6,Ca,Zr,Ag,Ta,5.00355801
CaZrBaSnO6,Ca,Zr,Ba,Sn,6.571947432999999
CaZrBaTiO6,Ca,Zr,Ba,Ti,4.941329535
CaZrCaGeO6,Ca,Zr,Ca,Ge,6.336280867
CaZrCaSiO6,Ca,Zr,Ca,Si,6.8915647610000015
CaZrCaSnO6,Ca,Zr,Ca,Sn,6.6880831610000016
CaZrGaNbO6,Ca,Zr,Ga,Nb,2.228163324
CaZrGaTaO6,Ca,Zr,Ga,Ta,3.014914456
CaZrInNbO6,Ca,Zr,In,Nb,1.4569442380000002
CaZrInTaO6,Ca,Zr,In,Ta,2.057918429
CaZrKNbO6,Ca,Zr,K,Nb,4.630967138
CaZrKSbO6,Ca,Zr,K,Sb,5.399489278
CaZrLaAlO6,Ca,Zr,La,Al,6.792712674
CaZrLaGaO6,Ca,Zr,La,Ga,6.915401065
CaZrLaInO6,Ca,Zr,La,In,6.732697601
CaZrLiNbO6,Ca,Zr,Li,Nb,5.120245746
CaZrLiVO6,Ca,Zr,Li,V,3.1207995210000004
CaZrMgTiO6,Ca,Zr,Mg,Ti,5.924793527
CaZrNaTaO6,Ca,Zr,Na,Ta,5.939519026
CaZrPbHfO6,Ca,Zr,Pb,Hf,5.966256092999999
CaZrPbZrO6,Ca,Zr,Pb,Zr,5.9217313129999996
CaZrRbNbO6,Ca,Zr,Rb,Nb,4.296312174
CaZrSnTiO6,Ca,Zr,Sn,Ti,3.5004286139999996
CaZrSrGeO6,Ca,Zr,Sr,Ge,6.114467667
CaZrSrHfO6,Ca,Zr,Sr,Hf,7.245451656
CaZrSrSiO6,Ca,Zr,Sr,Si,6.832765222999999
CaZrSrSnO6,Ca,Zr,Sr,Sn,6.724869435
CaZrSrTiO6,Ca,Zr,Sr,Ti,5.078140778
CaZrSrZrO6,Ca,Zr,Sr,Zr,6.802271822000001
CaZrTlNbO6,Ca,Zr,Tl,Nb,2.7110790639999998
CaZrTlTaO6,Ca,Zr,Tl,Ta,3.399255554
CaZrYAlO6,Ca,Zr,Y,Al,7.690766218999999
CsNbCaSiO6,Cs,Nb,Ca,Si,3.2449872460000004
CsNbCaTiO6,Cs,Nb,Ca,Ti,3.781984576
CsNbGaNbO6,Cs,Nb,Ga,Nb,1.5686715219999998
CsNbKNbO6,Cs,Nb,K,Nb,3.3713819989999996
CsNbLaAlO6,Cs,Nb,La,Al,3.9705509130000003
CsNbLaInO6,Cs,Nb,La,In,4.659075089
CsNbMgTiO6,Cs,Nb,Mg,Ti,3.70530303
CsNbNaSbO6,Cs,Nb,Na,Sb,3.475302498
CsNbPbHfO6,Cs,Nb,Pb,Hf,4.125761782
CsNbPbTiO6,Cs,Nb,Pb,Ti,3.806622078
CsNbSnHfO6,Cs,Nb,Sn,Hf,3.837245653
CsNbSnTiO6,Cs,Nb,Sn,Ti,2.9058316389999996
CsNbSrGeO6,Cs,Nb,Sr,Ge,3.6176362930000003
CsNbSrSiO6,Cs,Nb,Sr,Si,3.264936787
CsNbSrSnO6,Cs,Nb,Sr,Sn,4.520872076
CsNbSrTiO6,Cs,Nb,Sr,Ti,3.8729046310000004
CsNbTlNbO6,Cs,Nb,Tl,Nb,2.10377581
CsNbYAlO6,Cs,Nb,Y,Al,3.7243498219999998
CsTaAgNbO6,Cs,Ta,Ag,Nb,3.258149897
CsTaAgTaO6,Cs,Ta,Ag,Ta,3.808143901
CsTaBaSnO6,Cs,Ta,Ba,Sn,4.584905096
CsTaCaGeO6,Cs,Ta,Ca,Ge,4.184887473
CsTaCaSiO6,Cs,Ta,Ca,Si,4.136175518
CsTaCaTiO6,Cs,Ta,Ca,Ti,3.849509114
CsTaCaZrO6,Cs,Ta,Ca,Zr,4.972347834
CsTaCsVO6,Cs,Ta,Cs,V,2.139696775
CsTaKNbO6,Cs,Ta,K,Nb,3.29564536
CsTaKSbO6,Cs,Ta,K,Sb,3.598247689
CsTaLaAlO6,Cs,Ta,La,Al,4.790851813
CsTaLaGaO6,Cs,Ta,La,Ga,5.274671803
CsTaLaInO6,Cs,Ta,La,In,5.0390088010000005
CsTaLiTaO6,Cs,Ta,Li,Ta,3.91261728
CsTaLiVO6,Cs,Ta,Li,V,2.351802857
CsTaMgTiO6,Cs,Ta,Mg,Ti,3.791325966
CsTaMgZrO6,Cs,Ta,Mg,Zr,5.85854129
CsTaNaNbO6,Cs,Ta,Na,Nb,3.3753151760000004
CsTaNaSbO6,Cs,Ta,Na,Sb,3.85601142
CsTaNaVO6,Cs,Ta,Na,V,2.0949465
CsTaPbHfO6,Cs,Ta,Pb,Hf,4.840162189
CsTaPbTiO6,Cs,Ta,Pb,Ti,3.4414016419999998
CsTaPbZrO6,Cs,Ta,Pb,Zr,4.867170086000001
CsTaRbNbO6,Cs,Ta,Rb,Nb,3.239810056
CsTaSnTiO6,Cs,Ta,Sn,Ti,3.0666374760000004
CsTaSnZrO6,Cs,Ta,Sn,Zr,4.550292742
CsTaSrGeO6,Cs,Ta,Sr,Ge,3.981506845
CsTaSrSiO6,Cs,Ta,Sr,Si,4.170938456
CsTaSrSnO6,Cs,Ta,Sr,Sn,4.909403889
CsTaSrTiO6,Cs,Ta,Sr,Ti,3.5060112269999997
CsTaSrZrO6,Cs,Ta,Sr,Zr,4.95376077
CsTaTlNbO6,Cs,Ta,Tl,Nb,2.2777219090000003
CsTaTlTaO6,Cs,Ta,Tl,Ta,2.209663313
CsTaYAlO6,Cs,Ta,Y,Al,4.67918643
CsVBaSnO6,Cs,V,Ba,Sn,2.072447249
CsVCaGeO6,Cs,V,Ca,Ge,1.5405812159999999
CsVCaSiO6,Cs,V,Ca,Si,1.083685684
CsVCaSnO6,Cs,V,Ca,Sn,1.7975164380000002
CsVCaTiO6,Cs,V,Ca,Ti,2.424146688
CsVGaNbO6,Cs,V,Ga,Nb,0.725860475
CsVGaTaO6,Cs,V,Ga,Ta,0.42741720899999996
CsVKSbO6,Cs,V,K,Sb,1.53383603
CsVLaAlO6,Cs,V,La,Al,1.6171533280000001
CsVLaInO6,Cs,V,La,In,2.385279742
CsVLiVO6,Cs,V,Li,V,1.6760478719999998
CsVMgZrO6,Cs,V,Mg,Zr,2.234714469
CsVNaSbO6,Cs,V,Na,Sb,1.663055524
CsVNaVO6,Cs,V,Na,V,1.695828684
CsVPbTiO6,Cs,V,Pb,Ti,2.173707247
CsVSnTiO6,Cs,V,Sn,Ti,1.5316494090000001
CsVSrGeO6,Cs,V,Sr,Ge,1.535642736
CsVSrSiO6,Cs,V,Sr,Si,1.081372328
CsVSrSnO6,Cs,V,Sr,Sn,2.126154005
CsVSrTiO6,Cs,V,Sr,Ti,2.4028262209999998
CsVTlTaO6,Cs,V,Tl,Ta,1.04242215
GaNbAgNbO6,Ga,Nb,Ag,Nb,1.455146082
GaNbBaSnO6,Ga,Nb,Ba,Sn,3.13985473
GaNbBaTiO6,Ga,Nb,Ba,Ti,1.8449057519999998
GaNbCaGeO6,Ga,Nb,Ca,Ge,2.128865476
GaNbCaSiO6,Ga,Nb,Ca,Si,1.379197283
GaNbCaSnO6,Ga,Nb,Ca,Sn,1.843996924
GaNbCaTiO6,Ga,Nb,Ca,Ti,1.4645545119999999
GaNbLaAlO6,Ga,Nb,La,Al,2.126529305
GaNbLaInO6,Ga,Nb,La,In,2.493512245
GaNbNaSbO6,Ga,Nb,Na,Sb,2.154979683
GaNbPbTiO6,Ga,Nb,Pb,Ti,1.5117214959999998
GaNbSrSnO6,Ga,Nb,Sr,Sn,3.271136372
GaNbSrTiO6,Ga,Nb,Sr,Ti,1.487434643
GaNbYAlO6,Ga,Nb,Y,Al,1.671893478
GaTaAgNbO6,Ga,Ta,Ag,Nb,1.784907466
GaTaBaSnO6,Ga,Ta,Ba,Sn,3.486954934
GaTaBaTiO6,Ga,Ta,Ba,Ti,1.8512143890000001
GaTaCaGeO6,Ga,Ta,Ca,Ge,2.9212067210000003
GaTaCaSnO6,Ga,Ta,Ca,Sn,2.563279251
GaTaCaTiO6,Ga,Ta,Ca,Ti,1.842666325
GaTaGaNbO6,Ga,Ta,Ga,Nb,1.4532596580000001
GaTaKSbO6,Ga,Ta,K,Sb,2.3250159669999997
GaTaLaAlO6,Ga,Ta,La,Al,2.910652372
GaTaLaGaO6,Ga,Ta,La,Ga,3.453258672
GaTaLaInO6,Ga,Ta,La,In,3.4252659989999996
GaTaLaScO6,Ga,Ta,La,Sc,3.262926712
GaTaLiNbO6,Ga,Ta,Li,Nb,1.730675149
GaTaMgTiO6,Ga,Ta,Mg,Ti,2.1771204319999997
GaTaMgZrO6,Ga,Ta,Mg,Zr,3.255670251
GaTaNaNbO6,Ga,Ta,Na,Nb,1.73072672
GaTaNaSbO6,Ga,Ta,Na,Sb,2.542490811
GaTaPbTiO6,Ga,Ta,Pb,Ti,1.883185973
GaTaPbZrO6,Ga,Ta,Pb,Zr,3.467447345
GaTaRbNbO6,Ga,Ta,Rb,Nb,1.714869864
GaTaSnTiO6,Ga,Ta,Sn,Ti,1.835986128
GaTaSrGeO6,Ga,Ta,Sr,Ge,2.7335598589999996
GaTaSrSnO6,Ga,Ta,Sr,Sn,3.714192995
GaTaSrTiO6,Ga,Ta,Sr,Ti,1.855608911
GaTaYAlO6,Ga,Ta,Y,Al,2.555522585
GeTiAgTaO6,Ge,Ti,Ag,Ta,3.419571663
GeTiBaHfO6,Ge,Ti,Ba,Hf,4.160952852
GeTiBaTiO6,Ge,Ti,Ba,Ti,3.190106777
GeTiBaZrO6,Ge,Ti,Ba,Zr,4.148723815
GeTiCaGeO6,Ge,Ti,Ca,Ge,3.248836082
GeTiCaHfO6,Ge,Ti,Ca,Hf,3.8852938530000003
GeTiCaSiO6,Ge,Ti,Ca,Si,3.563046045
GeTiCaSnO6,Ge,Ti,Ca,Sn,3.331224808
GeTiCaTiO6,Ge,Ti,Ca,Ti,3.0079969419999997
GeTiCaZrO6,Ge,Ti,Ca,Zr,3.893225008
GeTiCsNbO6,Ge,Ti,Cs,Nb,3.02429532
GeTiCsVO6,Ge,Ti,Cs,V,1.834517323
GeTiGaNbO6,Ge,Ti,Ga,Nb,1.797455269
GeTiGaTaO6,Ge,Ti,Ga,Ta,2.269047123
GeTiInNbO6,Ge,Ti,In,Nb,0.9890265890000001
GeTiInTaO6,Ge,Ti,In,Ta,1.143574754
GeTiKNbO6,Ge,Ti,K,Nb,2.948122057
GeTiKSbO6,Ge,Ti,K,Sb,3.049450929
GeTiKTaO6,Ge,Ti,K,Ta,3.408221117
GeTiLaGaO6,Ge,Ti,La,Ga,3.822508306
GeTiLaInO6,Ge,Ti,La,In,3.725860364
GeTiLaScO6,Ge,Ti,La,Sc,4.188933802
GeTiLiNbO6,Ge,Ti,Li,Nb,2.90126163
GeTiLiTaO6,Ge,Ti,Li,Ta,3.43696678
GeTiLiVO6,Ge,Ti,Li,V,1.4303277209999998
GeTiNaNbO6,Ge,Ti,Na,Nb,2.7679009189999997
GeTiNaSbO6,Ge,Ti,Na,Sb,3.04215647
GeTiNaTaO6,Ge,Ti,Na,Ta,3.398923557
GeTiNaVO6,Ge,Ti,Na,V,1.463812125
GeTiPbHfO6,Ge,Ti,Pb,Hf,4.156892394
GeTiPbTiO6,Ge,Ti,Pb,Ti,3.584303518
GeTiPbZrO6,Ge,Ti,Pb,Zr,4.235235964
GeTiRbNbO6,Ge,Ti,Rb,Nb,2.910860625
GeTiRbTaO6,Ge,Ti,Rb,Ta,3.33362419
GeTiSnHfO6,Ge,Ti,Sn,Hf,3.8611687110000004
GeTiSnTiO6,Ge,Ti,Sn,Ti,2.7419818639999995
GeTiSnZrO6,Ge,Ti,Sn,Zr,3.5763586010000004
GeTiSrGeO6,Ge,Ti,Sr,Ge,3.3395687080000003
GeTiSrHfO6,Ge,Ti,Sr,Hf,4.184483885
GeTiSrSiO6,Ge,Ti,Sr,Si,3.520429543
GeTiSrSnO6,Ge,Ti,Sr,Sn,3.597625931
GeTiSrTiO6,Ge,Ti,Sr,Ti,3.093917255
GeTiSrZrO6,Ge,Ti,Sr,Zr,4.1256366810000005
GeTiTlNbO6,Ge,Ti,Tl,Nb,2.289670031
GeTiTlTaO6,Ge,Ti,Tl,Ta,2.508634061
GeTiYAlO6,Ge,Ti,Y,Al,3.7010891960000003
InNbBaSnO6,In,Nb,Ba,Sn,1.66922478
InNbCaGeO6,In,Nb,Ca,Ge,0.796683747
InNbCaSnO6,In,Nb,Ca,Sn,1.90683703
InNbGaNbO6,In,Nb,Ga,Nb,0.128888784
InNbLaAlO6,In,Nb,La,Al,0.82273265
InNbLaGaO6,In,Nb,La,Ga,1.15967416
InNbLaInO6,In,Nb,La,In,1.7453502490000001
InNbLiNbO6,In,Nb,Li,Nb,0.292528091
InNbMgTiO6,In,Nb,Mg,Ti,1.1519895470000001
InNbMgZrO6,In,Nb,Mg,Zr,1.268264192
InNbSrGeO6,In,Nb,Sr,Ge,0.7814104820000001
InNbYAlO6,In,Nb,Y,Al,0.63471935
InTaBaSnO6,In,Ta,Ba,Sn,1.9097820680000002
InTaCaGeO6,In,Ta,Ca,Ge,1.1276207329999999
InTaCaSnO6,In,Ta,Ca,Sn,1.237723535
InTaLaAlO6,In,Ta,La,Al,1.498605746
InTaLaInO6,In,Ta,La,In,2.261798705
