"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c11 (GPa)
AlP-GaP-GaP-GaP-GaP-GaP,151.02
AlP-ZnSe-ZnSe-GaP-GaP-GaP,105.33
AlP-ZnSe-ZnSe-ZnSe-GaP-GaP,94.69
AlP-ZnSe-ZnSe-ZnSe-ZnSe-GaP,94.68
AlP-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,97.9
AlP-ZnS-GaP-GaP-GaP-GaP,120.94
AlP-ZnS-ZnS-GaP-GaP-GaP,103.43
AlP-ZnS-ZnS-ZnS-GaP-GaP,101.85
AlP-ZnS-ZnS-ZnS-ZnS-GaP,98.41
AlP-ZnS-ZnS-ZnS-ZnS-ZnS,110.49
AlSb-AlSb-AlSb-AlSb-AlSb-AlSb,92.11
AlSb-AlSb-AlSb-AlSb-AlSb-CdSe,66.8
AlSb-AlSb-AlSb-AlSb-AlSb-GaSb,91.31
AlSb-AlSb-AlSb-AlSb-AlSb-InAs,86.62
AlSb-AlSb-AlSb-AlSb-AlSb-ZnTe,73.51
AlSb-AlSb-AlSb-AlSb-CdSe-CdSe,64.84
AlSb-AlSb-AlSb-AlSb-CdSe-InAs,64.41
AlSb-AlSb-AlSb-AlSb-GaSb-CdSe,67.76
AlSb-AlSb-AlSb-AlSb-GaSb-GaSb,91.18
AlSb-AlSb-AlSb-AlSb-GaSb-InAs,86.55
AlSb-AlSb-AlSb-AlSb-InAs-InAs,84.6
AlSb-AlSb-AlSb-AlSb-ZnTe-CdSe,66.43
AlSb-AlSb-AlSb-AlSb-ZnTe-GaSb,69.35
AlSb-AlSb-AlSb-AlSb-ZnTe-InAs,75.56
AlSb-AlSb-AlSb-AlSb-ZnTe-ZnTe,70.48
AlSb-AlSb-AlSb-CdSe-CdSe-CdSe,61.89
AlSb-AlSb-AlSb-CdSe-CdSe-InAs,48.76
AlSb-AlSb-AlSb-CdSe-InAs-InAs,63.33
AlSb-AlSb-AlSb-GaSb-CdSe-CdSe,64.08
AlSb-AlSb-AlSb-GaSb-CdSe-InAs,63.21
AlSb-AlSb-AlSb-GaSb-GaSb-CdSe,66.91
AlSb-AlSb-AlSb-GaSb-GaSb-GaSb,90.78
AlSb-AlSb-AlSb-GaSb-GaSb-InAs,86.8
AlSb-AlSb-AlSb-GaSb-InAs-InAs,84.95
AlSb-AlSb-AlSb-InAs-InAs-InAs,83.18
AlSb-AlSb-AlSb-ZnTe-CdSe-CdSe,61.96
AlSb-AlSb-AlSb-ZnTe-CdSe-InAs,62.28
AlSb-AlSb-AlSb-ZnTe-GaSb-CdSe,59.11
AlSb-AlSb-AlSb-ZnTe-GaSb-GaSb,70.45
AlSb-AlSb-AlSb-ZnTe-GaSb-InAs,70.15
AlSb-AlSb-AlSb-ZnTe-InAs-InAs,49.14
AlSb-AlSb-AlSb-ZnTe-ZnTe-CdSe,65.27
AlSb-AlSb-AlSb-ZnTe-ZnTe-GaSb,70.24
AlSb-AlSb-AlSb-ZnTe-ZnTe-InAs,67.48
AlSb-AlSb-AlSb-ZnTe-ZnTe-ZnTe,68.55
AlSb-AlSb-CdSe-CdSe-CdSe-CdSe,57.79
AlSb-AlSb-CdSe-CdSe-CdSe-InAs,47.54
AlSb-AlSb-CdSe-CdSe-InAs-InAs,59.63
AlSb-AlSb-CdSe-InAs-InAs-InAs,62.3
AlSb-AlSb-GaSb-CdSe-CdSe-CdSe,61.7
AlSb-AlSb-GaSb-CdSe-CdSe-InAs,58.88
AlSb-AlSb-GaSb-GaSb-CdSe-CdSe,62.82
AlSb-AlSb-GaSb-GaSb-CdSe-InAs,56.9
AlSb-AlSb-GaSb-GaSb-GaSb-CdSe,66.74
AlSb-AlSb-GaSb-GaSb-GaSb-GaSb,87.5
AlSb-AlSb-GaSb-GaSb-GaSb-InAs,84.21
AlSb-AlSb-GaSb-GaSb-InAs-InAs,83.12
AlSb-AlSb-GaSb-InAs-InAs-InAs,82.12
AlSb-AlSb-InAs-InAs-InAs-InAs,80.98
AlSb-AlSb-ZnTe-CdSe-CdSe-CdSe,56.74
AlSb-AlSb-ZnTe-CdSe-CdSe-InAs,50.2
AlSb-AlSb-ZnTe-CdSe-InAs-InAs,49.23
AlSb-AlSb-ZnTe-GaSb-CdSe-CdSe,54.25
AlSb-AlSb-ZnTe-GaSb-CdSe-InAs,58.82
AlSb-AlSb-ZnTe-GaSb-GaSb-GaSb,69.82
AlSb-AlSb-ZnTe-GaSb-GaSb-InAs,70.12
AlSb-AlSb-ZnTe-GaSb-InAs-InAs,65.34
AlSb-AlSb-ZnTe-InAs-InAs-InAs,74.54
AlSb-AlSb-ZnTe-ZnTe-CdSe-CdSe,59.54
AlSb-AlSb-ZnTe-ZnTe-CdSe-InAs,59.0
AlSb-AlSb-ZnTe-ZnTe-GaSb-CdSe,56.75
AlSb-AlSb-ZnTe-ZnTe-GaSb-GaSb,70.32
AlSb-AlSb-ZnTe-ZnTe-GaSb-InAs,68.06
AlSb-AlSb-ZnTe-ZnTe-InAs-InAs,67.32
AlSb-AlSb-ZnTe-ZnTe-ZnTe-CdSe,61.48
AlSb-AlSb-ZnTe-ZnTe-ZnTe-GaSb,69.41
AlSb-AlSb-ZnTe-ZnTe-ZnTe-ZnTe,65.38
AlSb-CdSe-CdSe-CdSe-CdSe-CdSe,53.95
AlSb-CdSe-CdSe-CdSe-CdSe-InAs,49.39
AlSb-CdSe-CdSe-CdSe-InAs-InAs,55.64
AlSb-CdSe-InAs-InAs-InAs-InAs,58.97
AlSb-GaSb-CdSe-CdSe-CdSe-CdSe,57.53
AlSb-GaSb-CdSe-CdSe-CdSe-InAs,56.0
AlSb-GaSb-CdSe-CdSe-InAs-InAs,57.81
AlSb-GaSb-CdSe-InAs-InAs-InAs,59.4
AlSb-GaSb-GaSb-CdSe-CdSe-CdSe,60.44
AlSb-GaSb-GaSb-CdSe-CdSe-InAs,60.28
AlSb-GaSb-GaSb-GaSb-CdSe-CdSe,64.24
AlSb-GaSb-GaSb-GaSb-CdSe-InAs,63.45
AlSb-GaSb-GaSb-GaSb-GaSb-CdSe,66.82
AlSb-GaSb-GaSb-GaSb-GaSb-GaSb,87.75
AlSb-GaSb-GaSb-GaSb-GaSb-InAs,83.6
AlSb-GaSb-GaSb-GaSb-InAs-InAs,83.06
AlSb-GaSb-GaSb-InAs-InAs-InAs,74.98
AlSb-GaSb-InAs-InAs-InAs-InAs,80.99
AlSb-InAs-InAs-InAs-InAs-InAs,79.71
AlSb-ZnTe-CdSe-CdSe-CdSe-CdSe,63.94
AlSb-ZnTe-CdSe-CdSe-CdSe-InAs,54.74
AlSb-ZnTe-CdSe-CdSe-InAs-InAs,56.33
AlSb-ZnTe-CdSe-InAs-InAs-InAs,57.7
AlSb-ZnTe-GaSb-CdSe-CdSe-CdSe,53.47
AlSb-ZnTe-GaSb-CdSe-CdSe-InAs,52.92
AlSb-ZnTe-GaSb-CdSe-InAs-InAs,39.59
AlSb-ZnTe-GaSb-GaSb-CdSe-CdSe,53.34
AlSb-ZnTe-GaSb-GaSb-CdSe-InAs,54.08
AlSb-ZnTe-GaSb-GaSb-GaSb-CdSe,57.66
AlSb-ZnTe-GaSb-GaSb-GaSb-GaSb,76.14
AlSb-ZnTe-GaSb-GaSb-GaSb-InAs,69.61
AlSb-ZnTe-GaSb-GaSb-InAs-InAs,69.9
AlSb-ZnTe-GaSb-InAs-InAs-InAs,52.98
AlSb-ZnTe-ZnTe-CdSe-CdSe-CdSe,64.9
AlSb-ZnTe-ZnTe-CdSe-CdSe-InAs,48.64
AlSb-ZnTe-ZnTe-CdSe-InAs-InAs,56.6
AlSb-ZnTe-ZnTe-GaSb-CdSe-CdSe,54.57
AlSb-ZnTe-ZnTe-GaSb-CdSe-InAs,54.04
AlSb-ZnTe-ZnTe-GaSb-GaSb-CdSe,52.03
AlSb-ZnTe-ZnTe-GaSb-GaSb-GaSb,67.63
AlSb-ZnTe-ZnTe-GaSb-GaSb-InAs,63.8
AlSb-ZnTe-ZnTe-GaSb-InAs-InAs,64.87
AlSb-ZnTe-ZnTe-InAs-InAs-InAs,62.54
AlSb-ZnTe-ZnTe-ZnTe-CdSe-CdSe,65.98
AlSb-ZnTe-ZnTe-ZnTe-CdSe-InAs,57.29
AlSb-ZnTe-ZnTe-ZnTe-GaSb-CdSe,56.23
AlSb-ZnTe-ZnTe-ZnTe-GaSb-GaSb,67.31
AlSb-ZnTe-ZnTe-ZnTe-GaSb-InAs,65.44
AlSb-ZnTe-ZnTe-ZnTe-InAs-InAs,61.15
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,66.99
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-GaSb,65.04
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-InAs,66.8
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,67.67
BAs-BAs-BAs-BAs-BAs-BAs,317.07
BeO-BeO-BeO-BeO-BeO-BeO,444.67
BeS-BAs-BAs-BAs-BAs-BAs,218.46
BeS-BeS-BAs-BAs-BAs-BAs,201.22
BeS-BeS-BeS-BAs-BAs-BAs,182.19
BeS-BeS-BeS-BeS-BAs-BAs,148.59
BeS-BeS-BeS-BeS-BeS-BAs,138.1
BeS-BeS-BeS-BeS-BeS-BeS,187.61
BeSe-BeSe-BeSe-BeSe-BeSe-BeSe,153.36
BeSe-BeSe-BeSe-BeSe-BeSe-InN,122.41
BeSe-BeSe-BeSe-BeSe-CuCl-CuCl,91.52
BeSe-BeSe-BeSe-BeSe-InN-InN,137.18
BeSe-BeSe-BeSe-InN-InN-InN,140.09
BeSe-BeSe-InN-InN-InN-InN,124.28
BeSe-CuCl-CuCl-CuCl-CuCl-CuCl,37.15
BeSe-InN-InN-InN-InN-InN,157.91
BeTe-AlAs-AlAs-AlAs-AlAs-AlAs,111.76
BeTe-AlAs-AlAs-AlAs-AlAs-GaAs,108.86
BeTe-AlAs-AlAs-AlAs-CuBr-ZnSe,60.22
BeTe-AlAs-AlAs-AlAs-GaAs-GaAs,107.55
BeTe-AlAs-AlAs-AlAs-ZnSe-GaAs,87.32
BeTe-AlAs-AlAs-AlAs-ZnSe-ZnSe,89.63
BeTe-AlAs-AlAs-CuBr-CuBr-CuBr,56.38
BeTe-AlAs-AlAs-CuBr-CuBr-GaAs,58.3
BeTe-AlAs-AlAs-CuBr-CuBr-ZnSe,45.94
BeTe-AlAs-AlAs-GaAs-GaAs-GaAs,107.31
BeTe-AlAs-AlAs-ZnSe-GaAs-GaAs,96.15
BeTe-AlAs-AlAs-ZnSe-ZnSe-GaAs,93.79
BeTe-AlAs-AlAs-ZnSe-ZnSe-ZnSe,91.26
BeTe-AlAs-CuBr-CuBr-GaAs-GaAs,53.94
BeTe-AlAs-CuBr-CuBr-ZnSe-ZnSe,60.51
BeTe-AlAs-CuBr-GaAs-GaAs-GaAs,79.37
BeTe-AlAs-GaAs-GaAs-GaAs-GaAs,103.16
BeTe-AlAs-ZnSe-GaAs-GaAs-GaAs,93.56
BeTe-AlAs-ZnSe-ZnSe-GaAs-GaAs,88.76
BeTe-AlAs-ZnSe-ZnSe-ZnSe-GaAs,90.06
BeTe-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,89.64
BeTe-AlP-AlP-AlP-AlP-AlP,130.88
BeTe-AlP-AlP-AlP-AlP-GaP,129.86
BeTe-AlP-AlP-AlP-CuBr-ZnSe,73.96
BeTe-AlP-AlP-AlP-GaP-GaP,130.83
BeTe-AlP-AlP-AlP-ZnSe-ZnSe,106.13
BeTe-AlP-AlP-CuBr-CuBr-ZnSe,64.43
BeTe-AlP-AlP-GaP-GaP-GaP,130.73
BeTe-AlP-AlP-ZnSe-GaP-GaP,121.38
BeTe-AlP-AlP-ZnSe-ZnSe-GaP,98.9
BeTe-AlP-AlP-ZnSe-ZnSe-ZnSe,99.06
BeTe-AlP-CuBr-CuBr-CuBr-GaP,59.19
BeTe-AlP-CuBr-CuBr-CuBr-ZnSe,51.33
BeTe-AlP-CuBr-CuBr-ZnSe-GaP,50.27
BeTe-AlP-CuBr-ZnSe-ZnSe-ZnSe,65.03
BeTe-AlP-GaP-GaP-GaP-GaP,130.54
BeTe-AlP-ZnSe-GaP-GaP-GaP,119.48
BeTe-AlP-ZnSe-ZnSe-GaP-GaP,101.23
BeTe-AlP-ZnSe-ZnSe-ZnSe-GaP,99.13
BeTe-AlP-ZnSe-ZnSe-ZnSe-ZnSe,101.8
BeTe-BeTe-AlAs-AlAs-AlAs-AlAs,101.74
BeTe-BeTe-AlAs-AlAs-AlAs-CuBr,51.34
BeTe-BeTe-AlAs-AlAs-AlAs-GaAs,103.04
BeTe-BeTe-AlAs-AlAs-AlAs-ZnSe,92.61
BeTe-BeTe-AlAs-AlAs-CuBr-CuBr,59.65
BeTe-BeTe-AlAs-AlAs-GaAs-GaAs,103.28
BeTe-BeTe-AlAs-AlAs-ZnSe-GaAs,95.65
BeTe-BeTe-AlAs-AlAs-ZnSe-ZnSe,95.27
BeTe-BeTe-AlAs-CuBr-CuBr-CuBr,46.62
BeTe-BeTe-AlAs-CuBr-ZnSe-ZnSe,58.02
BeTe-BeTe-AlAs-GaAs-GaAs-GaAs,98.84
BeTe-BeTe-AlAs-ZnSe-GaAs-GaAs,98.34
BeTe-BeTe-AlAs-ZnSe-ZnSe-GaAs,97.35
BeTe-BeTe-AlAs-ZnSe-ZnSe-ZnSe,93.6
BeTe-BeTe-AlP-AlP-AlP-GaP,111.41
BeTe-BeTe-AlP-AlP-AlP-ZnSe,110.82
BeTe-BeTe-AlP-AlP-GaP-GaP,112.64
BeTe-BeTe-AlP-AlP-ZnSe-GaP,106.88
BeTe-BeTe-AlP-AlP-ZnSe-ZnSe,100.35
BeTe-BeTe-AlP-CuBr-ZnSe-GaP,78.31
BeTe-BeTe-AlP-GaP-GaP-GaP,112.47
BeTe-BeTe-AlP-ZnSe-GaP-GaP,115.75
BeTe-BeTe-AlP-ZnSe-ZnSe-GaP,108.62
BeTe-BeTe-AlP-ZnSe-ZnSe-ZnSe,103.55
BeTe-BeTe-BeTe-AlAs-AlAs-AlAs,99.39
BeTe-BeTe-BeTe-AlAs-AlAs-GaAs,100.02
BeTe-BeTe-BeTe-AlAs-AlAs-ZnSe,96.62
BeTe-BeTe-BeTe-AlAs-CuBr-CuBr,69.04
BeTe-BeTe-BeTe-AlAs-GaAs-GaAs,99.53
BeTe-BeTe-BeTe-AlAs-ZnSe-GaAs,101.68
BeTe-BeTe-BeTe-AlAs-ZnSe-ZnSe,94.51
BeTe-BeTe-BeTe-AlP-AlP-AlP,111.99
BeTe-BeTe-BeTe-AlP-AlP-CuBr,74.89
BeTe-BeTe-BeTe-AlP-AlP-GaP,111.87
BeTe-BeTe-BeTe-AlP-AlP-ZnSe,101.99
BeTe-BeTe-BeTe-AlP-CuBr-CuBr,65.98
BeTe-BeTe-BeTe-AlP-CuBr-GaP,77.21
BeTe-BeTe-BeTe-AlP-GaP-GaP,109.47
BeTe-BeTe-BeTe-AlP-ZnSe-GaP,113.71
BeTe-BeTe-BeTe-AlP-ZnSe-ZnSe,106.03
BeTe-BeTe-BeTe-BeTe-AlAs-AlAs,99.41
BeTe-BeTe-BeTe-BeTe-AlAs-CuBr,78.25
BeTe-BeTe-BeTe-BeTe-AlAs-GaAs,97.98
BeTe-BeTe-BeTe-BeTe-AlAs-ZnSe,98.07
BeTe-BeTe-BeTe-BeTe-AlP-AlP,106.76
BeTe-BeTe-BeTe-BeTe-AlP-CuBr,81.99
BeTe-BeTe-BeTe-BeTe-AlP-GaP,106.07
BeTe-BeTe-BeTe-BeTe-AlP-ZnSe,110.67
BeTe-BeTe-BeTe-BeTe-BeTe-AlAs,112.3
BeTe-BeTe-BeTe-BeTe-BeTe-AlP,113.75
BeTe-BeTe-BeTe-BeTe-BeTe-BeTe,113.84
BeTe-BeTe-BeTe-BeTe-BeTe-CuBr,74.98
BeTe-BeTe-BeTe-BeTe-BeTe-GaAs,111.41
BeTe-BeTe-BeTe-BeTe-BeTe-GaP,112.51
BeTe-BeTe-BeTe-BeTe-BeTe-ZnSe,108.39
BeTe-BeTe-BeTe-BeTe-CuBr-GaAs,76.78
BeTe-BeTe-BeTe-BeTe-CuBr-GaP,64.47
BeTe-BeTe-BeTe-BeTe-CuBr-ZnSe,63.83
BeTe-BeTe-BeTe-BeTe-GaAs-GaAs,102.64
BeTe-BeTe-BeTe-BeTe-GaP-GaP,107.62
BeTe-BeTe-BeTe-BeTe-ZnSe-GaAs,102.54
BeTe-BeTe-BeTe-BeTe-ZnSe-GaP,104.3
BeTe-BeTe-BeTe-BeTe-ZnSe-ZnSe,102.5
BeTe-BeTe-BeTe-CuBr-CuBr-CuBr,34.72
BeTe-BeTe-BeTe-CuBr-CuBr-GaAs,66.64
BeTe-BeTe-BeTe-CuBr-CuBr-ZnSe,59.5
BeTe-BeTe-BeTe-CuBr-GaAs-GaAs,77.47
BeTe-BeTe-BeTe-CuBr-GaP-GaP,82.09
BeTe-BeTe-BeTe-CuBr-ZnSe-GaAs,65.25
BeTe-BeTe-BeTe-CuBr-ZnSe-GaP,72.71
BeTe-BeTe-BeTe-CuBr-ZnSe-ZnSe,63.79
BeTe-BeTe-BeTe-GaAs-GaAs-GaAs,101.35
BeTe-BeTe-BeTe-GaP-GaP-GaP,114.44
BeTe-BeTe-BeTe-ZnSe-GaAs-GaAs,89.32
BeTe-BeTe-BeTe-ZnSe-GaP-GaP,97.22
BeTe-BeTe-BeTe-ZnSe-ZnSe-GaAs,97.15
BeTe-BeTe-BeTe-ZnSe-ZnSe-GaP,101.83
BeTe-BeTe-BeTe-ZnSe-ZnSe-ZnSe,97.69
BeTe-BeTe-CuBr-CuBr-CuBr-CuBr,25.65
BeTe-BeTe-CuBr-CuBr-CuBr-GaAs,59.82
BeTe-BeTe-CuBr-CuBr-CuBr-ZnSe,55.29
BeTe-BeTe-CuBr-CuBr-GaAs-GaAs,67.93
BeTe-BeTe-CuBr-CuBr-GaP-GaP,75.26
BeTe-BeTe-CuBr-CuBr-ZnSe-GaP,56.61
BeTe-BeTe-CuBr-CuBr-ZnSe-ZnSe,44.87
BeTe-BeTe-CuBr-GaAs-GaAs-GaAs,66.66
BeTe-BeTe-CuBr-GaP-GaP-GaP,65.44
BeTe-BeTe-CuBr-ZnSe-GaAs-GaAs,39.17
BeTe-BeTe-CuBr-ZnSe-ZnSe-GaAs,57.5
BeTe-BeTe-CuBr-ZnSe-ZnSe-GaP,64.65
BeTe-BeTe-CuBr-ZnSe-ZnSe-ZnSe,54.87
BeTe-BeTe-GaAs-GaAs-GaAs-GaAs,101.6
BeTe-BeTe-GaP-GaP-GaP-GaP,118.95
BeTe-BeTe-ZnSe-GaAs-GaAs-GaAs,86.85
BeTe-BeTe-ZnSe-GaP-GaP-GaP,101.71
BeTe-BeTe-ZnSe-ZnSe-GaAs-GaAs,85.4
BeTe-BeTe-ZnSe-ZnSe-GaP-GaP,89.56
BeTe-BeTe-ZnSe-ZnSe-ZnSe-GaAs,93.34
BeTe-BeTe-ZnSe-ZnSe-ZnSe-GaP,95.75
BeTe-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,94.66
BeTe-CuBr-CuBr-CuBr-CuBr-CuBr,32.94
BeTe-CuBr-CuBr-CuBr-CuBr-GaAs,53.11
BeTe-CuBr-CuBr-CuBr-CuBr-GaP,48.98
BeTe-CuBr-CuBr-CuBr-CuBr-ZnSe,38.94
BeTe-CuBr-CuBr-CuBr-GaAs-GaAs,52.49
BeTe-CuBr-CuBr-CuBr-GaP-GaP,50.47
BeTe-CuBr-CuBr-CuBr-ZnSe-GaAs,51.68
BeTe-CuBr-CuBr-CuBr-ZnSe-GaP,49.0
BeTe-CuBr-CuBr-CuBr-ZnSe-ZnSe,58.58
BeTe-CuBr-CuBr-GaAs-GaAs-GaAs,45.04
BeTe-CuBr-CuBr-GaP-GaP-GaP,61.6
BeTe-CuBr-CuBr-ZnSe-GaAs-GaAs,37.83
BeTe-CuBr-CuBr-ZnSe-GaP-GaP,55.2
BeTe-CuBr-CuBr-ZnSe-ZnSe-GaP,35.04
BeTe-CuBr-CuBr-ZnSe-ZnSe-ZnSe,47.25
BeTe-CuBr-GaAs-GaAs-GaAs-GaAs,72.33
BeTe-CuBr-GaP-GaP-GaP-GaP,89.19
BeTe-CuBr-ZnSe-GaP-GaP-GaP,76.79
BeTe-CuBr-ZnSe-ZnSe-GaAs-GaAs,58.7
BeTe-CuBr-ZnSe-ZnSe-GaP-GaP,56.46
BeTe-CuBr-ZnSe-ZnSe-ZnSe-GaAs,49.06
BeTe-CuBr-ZnSe-ZnSe-ZnSe-GaP,53.41
BeTe-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,61.92
BeTe-GaAs-GaAs-GaAs-GaAs-GaAs,105.95
