System_Name,A1_atom,B1_atom,A2_atom,B2_atom,gllbsc_ind_gap
BaHfCaSnO6,Ba,Hf,Ca,Sn,6.149864419
BaHfCaTiO6,Ba,Hf,Ca,Ti,4.881718641
BaHfCaZrO6,Ba,Hf,Ca,Zr,6.793831407000001
BaHfCsNbO6,Ba,Hf,Cs,Nb,4.17192157
BaHfCsVO6,Ba,Hf,Cs,V,2.0240827759999998
BaHfGaNbO6,Ba,Hf,Ga,Nb,2.740038109
BaHfGaTaO6,Ba,Hf,Ga,Ta,3.468891843
BaHfInNbO6,Ba,Hf,In,Nb,1.490876326
BaHfInTaO6,Ba,Hf,In,Ta,2.148573734
BaHfKNbO6,Ba,Hf,K,Nb,4.237405143999999
BaHfKSbO6,Ba,Hf,K,Sb,5.319984256000001
BaHfKTaO6,Ba,Hf,K,Ta,5.043565766
BaHfLaAlO6,Ba,Hf,La,Al,6.842296397
BaHfLaGaO6,Ba,Hf,La,Ga,7.087096037999999
BaHfLaScO6,Ba,Hf,La,Sc,7.259237807000001
BaHfLiNbO6,Ba,Hf,Li,Nb,4.346862988
BaHfLiTaO6,Ba,Hf,Li,Ta,5.156989314
BaHfLiVO6,Ba,Hf,Li,V,1.950932284
BaHfMgTiO6,Ba,Hf,Mg,Ti,5.157325978
BaHfMgZrO6,Ba,Hf,Mg,Zr,7.180769915
BaHfNaNbO6,Ba,Hf,Na,Nb,4.323594526
BaHfNaSbO6,Ba,Hf,Na,Sb,5.605111851
BaHfNaTaO6,Ba,Hf,Na,Ta,5.133972612
BaHfNaVO6,Ba,Hf,Na,V,1.943310423
BaHfPbHfO6,Ba,Hf,Pb,Hf,5.861282859
BaHfPbTiO6,Ba,Hf,Pb,Ti,4.716210837
BaHfPbZrO6,Ba,Hf,Pb,Zr,5.798471802000001
BaHfRbNbO6,Ba,Hf,Rb,Nb,4.19891716
BaHfRbTaO6,Ba,Hf,Rb,Ta,4.999203073
BaHfSnHfO6,Ba,Hf,Sn,Hf,5.154654591
BaHfSnTiO6,Ba,Hf,Sn,Ti,4.117831884
BaHfSnZrO6,Ba,Hf,Sn,Zr,5.129260058
BaHfSrGeO6,Ba,Hf,Sr,Ge,6.108099686
BaHfSrHfO6,Ba,Hf,Sr,Hf,6.703417504
BaHfSrSiO6,Ba,Hf,Sr,Si,7.1006223870000005
BaHfSrSnO6,Ba,Hf,Sr,Sn,6.260326191
BaHfSrZrO6,Ba,Hf,Sr,Zr,6.459329422000001
BaHfTlNbO6,Ba,Hf,Tl,Nb,2.787349496
BaHfTlTaO6,Ba,Hf,Tl,Ta,3.519530094
BaSnAgNbO6,Ba,Sn,Ag,Nb,4.196255316
BaSnBaTiO6,Ba,Sn,Ba,Ti,4.610173391
BaSnCaGeO6,Ba,Sn,Ca,Ge,2.613094084
BaSnCaSnO6,Ba,Sn,Ca,Sn,3.237558695
BaSnCaTiO6,Ba,Sn,Ca,Ti,4.634935362
BaSnLaGaO6,Ba,Sn,La,Ga,3.753770355
BaSnLaInO6,Ba,Sn,La,In,3.824912325
BaSnLiNbO6,Ba,Sn,Li,Nb,4.9853449119999995
BaSnLiVO6,Ba,Sn,Li,V,2.187158914
BaSnMgZrO6,Ba,Sn,Mg,Zr,5.534709007999999
BaSnNaNbO6,Ba,Sn,Na,Nb,4.950429901000001
BaSnNaSbO6,Ba,Sn,Na,Sb,1.584677745
BaSnNaVO6,Ba,Sn,Na,V,2.182041303
BaSnSnTiO6,Ba,Sn,Sn,Ti,4.156500556
BaSnSrGeO6,Ba,Sn,Sr,Ge,1.902720005
BaSnSrSiO6,Ba,Sn,Sr,Si,3.060194418
BaSnSrSnO6,Ba,Sn,Sr,Sn,2.664761815
BaTiAgNbO6,Ba,Ti,Ag,Nb,3.238934908
BaTiCaGeO6,Ba,Ti,Ca,Ge,4.544465348999999
BaTiCaSiO6,Ba,Ti,Ca,Si,4.314413855
BaTiCaSnO6,Ba,Ti,Ca,Sn,4.63511974
BaTiCaTiO6,Ba,Ti,Ca,Ti,3.834829908
BaTiCsNbO6,Ba,Ti,Cs,Nb,3.933396345
BaTiCsVO6,Ba,Ti,Cs,V,2.387688728
BaTiLaAlO6,Ba,Ti,La,Al,4.924750863
BaTiLiNbO6,Ba,Ti,Li,Nb,3.463015828
BaTiLiVO6,Ba,Ti,Li,V,2.517040515
BaTiMgTiO6,Ba,Ti,Mg,Ti,4.287310033
BaTiMgZrO6,Ba,Ti,Mg,Zr,5.285884852
BaTiNaNbO6,Ba,Ti,Na,Nb,3.438581234
BaTiNaSbO6,Ba,Ti,Na,Sb,3.997105561
BaTiNaVO6,Ba,Ti,Na,V,2.180167758
BaTiSrGeO6,Ba,Ti,Sr,Ge,4.35844875
BaTiSrSiO6,Ba,Ti,Sr,Si,4.207262042
BaTiSrSnO6,Ba,Ti,Sr,Sn,4.859086368
BaTiTlTaO6,Ba,Ti,Tl,Ta,2.184473305
BaTiYAlO6,Ba,Ti,Y,Al,4.942037308
BaZrAgNbO6,Ba,Zr,Ag,Nb,4.048794437
BaZrAgTaO6,Ba,Zr,Ag,Ta,4.1589860010000015
BaZrBaSnO6,Ba,Zr,Ba,Sn,6.142792824
BaZrBaTiO6,Ba,Zr,Ba,Ti,4.5863499160000005
BaZrCaGeO6,Ba,Zr,Ca,Ge,5.912270768
BaZrCaSiO6,Ba,Zr,Ca,Si,6.6405902370000005
BaZrCaTiO6,Ba,Zr,Ca,Ti,4.883903763
BaZrCaZrO6,Ba,Zr,Ca,Zr,6.311282226
BaZrCsTaO6,Ba,Zr,Cs,Ta,4.861702868
BaZrCsVO6,Ba,Zr,Cs,V,2.395969852
BaZrGaNbO6,Ba,Zr,Ga,Nb,2.741399812
BaZrKNbO6,Ba,Zr,K,Nb,4.192233183
BaZrKSbO6,Ba,Zr,K,Sb,5.244987496
BaZrKTaO6,Ba,Zr,K,Ta,4.946851271
BaZrLaAlO6,Ba,Zr,La,Al,6.675560233
BaZrLaInO6,Ba,Zr,La,In,6.468202647999999
BaZrLaScO6,Ba,Zr,La,Sc,6.949118842000001
BaZrLiVO6,Ba,Zr,Li,V,1.9711694869999998
BaZrMgTiO6,Ba,Zr,Mg,Ti,5.3890812210000005
BaZrMgZrO6,Ba,Zr,Mg,Zr,6.96083831
BaZrNaNbO6,Ba,Zr,Na,Nb,4.270644268
BaZrNaTaO6,Ba,Zr,Na,Ta,5.030675991
BaZrNaVO6,Ba,Zr,Na,V,1.958775816
BaZrPbHfO6,Ba,Zr,Pb,Hf,5.798203095
BaZrPbTiO6,Ba,Zr,Pb,Ti,4.688503642
BaZrPbZrO6,Ba,Zr,Pb,Zr,5.739209581
BaZrRbNbO6,Ba,Zr,Rb,Nb,4.158490708
BaZrRbTaO6,Ba,Zr,Rb,Ta,4.904996208
BaZrSnHfO6,Ba,Zr,Sn,Hf,5.129425153
BaZrSnTiO6,Ba,Zr,Sn,Ti,4.11156648
BaZrSnZrO6,Ba,Zr,Sn,Zr,5.112918696
BaZrSrGeO6,Ba,Zr,Sr,Ge,6.035786095
BaZrSrHfO6,Ba,Zr,Sr,Hf,6.459207069
BaZrSrSiO6,Ba,Zr,Sr,Si,6.576553007999999
BaZrSrSnO6,Ba,Zr,Sr,Sn,6.428286699
BaZrSrTiO6,Ba,Zr,Sr,Ti,4.67649105
BaZrSrZrO6,Ba,Zr,Sr,Zr,6.259867326
BaZrTlNbO6,Ba,Zr,Tl,Nb,2.79832233
BaZrTlTaO6,Ba,Zr,Tl,Ta,3.4804674280000003
BaZrYAlO6,Ba,Zr,Y,Al,7.104402829
CaGeCaSnO6,Ca,Ge,Ca,Sn,3.5038532210000004
CaGeLaAlO6,Ca,Ge,La,Al,5.708900913
CaGeLaGaO6,Ca,Ge,La,Ga,4.068071283
CaGeLaInO6,Ca,Ge,La,In,4.288775178
CaGeMgTiO6,Ca,Ge,Mg,Ti,5.224069822
CaGeSnTiO6,Ca,Ge,Sn,Ti,3.350439602
CaGeYAlO6,Ca,Ge,Y,Al,6.231533057
CaHfAgNbO6,Ca,Hf,Ag,Nb,4.219675653
CaHfBaSnO6,Ca,Hf,Ba,Sn,6.318267248
CaHfBaTiO6,Ca,Hf,Ba,Ti,4.891229032
CaHfCaSnO6,Ca,Hf,Ca,Sn,6.545899417
CaHfCaTiO6,Ca,Hf,Ca,Ti,5.2391328
CaHfGaNbO6,Ca,Hf,Ga,Nb,2.259002479
CaHfGaTaO6,Ca,Hf,Ga,Ta,3.12564489
CaHfInNbO6,Ca,Hf,In,Nb,1.4548589369999998
CaHfInTaO6,Ca,Hf,In,Ta,2.03089957
CaHfKNbO6,Ca,Hf,K,Nb,4.596569242
CaHfKSbO6,Ca,Hf,K,Sb,5.501346172000001
CaHfLaAlO6,Ca,Hf,La,Al,7.680848563
CaHfLaGaO6,Ca,Hf,La,Ga,7.195321372
CaHfLaScO6,Ca,Hf,La,Sc,7.2861318110000015
CaHfLiNbO6,Ca,Hf,Li,Nb,4.85855487
CaHfMgTiO6,Ca,Hf,Mg,Ti,5.7570747010000005
CaHfMgZrO6,Ca,Hf,Mg,Zr,7.657304806
CaHfNaNbO6,Ca,Hf,Na,Nb,5.09102671
CaHfNaSbO6,Ca,Hf,Na,Sb,5.696946037999999
CaHfNaTaO6,Ca,Hf,Na,Ta,5.899206132000001
CaHfPbHfO6,Ca,Hf,Pb,Hf,5.946077772000001
CaHfPbTiO6,Ca,Hf,Pb,Ti,4.343194061
CaHfPbZrO6,Ca,Hf,Pb,Zr,5.663239448
CaHfSnTiO6,Ca,Hf,Sn,Ti,3.395877585
CaHfSnZrO6,Ca,Hf,Sn,Zr,4.960405248
CaHfSrGeO6,Ca,Hf,Sr,Ge,6.296526494
CaHfSrHfO6,Ca,Hf,Sr,Hf,7.245106988
CaHfSrSiO6,Ca,Hf,Sr,Si,7.311458271
CaHfSrSnO6,Ca,Hf,Sr,Sn,6.441396629
CaHfSrTiO6,Ca,Hf,Sr,Ti,5.063213848
CaHfSrZrO6,Ca,Hf,Sr,Zr,7.258641193
CaHfTlNbO6,Ca,Hf,Tl,Nb,2.785946526
CaHfTlTaO6,Ca,Hf,Tl,Ta,3.488495574
CaSiAgNbO6,Ca,Si,Ag,Nb,3.8353089469999997
CaSiCaSnO6,Ca,Si,Ca,Sn,4.523794734
CaSiCaTiO6,Ca,Si,Ca,Ti,4.563855278999999
CaSiLaAlO6,Ca,Si,La,Al,7.763296446
CaSiLaInO6,Ca,Si,La,In,5.447420817999999
CaSiMgTiO6,Ca,Si,Mg,Ti,4.905223459
CaSiSnTiO6,Ca,Si,Sn,Ti,2.549360828
CaSiYAlO6,Ca,Si,Y,Al,8.343255111
CaSnAgNbO6,Ca,Sn,Ag,Nb,3.845223245
CaSnLaGaO6,Ca,Sn,La,Ga,4.421397112
CaSnLaInO6,Ca,Sn,La,In,4.332199336
CaSnMgTiO6,Ca,Sn,Mg,Ti,5.246768531
CaSnSnTiO6,Ca,Sn,Sn,Ti,2.72801287
CaSnYAlO6,Ca,Sn,Y,Al,5.902973047000001
CaTiAgNbO6,Ca,Ti,Ag,Nb,3.399832758
CaTiLaAlO6,Ca,Ti,La,Al,5.239331703
CaTiLaGaO6,Ca,Ti,La,Ga,5.340395495
CaTiMgTiO6,Ca,Ti,Mg,Ti,4.786930752
CaTiSnTiO6,Ca,Ti,Sn,Ti,2.795444748
CaTiYAlO6,Ca,Ti,Y,Al,5.421790832
CaZrAgNbO6,Ca,Zr,Ag,Nb,4.352637765
CaZrAgTaO6,Ca,Zr,Ag,Ta,5.00355801
CaZrBaSnO6,Ca,Zr,Ba,Sn,6.571947432999999
CaZrCaGeO6,Ca,Zr,Ca,Ge,6.336280867
CaZrCaSiO6,Ca,Zr,Ca,Si,6.8915647610000015
CaZrCaSnO6,Ca,Zr,Ca,Sn,6.6880831610000016
CaZrCaTiO6,Ca,Zr,Ca,Ti,5.26054136
CaZrCsNbO6,Ca,Zr,Cs,Nb,4.287619027
CaZrCsVO6,Ca,Zr,Cs,V,2.604377392
CaZrGaTaO6,Ca,Zr,Ga,Ta,3.014914456
CaZrInNbO6,Ca,Zr,In,Nb,1.4569442380000002
CaZrKNbO6,Ca,Zr,K,Nb,4.630967138
CaZrKSbO6,Ca,Zr,K,Sb,5.399489278
CaZrLaAlO6,Ca,Zr,La,Al,6.792712674
CaZrLaInO6,Ca,Zr,La,In,6.732697601
CaZrLaScO6,Ca,Zr,La,Sc,7.1067118639999975
CaZrLiNbO6,Ca,Zr,Li,Nb,5.120245746
CaZrLiTaO6,Ca,Zr,Li,Ta,5.605585615
CaZrMgTiO6,Ca,Zr,Mg,Ti,5.924793527
CaZrMgZrO6,Ca,Zr,Mg,Zr,7.080509925
CaZrNaNbO6,Ca,Zr,Na,Nb,5.162790192
CaZrNaSbO6,Ca,Zr,Na,Sb,5.537664127
CaZrNaVO6,Ca,Zr,Na,V,2.457278723
CaZrPbTiO6,Ca,Zr,Pb,Ti,4.496582603999999
CaZrPbZrO6,Ca,Zr,Pb,Zr,5.9217313129999996
CaZrRbNbO6,Ca,Zr,Rb,Nb,4.296312174
CaZrSnHfO6,Ca,Zr,Sn,Hf,4.966758775
CaZrSnTiO6,Ca,Zr,Sn,Ti,3.5004286139999996
CaZrSrGeO6,Ca,Zr,Sr,Ge,6.114467667
CaZrSrHfO6,Ca,Zr,Sr,Hf,7.245451656
CaZrSrSiO6,Ca,Zr,Sr,Si,6.832765222999999
CaZrSrSnO6,Ca,Zr,Sr,Sn,6.724869435
CaZrSrTiO6,Ca,Zr,Sr,Ti,5.078140778
CaZrSrZrO6,Ca,Zr,Sr,Zr,6.802271822000001
CaZrTlNbO6,Ca,Zr,Tl,Nb,2.7110790639999998
CaZrTlTaO6,Ca,Zr,Tl,Ta,3.399255554
CaZrYAlO6,Ca,Zr,Y,Al,7.690766218999999
CsNbAgNbO6,Cs,Nb,Ag,Nb,3.33017012
CsNbBaSnO6,Cs,Nb,Ba,Sn,4.2225063469999995
CsNbCaGeO6,Cs,Nb,Ca,Ge,3.77620684
CsNbCaSiO6,Cs,Nb,Ca,Si,3.2449872460000004
CsNbCaSnO6,Cs,Nb,Ca,Sn,4.0016578
CsNbCsTaO6,Cs,Nb,Cs,Ta,3.431655002
CsNbGaTaO6,Cs,Nb,Ga,Ta,1.689092986
CsNbInNbO6,Cs,Nb,In,Nb,0.772474049
CsNbKNbO6,Cs,Nb,K,Nb,3.3713819989999996
CsNbKSbO6,Cs,Nb,K,Sb,3.2529532660000005
CsNbLaAlO6,Cs,Nb,La,Al,3.9705509130000003
CsNbLaGaO6,Cs,Nb,La,Ga,4.445701186
CsNbLaInO6,Cs,Nb,La,In,4.659075089
CsNbLiNbO6,Cs,Nb,Li,Nb,3.358618162
CsNbMgTiO6,Cs,Nb,Mg,Ti,3.70530303
CsNbMgZrO6,Cs,Nb,Mg,Zr,5.068744498
CsNbNaNbO6,Cs,Nb,Na,Nb,3.456134098
CsNbNaSbO6,Cs,Nb,Na,Sb,3.475302498
CsNbPbTiO6,Cs,Nb,Pb,Ti,3.806622078
CsNbPbZrO6,Cs,Nb,Pb,Zr,4.100090389
CsNbRbNbO6,Cs,Nb,Rb,Nb,3.3896819239999996
CsNbSnHfO6,Cs,Nb,Sn,Hf,3.837245653
CsNbSnTiO6,Cs,Nb,Sn,Ti,2.9058316389999996
CsNbSnZrO6,Cs,Nb,Sn,Zr,3.396033234
CsNbSrSiO6,Cs,Nb,Sr,Si,3.264936787
CsNbSrSnO6,Cs,Nb,Sr,Sn,4.520872076
CsNbSrTiO6,Cs,Nb,Sr,Ti,3.8729046310000004
CsNbTlNbO6,Cs,Nb,Tl,Nb,2.10377581
CsNbYAlO6,Cs,Nb,Y,Al,3.7243498219999998
CsTaAgTaO6,Cs,Ta,Ag,Ta,3.808143901
CsTaBaTiO6,Cs,Ta,Ba,Ti,3.902959037
CsTaCaGeO6,Cs,Ta,Ca,Ge,4.184887473
CsTaCaHfO6,Cs,Ta,Ca,Hf,4.97375148
CsTaCaSiO6,Cs,Ta,Ca,Si,4.136175518
CsTaCaSnO6,Cs,Ta,Ca,Sn,4.5236954780000005
CsTaCaTiO6,Cs,Ta,Ca,Ti,3.849509114
CsTaCaZrO6,Cs,Ta,Ca,Zr,4.972347834
CsTaCsVO6,Cs,Ta,Cs,V,2.139696775
CsTaGaNbO6,Cs,Ta,Ga,Nb,1.689655245
CsTaGaTaO6,Cs,Ta,Ga,Ta,2.1622892190000003
CsTaKNbO6,Cs,Ta,K,Nb,3.29564536
CsTaKSbO6,Cs,Ta,K,Sb,3.598247689
CsTaKTaO6,Cs,Ta,K,Ta,3.829263824
CsTaLaAlO6,Cs,Ta,La,Al,4.790851813
CsTaLaGaO6,Cs,Ta,La,Ga,5.274671803
CsTaLaInO6,Cs,Ta,La,In,5.0390088010000005
CsTaLaScO6,Cs,Ta,La,Sc,5.224512176
CsTaLiNbO6,Cs,Ta,Li,Nb,3.3951785000000005
CsTaLiTaO6,Cs,Ta,Li,Ta,3.91261728
CsTaLiVO6,Cs,Ta,Li,V,2.351802857
CsTaMgTiO6,Cs,Ta,Mg,Ti,3.791325966
CsTaMgZrO6,Cs,Ta,Mg,Zr,5.85854129
CsTaNaNbO6,Cs,Ta,Na,Nb,3.3753151760000004
CsTaNaSbO6,Cs,Ta,Na,Sb,3.85601142
CsTaNaTaO6,Cs,Ta,Na,Ta,3.8933474230000003
CsTaNaVO6,Cs,Ta,Na,V,2.0949465
CsTaPbHfO6,Cs,Ta,Pb,Hf,4.840162189
CsTaPbTiO6,Cs,Ta,Pb,Ti,3.4414016419999998
CsTaPbZrO6,Cs,Ta,Pb,Zr,4.867170086000001
CsTaRbNbO6,Cs,Ta,Rb,Nb,3.239810056
CsTaRbTaO6,Cs,Ta,Rb,Ta,3.759439299
CsTaSnHfO6,Cs,Ta,Sn,Hf,3.975569031
CsTaSrGeO6,Cs,Ta,Sr,Ge,3.981506845
CsTaSrHfO6,Cs,Ta,Sr,Hf,5.048941056
CsTaSrSiO6,Cs,Ta,Sr,Si,4.170938456
CsTaSrSnO6,Cs,Ta,Sr,Sn,4.909403889
CsTaTlNbO6,Cs,Ta,Tl,Nb,2.2777219090000003
CsTaYAlO6,Cs,Ta,Y,Al,4.67918643
CsVBaSnO6,Cs,V,Ba,Sn,2.072447249
CsVCaGeO6,Cs,V,Ca,Ge,1.5405812159999999
CsVCaTiO6,Cs,V,Ca,Ti,2.424146688
CsVGaNbO6,Cs,V,Ga,Nb,0.725860475
CsVGaTaO6,Cs,V,Ga,Ta,0.42741720899999996
CsVKSbO6,Cs,V,K,Sb,1.53383603
CsVLaGaO6,Cs,V,La,Ga,1.9296529669999998
CsVLaInO6,Cs,V,La,In,2.385279742
CsVPbTiO6,Cs,V,Pb,Ti,2.173707247
CsVSnTiO6,Cs,V,Sn,Ti,1.5316494090000001
CsVSrSiO6,Cs,V,Sr,Si,1.081372328
CsVSrSnO6,Cs,V,Sr,Sn,2.126154005
CsVSrTiO6,Cs,V,Sr,Ti,2.4028262209999998
CsVTlTaO6,Cs,V,Tl,Ta,1.04242215
CsVYAlO6,Cs,V,Y,Al,1.373149472
GaNbAgNbO6,Ga,Nb,Ag,Nb,1.455146082
GaNbBaSnO6,Ga,Nb,Ba,Sn,3.13985473
GaNbBaTiO6,Ga,Nb,Ba,Ti,1.8449057519999998
GaNbCaGeO6,Ga,Nb,Ca,Ge,2.128865476
GaNbCaSiO6,Ga,Nb,Ca,Si,1.379197283
GaNbCaSnO6,Ga,Nb,Ca,Sn,1.843996924
GaNbLaAlO6,Ga,Nb,La,Al,2.126529305
GaNbLaGaO6,Ga,Nb,La,Ga,2.674483127
GaNbLaInO6,Ga,Nb,La,In,2.493512245
GaNbLiNbO6,Ga,Nb,Li,Nb,1.4012368119999998
GaNbMgTiO6,Ga,Nb,Mg,Ti,1.202758352
GaNbMgZrO6,Ga,Nb,Mg,Zr,2.970601472
GaNbNaNbO6,Ga,Nb,Na,Nb,1.403098217
GaNbNaSbO6,Ga,Nb,Na,Sb,2.154979683
GaNbPbTiO6,Ga,Nb,Pb,Ti,1.5117214959999998
GaNbSnTiO6,Ga,Nb,Sn,Ti,1.460795557
GaNbSrGeO6,Ga,Nb,Sr,Ge,2.167031343
GaNbSrSiO6,Ga,Nb,Sr,Si,1.440511905
GaNbSrSnO6,Ga,Nb,Sr,Sn,3.271136372
GaNbSrTiO6,Ga,Nb,Sr,Ti,1.487434643
GaNbYAlO6,Ga,Nb,Y,Al,1.671893478
GaTaAgNbO6,Ga,Ta,Ag,Nb,1.784907466
GaTaBaSnO6,Ga,Ta,Ba,Sn,3.486954934
GaTaBaTiO6,Ga,Ta,Ba,Ti,1.8512143890000001
GaTaCaSiO6,Ga,Ta,Ca,Si,2.2578824109999998
GaTaCaSnO6,Ga,Ta,Ca,Sn,2.563279251
GaTaCaTiO6,Ga,Ta,Ca,Ti,1.842666325
GaTaKNbO6,Ga,Ta,K,Nb,1.723389689
GaTaKSbO6,Ga,Ta,K,Sb,2.3250159669999997
GaTaLaAlO6,Ga,Ta,La,Al,2.910652372
GaTaLaGaO6,Ga,Ta,La,Ga,3.453258672
GaTaLaInO6,Ga,Ta,La,In,3.4252659989999996
GaTaLaScO6,Ga,Ta,La,Sc,3.262926712
GaTaLiNbO6,Ga,Ta,Li,Nb,1.730675149
GaTaMgTiO6,Ga,Ta,Mg,Ti,2.1771204319999997
GaTaMgZrO6,Ga,Ta,Mg,Zr,3.255670251
GaTaNaNbO6,Ga,Ta,Na,Nb,1.73072672
GaTaPbTiO6,Ga,Ta,Pb,Ti,1.883185973
GaTaPbZrO6,Ga,Ta,Pb,Zr,3.467447345
GaTaSnTiO6,Ga,Ta,Sn,Ti,1.835986128
GaTaSrGeO6,Ga,Ta,Sr,Ge,2.7335598589999996
GaTaSrSiO6,Ga,Ta,Sr,Si,2.327024022
GaTaSrTiO6,Ga,Ta,Sr,Ti,1.855608911
GaTaTlNbO6,Ga,Ta,Tl,Nb,1.474651584
GaTaTlTaO6,Ga,Ta,Tl,Ta,1.9669144790000002
GeTiAgNbO6,Ge,Ti,Ag,Nb,2.840460427
GeTiAgTaO6,Ge,Ti,Ag,Ta,3.419571663
GeTiBaSnO6,Ge,Ti,Ba,Sn,3.5525759519999998
GeTiBaTiO6,Ge,Ti,Ba,Ti,3.190106777
GeTiCaGeO6,Ge,Ti,Ca,Ge,3.248836082
GeTiCaHfO6,Ge,Ti,Ca,Hf,3.8852938530000003
GeTiCaSnO6,Ge,Ti,Ca,Sn,3.331224808
GeTiCaZrO6,Ge,Ti,Ca,Zr,3.893225008
GeTiCsTaO6,Ge,Ti,Cs,Ta,3.2540194689999997
GeTiCsVO6,Ge,Ti,Cs,V,1.834517323
GeTiGaNbO6,Ge,Ti,Ga,Nb,1.797455269
GeTiGaTaO6,Ge,Ti,Ga,Ta,2.269047123
GeTiInNbO6,Ge,Ti,In,Nb,0.9890265890000001
GeTiInTaO6,Ge,Ti,In,Ta,1.143574754
GeTiKNbO6,Ge,Ti,K,Nb,2.948122057
GeTiKTaO6,Ge,Ti,K,Ta,3.408221117
GeTiLaAlO6,Ge,Ti,La,Al,4.01895421
GeTiLaGaO6,Ge,Ti,La,Ga,3.822508306
GeTiLaScO6,Ge,Ti,La,Sc,4.188933802
GeTiLiNbO6,Ge,Ti,Li,Nb,2.90126163
GeTiLiTaO6,Ge,Ti,Li,Ta,3.43696678
GeTiMgTiO6,Ge,Ti,Mg,Ti,3.1883251219999997
GeTiMgZrO6,Ge,Ti,Mg,Zr,3.893705018
GeTiNaNbO6,Ge,Ti,Na,Nb,2.7679009189999997
GeTiNaSbO6,Ge,Ti,Na,Sb,3.04215647
GeTiNaTaO6,Ge,Ti,Na,Ta,3.398923557
GeTiNaVO6,Ge,Ti,Na,V,1.463812125
GeTiPbHfO6,Ge,Ti,Pb,Hf,4.156892394
GeTiPbTiO6,Ge,Ti,Pb,Ti,3.584303518
GeTiPbZrO6,Ge,Ti,Pb,Zr,4.235235964
GeTiRbTaO6,Ge,Ti,Rb,Ta,3.33362419
GeTiSnHfO6,Ge,Ti,Sn,Hf,3.8611687110000004
GeTiSnTiO6,Ge,Ti,Sn,Ti,2.7419818639999995
GeTiSnZrO6,Ge,Ti,Sn,Zr,3.5763586010000004
GeTiSrGeO6,Ge,Ti,Sr,Ge,3.3395687080000003
GeTiSrTiO6,Ge,Ti,Sr,Ti,3.093917255
GeTiSrZrO6,Ge,Ti,Sr,Zr,4.1256366810000005
GeTiTlNbO6,Ge,Ti,Tl,Nb,2.289670031
GeTiTlTaO6,Ge,Ti,Tl,Ta,2.508634061
GeTiYAlO6,Ge,Ti,Y,Al,3.7010891960000003
InNbBaSnO6,In,Nb,Ba,Sn,1.66922478
InNbCaGeO6,In,Nb,Ca,Ge,0.796683747
InNbCaSnO6,In,Nb,Ca,Sn,1.90683703
InNbGaNbO6,In,Nb,Ga,Nb,0.128888784
InNbLaGaO6,In,Nb,La,Ga,1.15967416
InNbLaInO6,In,Nb,La,In,1.7453502490000001
InNbLiNbO6,In,Nb,Li,Nb,0.292528091
InNbMgZrO6,In,Nb,Mg,Zr,1.268264192
InNbNaNbO6,In,Nb,Na,Nb,0.10662043
