"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c13 (GPa)
AlSb-AlSb-GaSb-GaSb-GaSb-GaSb,18.18
AlSb-AlSb-GaSb-GaSb-GaSb-InAs,19.66
AlSb-AlSb-GaSb-GaSb-InAs-InAs,21.25
AlSb-AlSb-InAs-InAs-InAs-InAs,24.76
AlSb-AlSb-ZnTe-CdSe-CdSe-CdSe,26.83
AlSb-AlSb-ZnTe-CdSe-CdSe-InAs,22.9
AlSb-AlSb-ZnTe-CdSe-InAs-InAs,26.12
AlSb-AlSb-ZnTe-GaSb-CdSe-InAs,22.85
AlSb-AlSb-ZnTe-GaSb-GaSb-GaSb,12.19
AlSb-AlSb-ZnTe-InAs-InAs-InAs,19.29
AlSb-AlSb-ZnTe-ZnTe-CdSe-CdSe,25.53
AlSb-AlSb-ZnTe-ZnTe-CdSe-InAs,26.69
AlSb-AlSb-ZnTe-ZnTe-GaSb-CdSe,22.22
AlSb-AlSb-ZnTe-ZnTe-GaSb-GaSb,21.14
AlSb-AlSb-ZnTe-ZnTe-GaSb-InAs,23.36
AlSb-AlSb-ZnTe-ZnTe-InAs-InAs,24.33
AlSb-AlSb-ZnTe-ZnTe-ZnTe-GaSb,22.28
AlSb-AlSb-ZnTe-ZnTe-ZnTe-ZnTe,20.76
AlSb-CdSe-CdSe-CdSe-CdSe-CdSe,30.29
AlSb-CdSe-CdSe-CdSe-InAs-InAs,31.68
AlSb-CdSe-InAs-InAs-InAs-InAs,28.39
AlSb-GaSb-CdSe-CdSe-CdSe-CdSe,27.14
AlSb-GaSb-CdSe-CdSe-CdSe-InAs,30.3
AlSb-GaSb-CdSe-CdSe-InAs-InAs,28.96
AlSb-GaSb-CdSe-InAs-InAs-InAs,28.44
AlSb-GaSb-GaSb-GaSb-CdSe-CdSe,22.51
AlSb-GaSb-GaSb-GaSb-CdSe-InAs,25.35
AlSb-GaSb-GaSb-GaSb-GaSb-GaSb,18.7
AlSb-GaSb-GaSb-GaSb-GaSb-InAs,20.31
AlSb-GaSb-GaSb-GaSb-InAs-InAs,21.2
AlSb-GaSb-GaSb-InAs-InAs-InAs,18.35
AlSb-GaSb-InAs-InAs-InAs-InAs,23.65
AlSb-InAs-InAs-InAs-InAs-InAs,24.92
AlSb-ZnTe-CdSe-CdSe-CdSe-CdSe,27.1
AlSb-ZnTe-CdSe-CdSe-InAs-InAs,27.92
AlSb-ZnTe-CdSe-InAs-InAs-InAs,26.65
AlSb-ZnTe-GaSb-CdSe-CdSe-CdSe,23.37
AlSb-ZnTe-GaSb-CdSe-InAs-InAs,15.37
AlSb-ZnTe-GaSb-GaSb-CdSe-CdSe,20.9
AlSb-ZnTe-GaSb-GaSb-GaSb-GaSb,19.94
AlSb-ZnTe-GaSb-GaSb-GaSb-InAs,20.78
AlSb-ZnTe-GaSb-GaSb-InAs-InAs,22.18
AlSb-ZnTe-GaSb-InAs-InAs-InAs,15.03
AlSb-ZnTe-ZnTe-CdSe-CdSe-CdSe,26.22
AlSb-ZnTe-ZnTe-CdSe-CdSe-InAs,22.94
AlSb-ZnTe-ZnTe-CdSe-InAs-InAs,27.27
AlSb-ZnTe-ZnTe-GaSb-CdSe-InAs,24.09
AlSb-ZnTe-ZnTe-GaSb-GaSb-CdSe,20.21
AlSb-ZnTe-ZnTe-GaSb-GaSb-GaSb,19.09
AlSb-ZnTe-ZnTe-GaSb-GaSb-InAs,19.5
AlSb-ZnTe-ZnTe-GaSb-InAs-InAs,22.88
AlSb-ZnTe-ZnTe-InAs-InAs-InAs,24.23
AlSb-ZnTe-ZnTe-ZnTe-GaSb-CdSe,23.15
AlSb-ZnTe-ZnTe-ZnTe-GaSb-GaSb,20.74
AlSb-ZnTe-ZnTe-ZnTe-InAs-InAs,24.89
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,22.86
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-InAs,23.17
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,20.27
BeS-BeS-BAs-BAs-BAs-BAs,32.27
BeS-BeS-BeS-BAs-BAs-BAs,33.57
BeS-BeS-BeS-BeS-BAs-BAs,35.12
BeS-BeS-BeS-BeS-BeS-BAs,34.1
BeS-BeS-BeS-BeS-BeS-BeS,35.68
BeSe-BeSe-BeSe-BeSe-BeSe-BeSe,29.04
BeSe-BeSe-BeSe-BeSe-BeSe-InN,29.7
BeSe-BeSe-BeSe-BeSe-CuCl-CuCl,27.11
BeSe-BeSe-BeSe-BeSe-InN-InN,35.03
BeSe-BeSe-BeSe-InN-InN-InN,33.88
BeSe-CuCl-CuCl-CuCl-CuCl-CuCl,30.44
BeSe-InN-InN-InN-InN-InN,36.46
BeTe-AlAs-AlAs-AlAs-AlAs-AlAs,11.99
BeTe-AlAs-AlAs-AlAs-AlAs-GaAs,12.05
BeTe-AlAs-AlAs-AlAs-CuBr-ZnSe,9.49
BeTe-AlAs-AlAs-AlAs-GaAs-GaAs,8.62
BeTe-AlAs-AlAs-AlAs-ZnSe-GaAs,7.67
BeTe-AlAs-AlAs-AlAs-ZnSe-ZnSe,29.26
BeTe-AlAs-AlAs-CuBr-CuBr-CuBr,12.93
BeTe-AlAs-AlAs-CuBr-CuBr-GaAs,6.37
BeTe-AlAs-AlAs-CuBr-CuBr-ZnSe,4.38
BeTe-AlAs-AlAs-GaAs-GaAs-GaAs,6.3
BeTe-AlAs-AlAs-ZnSe-GaAs-GaAs,13.07
BeTe-AlAs-AlAs-ZnSe-ZnSe-GaAs,19.27
BeTe-AlAs-AlAs-ZnSe-ZnSe-ZnSe,28.9
BeTe-AlAs-CuBr-CuBr-GaAs-GaAs,10.29
BeTe-AlAs-CuBr-CuBr-ZnSe-ZnSe,12.07
BeTe-AlAs-CuBr-GaAs-GaAs-GaAs,23.73
BeTe-AlAs-GaAs-GaAs-GaAs-GaAs,6.64
BeTe-AlAs-ZnSe-GaAs-GaAs-GaAs,13.87
BeTe-AlAs-ZnSe-ZnSe-GaAs-GaAs,23.88
BeTe-AlAs-ZnSe-ZnSe-ZnSe-GaAs,25.66
BeTe-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,28.69
BeTe-AlP-AlP-AlP-AlP-GaP,12.81
BeTe-AlP-AlP-AlP-CuBr-ZnSe,13.6
BeTe-AlP-AlP-AlP-ZnSe-ZnSe,27.81
BeTe-AlP-AlP-CuBr-CuBr-ZnSe,27.13
BeTe-AlP-AlP-GaP-GaP-GaP,9.45
BeTe-AlP-AlP-ZnSe-ZnSe-GaP,19.98
BeTe-AlP-AlP-ZnSe-ZnSe-ZnSe,28.36
BeTe-AlP-CuBr-CuBr-CuBr-GaP,14.91
BeTe-AlP-CuBr-CuBr-CuBr-ZnSe,14.45
BeTe-AlP-CuBr-CuBr-ZnSe-GaP,9.28
BeTe-AlP-CuBr-ZnSe-ZnSe-ZnSe,11.36
BeTe-AlP-GaP-GaP-GaP-GaP,7.61
BeTe-AlP-ZnSe-GaP-GaP-GaP,12.32
BeTe-AlP-ZnSe-ZnSe-GaP-GaP,21.39
BeTe-BeTe-AlAs-AlAs-AlAs-AlAs,15.8
BeTe-BeTe-AlAs-AlAs-AlAs-CuBr,1.4
BeTe-BeTe-AlAs-AlAs-AlAs-GaAs,19.51
BeTe-BeTe-AlAs-AlAs-AlAs-ZnSe,29.01
BeTe-BeTe-AlAs-AlAs-CuBr-CuBr,19.1
BeTe-BeTe-AlAs-AlAs-GaAs-GaAs,22.89
BeTe-BeTe-AlAs-AlAs-ZnSe-GaAs,22.28
BeTe-BeTe-AlAs-CuBr-CuBr-CuBr,20.68
BeTe-BeTe-AlAs-GaAs-GaAs-GaAs,21.39
BeTe-BeTe-AlAs-ZnSe-GaAs-GaAs,22.31
BeTe-BeTe-AlP-AlP-AlP-GaP,6.19
BeTe-BeTe-AlP-AlP-AlP-ZnSe,28.3
BeTe-BeTe-AlP-AlP-GaP-GaP,6.42
BeTe-BeTe-AlP-AlP-ZnSe-GaP,19.52
BeTe-BeTe-AlP-CuBr-ZnSe-GaP,8.68
BeTe-BeTe-AlP-GaP-GaP-GaP,8.19
BeTe-BeTe-AlP-ZnSe-GaP-GaP,19.84
BeTe-BeTe-AlP-ZnSe-ZnSe-GaP,23.97
BeTe-BeTe-BeTe-AlAs-AlAs-AlAs,22.6
BeTe-BeTe-BeTe-AlAs-AlAs-GaAs,23.4
BeTe-BeTe-BeTe-AlAs-AlAs-ZnSe,26.37
BeTe-BeTe-BeTe-AlAs-CuBr-CuBr,7.31
BeTe-BeTe-BeTe-AlAs-GaAs-GaAs,26.13
BeTe-BeTe-BeTe-AlAs-ZnSe-GaAs,22.67
BeTe-BeTe-BeTe-AlP-AlP-AlP,24.72
BeTe-BeTe-BeTe-AlP-AlP-CuBr,9.74
BeTe-BeTe-BeTe-AlP-AlP-ZnSe,21.53
BeTe-BeTe-BeTe-AlP-CuBr-GaP,3.35
BeTe-BeTe-BeTe-AlP-GaP-GaP,24.91
BeTe-BeTe-BeTe-BeTe-AlAs-CuBr,4.61
BeTe-BeTe-BeTe-BeTe-AlAs-GaAs,22.94
BeTe-BeTe-BeTe-BeTe-AlAs-ZnSe,24.16
BeTe-BeTe-BeTe-BeTe-AlP-AlP,23.79
BeTe-BeTe-BeTe-BeTe-AlP-GaP,22.63
BeTe-BeTe-BeTe-BeTe-AlP-ZnSe,23.65
BeTe-BeTe-BeTe-BeTe-BeTe-AlAs,21.74
BeTe-BeTe-BeTe-BeTe-BeTe-AlP,21.55
BeTe-BeTe-BeTe-BeTe-BeTe-BeTe,19.92
BeTe-BeTe-BeTe-BeTe-BeTe-CuBr,13.31
BeTe-BeTe-BeTe-BeTe-BeTe-GaAs,20.44
BeTe-BeTe-BeTe-BeTe-BeTe-ZnSe,24.14
BeTe-BeTe-BeTe-BeTe-CuBr-GaAs,26.29
BeTe-BeTe-BeTe-BeTe-CuBr-GaP,26.46
BeTe-BeTe-BeTe-BeTe-ZnSe-GaAs,24.31
BeTe-BeTe-BeTe-BeTe-ZnSe-GaP,24.85
BeTe-BeTe-BeTe-BeTe-ZnSe-ZnSe,24.06
BeTe-BeTe-BeTe-CuBr-CuBr-CuBr,12.55
BeTe-BeTe-BeTe-CuBr-CuBr-GaAs,18.01
BeTe-BeTe-BeTe-CuBr-CuBr-ZnSe,30.32
BeTe-BeTe-BeTe-CuBr-GaAs-GaAs,26.06
BeTe-BeTe-BeTe-CuBr-GaP-GaP,29.02
BeTe-BeTe-BeTe-CuBr-ZnSe-GaAs,25.12
BeTe-BeTe-BeTe-CuBr-ZnSe-GaP,33.3
BeTe-BeTe-BeTe-CuBr-ZnSe-ZnSe,22.55
BeTe-BeTe-BeTe-GaAs-GaAs-GaAs,23.83
BeTe-BeTe-BeTe-GaP-GaP-GaP,24.07
BeTe-BeTe-BeTe-ZnSe-GaAs-GaAs,25.94
BeTe-BeTe-BeTe-ZnSe-GaP-GaP,26.89
BeTe-BeTe-BeTe-ZnSe-ZnSe-GaAs,24.17
BeTe-BeTe-BeTe-ZnSe-ZnSe-GaP,26.29
BeTe-BeTe-BeTe-ZnSe-ZnSe-ZnSe,27.37
BeTe-BeTe-CuBr-CuBr-CuBr-GaAs,21.57
BeTe-BeTe-CuBr-CuBr-CuBr-ZnSe,30.84
BeTe-BeTe-CuBr-CuBr-GaAs-GaAs,20.2
BeTe-BeTe-CuBr-CuBr-GaP-GaP,24.14
BeTe-BeTe-CuBr-CuBr-ZnSe-GaP,29.36
BeTe-BeTe-CuBr-CuBr-ZnSe-ZnSe,20.19
BeTe-BeTe-CuBr-GaAs-GaAs-GaAs,23.29
BeTe-BeTe-CuBr-GaP-GaP-GaP,22.89
BeTe-BeTe-CuBr-ZnSe-ZnSe-GaAs,23.41
BeTe-BeTe-CuBr-ZnSe-ZnSe-ZnSe,18.61
BeTe-BeTe-GaAs-GaAs-GaAs-GaAs,23.14
BeTe-BeTe-GaP-GaP-GaP-GaP,18.69
BeTe-BeTe-ZnSe-GaAs-GaAs-GaAs,26.26
BeTe-BeTe-ZnSe-GaP-GaP-GaP,29.58
BeTe-BeTe-ZnSe-ZnSe-GaAs-GaAs,26.97
BeTe-BeTe-ZnSe-ZnSe-GaP-GaP,28.2
BeTe-BeTe-ZnSe-ZnSe-ZnSe-GaAs,26.99
BeTe-BeTe-ZnSe-ZnSe-ZnSe-GaP,28.5
BeTe-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,28.9
BeTe-CuBr-CuBr-CuBr-CuBr-CuBr,4.87
BeTe-CuBr-CuBr-CuBr-CuBr-GaP,27.95
BeTe-CuBr-CuBr-CuBr-CuBr-ZnSe,29.79
BeTe-CuBr-CuBr-CuBr-GaAs-GaAs,22.25
BeTe-CuBr-CuBr-CuBr-GaP-GaP,22.32
BeTe-CuBr-CuBr-CuBr-ZnSe-GaAs,24.21
BeTe-CuBr-CuBr-CuBr-ZnSe-GaP,32.89
BeTe-CuBr-CuBr-CuBr-ZnSe-ZnSe,32.89
BeTe-CuBr-CuBr-GaAs-GaAs-GaAs,27.23
BeTe-CuBr-CuBr-GaP-GaP-GaP,28.08
BeTe-CuBr-CuBr-ZnSe-GaAs-GaAs,31.45
BeTe-CuBr-CuBr-ZnSe-GaP-GaP,15.49
BeTe-CuBr-CuBr-ZnSe-ZnSe-GaP,19.32
BeTe-CuBr-CuBr-ZnSe-ZnSe-ZnSe,25.46
BeTe-CuBr-GaAs-GaAs-GaAs-GaAs,34.81
BeTe-CuBr-GaP-GaP-GaP-GaP,30.31
BeTe-CuBr-ZnSe-GaP-GaP-GaP,17.44
BeTe-CuBr-ZnSe-ZnSe-GaP-GaP,26.05
BeTe-CuBr-ZnSe-ZnSe-ZnSe-GaAs,4.34
BeTe-CuBr-ZnSe-ZnSe-ZnSe-GaP,19.45
BeTe-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,25.11
BeTe-GaAs-GaAs-GaAs-GaAs-GaAs,13.8
BeTe-GaP-GaP-GaP-GaP-GaP,13.06
BeTe-ZnSe-GaAs-GaAs-GaAs-GaAs,25.55
BeTe-ZnSe-GaP-GaP-GaP-GaP,28.42
BeTe-ZnSe-ZnSe-GaAs-GaAs-GaAs,26.45
BeTe-ZnSe-ZnSe-GaP-GaP-GaP,30.16
BeTe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,28.61
BeTe-ZnSe-ZnSe-ZnSe-GaP-GaP,29.92
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,30.01
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,32.59
BN-BN-BN-BN-BN-BN,62.41
BP-BP-BP-BP-ZnO-ZnO,71.82
BP-BP-BP-ZnO-ZnO-ZnO,83.54
BP-BP-ZnO-ZnO-ZnO-ZnO,89.52
CdS-CdS-CdS-CdS-CdS-CdS,38.44
CdS-CdS-CdS-CdS-CdS-InP,34.94
CdS-CdS-CdS-InP-InP-InP,33.24
CdS-CdS-InP-InP-InP-InP,30.46
CdSe-CdSe-CdSe-CdSe-CdSe-CdSe,31.01
CdSe-CdSe-CdSe-CdSe-CdSe-InP,28.61
CdSe-CdSe-CdSe-CdSe-InP-InP,28.64
CdSe-CdSe-CdSe-InAs-InAs-InAs,16.57
CdSe-CdSe-InAs-InAs-InAs-InAs,25.94
CdSe-CdSe-InP-InP-InP-InP,25.14
CdSe-InAs-InAs-InAs-InAs-InAs,20.69
CdS-InP-InP-InP-InP-InP,24.42
CdTe-CdTe-CdTe-CdTe-CdTe-CdTe,21.82
CdTe-CdTe-CdTe-CdTe-InSb-InSb,20.38
CdTe-CdTe-CdTe-InSb-InSb-InSb,20.15
CdTe-CdTe-InSb-InSb-InSb-InSb,9.99
CdTe-InSb-InSb-InSb-InSb-InSb,16.53
CuBr-CuBr-CuBr-CuBr-CuBr-CuBr,35.92
CuBr-CuBr-CuBr-CuBr-CuBr-ZnSe,6.54
CuBr-CuBr-CuBr-CuBr-ZnSe-GaP,20.78
CuBr-CuBr-CuBr-ZnSe-GaAs-GaAs,14.05
CuBr-CuBr-CuBr-ZnSe-GaP-GaP,24.49
CuBr-CuBr-CuBr-ZnSe-ZnSe-ZnSe,20.28
CuBr-CuBr-GaP-GaP-GaP-GaP,25.97
CuBr-GaAs-GaAs-GaAs-GaAs-GaAs,36.48
CuBr-GaP-GaP-GaP-GaP-GaP,26.11
CuBr-ZnSe-ZnSe-ZnSe-GaP-GaP,13.68
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,13.01
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaP,13.03
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,15.18
CuCl-CuCl-CuCl-CuCl-CuCl-CuCl,52.56
CuCl-CuCl-CuCl-CuCl-ZnS-ZnS,1.37
CuCl-CuCl-CuCl-ZnS-ZnS-ZnS,14.81
CuCl-CuCl-ZnS-ZnS-ZnS-ZnS,34.81
CuI-CdS-CdS-CdS-CdS-CdS,29.85
CuI-CdS-CdS-CdS-CdS-InP,15.65
CuI-CdS-CdS-CdS-InP-InP,28.82
CuI-CdSe-CdSe-CdSe-CdSe-CdSe,23.59
CuI-CdSe-CdSe-CdSe-InP-InP,30.71
CuI-CdSe-CdSe-InP-InP-InP,23.76
CuI-CdS-InP-InP-InP-InP,15.89
CuI-CuI-CdS-CdS-InP-InP,23.36
CuI-CuI-CdSe-CdSe-CdSe-CdSe,5.03
CuI-CuI-CdSe-CdSe-CdSe-InP,5.11
CuI-CuI-CdSe-InP-InP-InP,14.28
CuI-CuI-CdS-InP-InP-InP,24.38
CuI-CuI-CuI-CdSe-CdSe-InP,7.34
CuI-CuI-CuI-CuI-CdS-CdS,11.69
CuI-CuI-CuI-CuI-CdS-InP,12.35
CuI-CuI-CuI-CuI-CuI-InP,29.77
CuI-CuI-ZnTe-CdSe-CdSe-CdSe,9.99
CuI-CuI-ZnTe-ZnTe-CdSe-CdSe,5.44
CuI-CuI-ZnTe-ZnTe-InP-InP,13.74
CuI-CuI-ZnTe-ZnTe-ZnTe-CdSe,8.04
CuI-ZnTe-CdSe-CdSe-CdSe-CdSe,11.07
CuI-ZnTe-CdSe-CdSe-InP-InP,23.44
CuI-ZnTe-CdSe-InP-InP-InP,11.15
CuI-ZnTe-ZnTe-CdSe-CdSe-CdSe,13.39
CuI-ZnTe-ZnTe-CdSe-CdSe-InP,17.55
CuI-ZnTe-ZnTe-CdSe-InP-InP,30.08
CuI-ZnTe-ZnTe-InP-InP-InP,12.29
CuI-ZnTe-ZnTe-ZnTe-CdSe-InP,7.51
CuI-ZnTe-ZnTe-ZnTe-ZnTe-InP,14.38
CuI-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,3.88
GaAs-CdS-CdS-CdS-CdS-CdS,34.26
GaAs-GaAs-GaAs-GaAs-CdS-CdS,27.85
GaAs-GaAs-GaAs-GaAs-GaAs-GaAs,21.41
GaN-GaN-GaN-GaN-GaN-GaN,90.9
GaSb-CdSe-CdSe-CdSe-CdSe-CdSe,26.63
GaSb-CdSe-CdSe-CdSe-CdSe-InAs,29.25
GaSb-CdSe-InAs-InAs-InAs-InAs,27.12
GaSb-GaSb-CdSe-CdSe-CdSe-InAs,26.71
GaSb-GaSb-CdSe-InAs-InAs-InAs,25.8
GaSb-GaSb-GaSb-CdSe-CdSe-CdSe,23.43
GaSb-GaSb-GaSb-CdSe-CdSe-InAs,24.43
GaSb-GaSb-GaSb-CdSe-InAs-InAs,24.3
GaSb-GaSb-GaSb-GaSb-CdSe-InAs,23.5
GaSb-GaSb-GaSb-GaSb-GaSb-CdSe,20.46
GaSb-GaSb-GaSb-GaSb-GaSb-InAs,19.72
