"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c33 (GPa)
AlAs-AlAs-ZnSe-ZnSe-GaAs-GaAs,97.15
AlAs-AlAs-ZnSe-ZnSe-ZnSe-GaAs,100.95
AlAs-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,98.3
AlAs-CdS-CdS-CdS-CdS-CdS,84.14
AlAs-CuBr-CuBr-GaAs-GaAs-GaAs,53.61
AlAs-CuBr-ZnSe-GaAs-GaAs-GaAs,29.92
AlAs-CuBr-ZnSe-ZnSe-ZnSe-GaAs,31.9
AlAs-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,25.3
AlAs-GaAs-CdS-CdS-CdS-CdS,86.35
AlAs-GaAs-GaAs-GaAs-CdS-CdS,100.06
AlAs-GaAs-GaAs-GaAs-GaAs-CdS,105.21
AlAs-GaAs-GaAs-GaAs-GaAs-GaAs,141.03
AlAs-ZnSe-GaAs-GaAs-GaAs-GaAs,79.32
AlAs-ZnSe-ZnSe-GaAs-GaAs-GaAs,95.4
AlAs-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,101.54
AlAs-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,105.9
AlN-AlN-AlN-AlN-AlN-AlN,363.22
AlN-AlN-AlN-AlN-SiC-SiC,328.14
AlN-AlN-SiC-SiC-SiC-SiC,318.92
AlN-SiC-SiC-SiC-SiC-SiC,371.97
AlP-AlP-AlP-AlP-AlP-AlP,170.48
AlP-AlP-AlP-AlP-AlP-GaP,171.13
AlP-AlP-AlP-AlP-AlP-ZnS,48.76
AlP-AlP-AlP-AlP-AlP-ZnSe,72.13
AlP-AlP-AlP-AlP-CuBr-ZnSe,40.42
AlP-AlP-AlP-AlP-GaP-GaP,172.72
AlP-AlP-AlP-AlP-ZnSe-GaP,56.85
AlP-AlP-AlP-AlP-ZnSe-ZnSe,76.35
AlP-AlP-AlP-AlP-ZnS-GaP,73.57
AlP-AlP-AlP-AlP-ZnS-ZnS,70.25
AlP-AlP-AlP-CuBr-CuBr-ZnSe,63.55
AlP-AlP-AlP-CuBr-GaP-GaP,87.68
AlP-AlP-AlP-GaP-GaP-GaP,174.93
AlP-AlP-AlP-ZnSe-GaP-GaP,52.61
AlP-AlP-AlP-ZnSe-ZnSe-GaP,90.9
AlP-AlP-AlP-ZnSe-ZnSe-ZnSe,93.81
AlP-AlP-AlP-ZnS-ZnS-GaP,106.67
AlP-AlP-CuBr-CuBr-CuBr-ZnSe,38.01
AlP-AlP-CuBr-GaP-GaP-GaP,86.8
AlP-AlP-CuBr-ZnSe-ZnSe-GaP,38.14
AlP-AlP-GaP-GaP-GaP-GaP,176.12
AlP-AlP-ZnSe-GaP-GaP-GaP,56.21
AlP-AlP-ZnSe-ZnSe-GaP-GaP,92.36
AlP-AlP-ZnSe-ZnSe-ZnSe-ZnSe,103.84
AlP-AlP-ZnS-GaP-GaP-GaP,70.58
AlP-AlP-ZnS-ZnS-ZnS-ZnS,114.46
AlP-CuBr-CuBr-ZnSe-GaP-GaP,36.59
AlP-CuBr-GaP-GaP-GaP-GaP,77.9
AlP-CuBr-ZnSe-ZnSe-GaP-GaP,33.53
AlP-GaP-GaP-GaP-GaP-GaP,177.53
AlP-ZnSe-ZnSe-GaP-GaP-GaP,96.05
AlP-ZnSe-ZnSe-ZnSe-GaP-GaP,99.23
AlP-ZnSe-ZnSe-ZnSe-ZnSe-GaP,106.61
AlP-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,107.52
AlP-ZnS-GaP-GaP-GaP-GaP,88.85
AlP-ZnS-ZnS-GaP-GaP-GaP,109.24
AlP-ZnS-ZnS-ZnS-GaP-GaP,116.98
AlP-ZnS-ZnS-ZnS-ZnS-GaP,121.13
AlP-ZnS-ZnS-ZnS-ZnS-ZnS,123.52
AlSb-AlSb-AlSb-AlSb-AlSb-AlSb,104.81
AlSb-AlSb-AlSb-AlSb-AlSb-CdSe,86.71
AlSb-AlSb-AlSb-AlSb-AlSb-GaSb,105.01
AlSb-AlSb-AlSb-AlSb-AlSb-InAs,103.22
AlSb-AlSb-AlSb-AlSb-CdSe-CdSe,79.33
AlSb-AlSb-AlSb-AlSb-CdSe-InAs,80.96
AlSb-AlSb-AlSb-AlSb-GaSb-CdSe,84.47
AlSb-AlSb-AlSb-AlSb-GaSb-GaSb,104.51
AlSb-AlSb-AlSb-AlSb-GaSb-InAs,102.6
AlSb-AlSb-AlSb-AlSb-InAs-InAs,101.56
AlSb-AlSb-AlSb-AlSb-ZnTe-GaSb,75.67
AlSb-AlSb-AlSb-AlSb-ZnTe-ZnTe,76.47
AlSb-AlSb-AlSb-CdSe-CdSe-CdSe,74.47
AlSb-AlSb-AlSb-CdSe-CdSe-InAs,78.39
AlSb-AlSb-AlSb-GaSb-CdSe-CdSe,77.81
AlSb-AlSb-AlSb-GaSb-CdSe-InAs,81.48
AlSb-AlSb-AlSb-GaSb-GaSb-CdSe,84.46
AlSb-AlSb-AlSb-GaSb-GaSb-InAs,100.68
AlSb-AlSb-AlSb-GaSb-InAs-InAs,100.8
AlSb-AlSb-AlSb-InAs-InAs-InAs,100.47
AlSb-AlSb-AlSb-ZnTe-CdSe-CdSe,77.77
AlSb-AlSb-AlSb-ZnTe-CdSe-InAs,80.55
AlSb-AlSb-AlSb-ZnTe-GaSb-CdSe,72.08
AlSb-AlSb-AlSb-ZnTe-GaSb-GaSb,72.58
AlSb-AlSb-AlSb-ZnTe-GaSb-InAs,80.33
AlSb-AlSb-AlSb-ZnTe-InAs-InAs,53.92
AlSb-AlSb-AlSb-ZnTe-ZnTe-CdSe,83.7
AlSb-AlSb-AlSb-ZnTe-ZnTe-GaSb,82.46
AlSb-AlSb-AlSb-ZnTe-ZnTe-InAs,78.58
AlSb-AlSb-AlSb-ZnTe-ZnTe-ZnTe,77.78
AlSb-AlSb-CdSe-CdSe-CdSe-CdSe,72.08
AlSb-AlSb-CdSe-CdSe-CdSe-InAs,17.53
AlSb-AlSb-CdSe-CdSe-InAs-InAs,78.08
AlSb-AlSb-CdSe-InAs-InAs-InAs,80.86
AlSb-AlSb-GaSb-CdSe-CdSe-InAs,75.56
AlSb-AlSb-GaSb-GaSb-CdSe-CdSe,80.25
AlSb-AlSb-GaSb-GaSb-GaSb-InAs,99.39
AlSb-AlSb-GaSb-GaSb-InAs-InAs,97.84
AlSb-AlSb-GaSb-InAs-InAs-InAs,99.49
AlSb-AlSb-InAs-InAs-InAs-InAs,98.64
AlSb-AlSb-ZnTe-CdSe-CdSe-InAs,52.79
AlSb-AlSb-ZnTe-CdSe-InAs-InAs,63.53
AlSb-AlSb-ZnTe-GaSb-CdSe-CdSe,68.66
AlSb-AlSb-ZnTe-GaSb-GaSb-GaSb,69.5
AlSb-AlSb-ZnTe-GaSb-GaSb-InAs,78.28
AlSb-AlSb-ZnTe-GaSb-InAs-InAs,75.72
AlSb-AlSb-ZnTe-InAs-InAs-InAs,75.32
AlSb-AlSb-ZnTe-ZnTe-CdSe-CdSe,78.84
AlSb-AlSb-ZnTe-ZnTe-CdSe-InAs,79.84
AlSb-AlSb-ZnTe-ZnTe-GaSb-CdSe,72.81
AlSb-AlSb-ZnTe-ZnTe-GaSb-GaSb,77.51
AlSb-AlSb-ZnTe-ZnTe-GaSb-InAs,81.65
AlSb-AlSb-ZnTe-ZnTe-InAs-InAs,81.67
AlSb-AlSb-ZnTe-ZnTe-ZnTe-CdSe,84.35
AlSb-AlSb-ZnTe-ZnTe-ZnTe-GaSb,80.55
AlSb-AlSb-ZnTe-ZnTe-ZnTe-ZnTe,77.15
AlSb-CdSe-CdSe-CdSe-CdSe-CdSe,70.22
AlSb-CdSe-CdSe-CdSe-CdSe-InAs,70.8
AlSb-CdSe-CdSe-CdSe-InAs-InAs,75.81
AlSb-GaSb-CdSe-CdSe-CdSe-CdSe,70.85
AlSb-GaSb-CdSe-CdSe-InAs-InAs,76.35
AlSb-GaSb-GaSb-CdSe-CdSe-CdSe,73.78
AlSb-GaSb-GaSb-CdSe-CdSe-InAs,76.46
AlSb-GaSb-GaSb-GaSb-CdSe-CdSe,77.81
AlSb-GaSb-GaSb-GaSb-CdSe-InAs,81.59
AlSb-GaSb-GaSb-GaSb-GaSb-CdSe,83.02
AlSb-GaSb-GaSb-GaSb-GaSb-GaSb,104.3
AlSb-GaSb-GaSb-GaSb-GaSb-InAs,101.73
AlSb-GaSb-GaSb-GaSb-InAs-InAs,98.92
AlSb-InAs-InAs-InAs-InAs-InAs,98.46
AlSb-ZnTe-CdSe-CdSe-CdSe-CdSe,72.85
AlSb-ZnTe-CdSe-CdSe-CdSe-InAs,73.15
AlSb-ZnTe-GaSb-CdSe-CdSe-CdSe,67.26
AlSb-ZnTe-GaSb-CdSe-CdSe-InAs,69.44
AlSb-ZnTe-GaSb-CdSe-InAs-InAs,59.7
AlSb-ZnTe-GaSb-GaSb-CdSe-CdSe,68.31
AlSb-ZnTe-GaSb-GaSb-CdSe-InAs,70.62
AlSb-ZnTe-GaSb-GaSb-GaSb-CdSe,67.0
AlSb-ZnTe-GaSb-GaSb-GaSb-GaSb,80.29
AlSb-ZnTe-GaSb-GaSb-InAs-InAs,79.83
AlSb-ZnTe-ZnTe-CdSe-CdSe-InAs,63.88
AlSb-ZnTe-ZnTe-CdSe-InAs-InAs,79.6
AlSb-ZnTe-ZnTe-GaSb-CdSe-CdSe,72.32
AlSb-ZnTe-ZnTe-GaSb-CdSe-InAs,72.59
AlSb-ZnTe-ZnTe-GaSb-GaSb-CdSe,71.82
AlSb-ZnTe-ZnTe-GaSb-GaSb-GaSb,75.12
AlSb-ZnTe-ZnTe-GaSb-GaSb-InAs,74.01
AlSb-ZnTe-ZnTe-GaSb-InAs-InAs,80.43
AlSb-ZnTe-ZnTe-InAs-InAs-InAs,76.06
AlSb-ZnTe-ZnTe-ZnTe-CdSe-CdSe,79.38
AlSb-ZnTe-ZnTe-ZnTe-CdSe-InAs,80.91
AlSb-ZnTe-ZnTe-ZnTe-GaSb-CdSe,75.12
AlSb-ZnTe-ZnTe-ZnTe-GaSb-InAs,76.71
AlSb-ZnTe-ZnTe-ZnTe-InAs-InAs,77.22
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,84.65
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-GaSb,80.35
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-InAs,79.11
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,80.86
BAs-BAs-BAs-BAs-BAs-BAs,358.42
BeO-BeO-BeO-BeO-BeO-BeO,475.52
BeS-BAs-BAs-BAs-BAs-BAs,304.07
BeS-BeS-BeS-BeS-BeS-BeS,214.31
BeSe-BeSe-BeSe-BeSe-BeSe-BeSe,174.76
BeSe-BeSe-BeSe-BeSe-BeSe-InN,187.7
BeSe-BeSe-BeSe-BeSe-CuCl-CuCl,54.41
BeSe-BeSe-BeSe-BeSe-InN-InN,164.94
BeSe-BeSe-BeSe-InN-InN-InN,136.75
BeSe-BeSe-InN-InN-InN-InN,29.27
BeTe-AlAs-AlAs-AlAs-AlAs-AlAs,57.63
BeTe-AlAs-AlAs-AlAs-AlAs-GaAs,54.05
BeTe-AlAs-AlAs-AlAs-CuBr-ZnSe,33.2
BeTe-AlAs-AlAs-AlAs-GaAs-GaAs,51.06
BeTe-AlAs-AlAs-AlAs-ZnSe-GaAs,49.61
BeTe-AlAs-AlAs-AlAs-ZnSe-ZnSe,94.01
BeTe-AlAs-AlAs-CuBr-CuBr-CuBr,19.01
BeTe-AlAs-AlAs-CuBr-CuBr-GaAs,13.87
BeTe-AlAs-AlAs-CuBr-CuBr-ZnSe,21.25
BeTe-AlAs-AlAs-GaAs-GaAs-GaAs,47.53
BeTe-AlAs-AlAs-ZnSe-GaAs-GaAs,38.9
BeTe-AlAs-AlAs-ZnSe-ZnSe-GaAs,70.72
BeTe-AlAs-AlAs-ZnSe-ZnSe-ZnSe,100.97
BeTe-AlAs-CuBr-CuBr-GaAs-GaAs,36.35
BeTe-AlAs-CuBr-CuBr-ZnSe-ZnSe,22.37
BeTe-AlAs-CuBr-GaAs-GaAs-GaAs,56.12
BeTe-AlAs-ZnSe-ZnSe-GaAs-GaAs,80.69
BeTe-AlAs-ZnSe-ZnSe-ZnSe-GaAs,98.96
BeTe-AlP-AlP-AlP-AlP-AlP,73.25
BeTe-AlP-AlP-AlP-AlP-GaP,69.93
BeTe-AlP-AlP-AlP-GaP-GaP,70.47
BeTe-AlP-AlP-AlP-ZnSe-ZnSe,89.95
BeTe-AlP-AlP-CuBr-CuBr-ZnSe,56.94
BeTe-AlP-AlP-GaP-GaP-GaP,69.01
BeTe-AlP-AlP-ZnSe-GaP-GaP,34.46
BeTe-AlP-AlP-ZnSe-ZnSe-GaP,81.25
BeTe-AlP-AlP-ZnSe-ZnSe-ZnSe,105.02
BeTe-AlP-CuBr-CuBr-CuBr-GaP,46.22
BeTe-AlP-CuBr-CuBr-CuBr-ZnSe,37.21
BeTe-AlP-CuBr-CuBr-ZnSe-GaP,35.71
BeTe-AlP-CuBr-ZnSe-ZnSe-ZnSe,42.12
BeTe-AlP-ZnSe-GaP-GaP-GaP,47.51
BeTe-AlP-ZnSe-ZnSe-GaP-GaP,81.35
BeTe-AlP-ZnSe-ZnSe-ZnSe-GaP,102.98
BeTe-AlP-ZnSe-ZnSe-ZnSe-ZnSe,112.17
BeTe-BeTe-AlAs-AlAs-AlAs-AlAs,46.82
BeTe-BeTe-AlAs-AlAs-AlAs-CuBr,16.24
BeTe-BeTe-AlAs-AlAs-AlAs-ZnSe,104.34
BeTe-BeTe-AlAs-AlAs-CuBr-CuBr,35.54
BeTe-BeTe-AlAs-AlAs-GaAs-GaAs,85.08
BeTe-BeTe-AlAs-AlAs-ZnSe-GaAs,96.11
BeTe-BeTe-AlAs-AlAs-ZnSe-ZnSe,108.85
BeTe-BeTe-AlAs-CuBr-CuBr-CuBr,61.84
BeTe-BeTe-AlAs-CuBr-ZnSe-ZnSe,42.63
BeTe-BeTe-AlAs-GaAs-GaAs-GaAs,80.62
BeTe-BeTe-AlAs-ZnSe-GaAs-GaAs,93.83
BeTe-BeTe-AlAs-ZnSe-ZnSe-GaAs,108.86
BeTe-BeTe-AlAs-ZnSe-ZnSe-ZnSe,112.9
BeTe-BeTe-AlP-AlP-AlP-GaP,31.42
BeTe-BeTe-AlP-AlP-GaP-GaP,25.3
BeTe-BeTe-AlP-AlP-ZnSe-GaP,83.8
BeTe-BeTe-AlP-AlP-ZnSe-ZnSe,108.98
BeTe-BeTe-AlP-CuBr-ZnSe-GaP,38.88
BeTe-BeTe-AlP-ZnSe-GaP-GaP,85.87
BeTe-BeTe-AlP-ZnSe-ZnSe-ZnSe,115.45
BeTe-BeTe-BeTe-AlAs-AlAs-AlAs,108.11
BeTe-BeTe-BeTe-AlAs-AlAs-GaAs,109.96
BeTe-BeTe-BeTe-AlAs-AlAs-ZnSe,115.11
BeTe-BeTe-BeTe-AlAs-CuBr-CuBr,26.31
BeTe-BeTe-BeTe-AlAs-GaAs-GaAs,112.42
BeTe-BeTe-BeTe-AlAs-ZnSe-GaAs,112.6
BeTe-BeTe-BeTe-AlAs-ZnSe-ZnSe,115.5
BeTe-BeTe-BeTe-AlP-AlP-AlP,104.9
BeTe-BeTe-BeTe-AlP-AlP-CuBr,50.3
BeTe-BeTe-BeTe-AlP-AlP-GaP,110.32
BeTe-BeTe-BeTe-AlP-AlP-ZnSe,111.97
BeTe-BeTe-BeTe-AlP-CuBr-CuBr,47.66
BeTe-BeTe-BeTe-AlP-CuBr-GaP,34.17
BeTe-BeTe-BeTe-AlP-ZnSe-GaP,113.68
BeTe-BeTe-BeTe-AlP-ZnSe-ZnSe,118.74
BeTe-BeTe-BeTe-BeTe-AlAs-AlAs,118.83
BeTe-BeTe-BeTe-BeTe-AlAs-CuBr,38.87
BeTe-BeTe-BeTe-BeTe-AlAs-GaAs,121.22
BeTe-BeTe-BeTe-BeTe-AlAs-ZnSe,121.58
BeTe-BeTe-BeTe-BeTe-AlP-CuBr,51.23
BeTe-BeTe-BeTe-BeTe-AlP-ZnSe,126.13
BeTe-BeTe-BeTe-BeTe-BeTe-AlAs,128.54
BeTe-BeTe-BeTe-BeTe-BeTe-AlP,131.3
BeTe-BeTe-BeTe-BeTe-BeTe-CuBr,81.21
BeTe-BeTe-BeTe-BeTe-BeTe-GaP,131.01
BeTe-BeTe-BeTe-BeTe-BeTe-ZnSe,131.38
BeTe-BeTe-BeTe-BeTe-CuBr-GaAs,96.75
BeTe-BeTe-BeTe-BeTe-CuBr-GaP,105.67
BeTe-BeTe-BeTe-BeTe-CuBr-ZnSe,98.09
BeTe-BeTe-BeTe-BeTe-GaAs-GaAs,122.63
BeTe-BeTe-BeTe-BeTe-GaP-GaP,126.63
BeTe-BeTe-BeTe-BeTe-ZnSe-GaAs,127.74
BeTe-BeTe-BeTe-BeTe-ZnSe-GaP,129.98
BeTe-BeTe-BeTe-BeTe-ZnSe-ZnSe,127.46
BeTe-BeTe-BeTe-CuBr-CuBr-CuBr,79.02
BeTe-BeTe-BeTe-CuBr-CuBr-GaAs,84.07
BeTe-BeTe-BeTe-CuBr-CuBr-ZnSe,83.89
BeTe-BeTe-BeTe-CuBr-GaAs-GaAs,80.1
BeTe-BeTe-BeTe-CuBr-GaP-GaP,92.85
BeTe-BeTe-BeTe-CuBr-ZnSe-GaAs,86.24
BeTe-BeTe-BeTe-CuBr-ZnSe-GaP,90.69
BeTe-BeTe-BeTe-CuBr-ZnSe-ZnSe,83.3
BeTe-BeTe-BeTe-GaAs-GaAs-GaAs,116.76
BeTe-BeTe-BeTe-GaP-GaP-GaP,120.45
BeTe-BeTe-BeTe-ZnSe-GaP-GaP,124.51
BeTe-BeTe-BeTe-ZnSe-ZnSe-GaAs,122.0
BeTe-BeTe-BeTe-ZnSe-ZnSe-GaP,126.01
BeTe-BeTe-BeTe-ZnSe-ZnSe-ZnSe,123.52
BeTe-BeTe-CuBr-CuBr-CuBr-CuBr,63.74
BeTe-BeTe-CuBr-CuBr-CuBr-ZnSe,69.72
BeTe-BeTe-CuBr-CuBr-GaAs-GaAs,59.03
BeTe-BeTe-CuBr-CuBr-GaP-GaP,77.44
BeTe-BeTe-CuBr-CuBr-ZnSe-GaP,85.84
BeTe-BeTe-CuBr-CuBr-ZnSe-ZnSe,77.47
BeTe-BeTe-CuBr-ZnSe-GaAs-GaAs,68.97
BeTe-BeTe-CuBr-ZnSe-ZnSe-GaAs,78.62
BeTe-BeTe-CuBr-ZnSe-ZnSe-GaP,88.64
BeTe-BeTe-CuBr-ZnSe-ZnSe-ZnSe,79.73
BeTe-BeTe-GaAs-GaAs-GaAs-GaAs,105.56
BeTe-BeTe-ZnSe-GaAs-GaAs-GaAs,111.13
BeTe-BeTe-ZnSe-ZnSe-GaAs-GaAs,114.06
BeTe-BeTe-ZnSe-ZnSe-ZnSe-GaAs,118.67
BeTe-CuBr-CuBr-CuBr-CuBr-CuBr,36.41
BeTe-CuBr-CuBr-CuBr-CuBr-GaAs,70.84
BeTe-CuBr-CuBr-CuBr-CuBr-GaP,76.66
BeTe-CuBr-CuBr-CuBr-CuBr-ZnSe,73.61
BeTe-CuBr-CuBr-CuBr-GaP-GaP,63.36
BeTe-CuBr-CuBr-CuBr-ZnSe-GaAs,59.86
BeTe-CuBr-CuBr-CuBr-ZnSe-GaP,69.53
BeTe-CuBr-CuBr-GaAs-GaAs-GaAs,75.16
BeTe-CuBr-CuBr-GaP-GaP-GaP,94.11
BeTe-CuBr-CuBr-ZnSe-GaAs-GaAs,73.06
BeTe-CuBr-CuBr-ZnSe-GaP-GaP,28.07
BeTe-CuBr-CuBr-ZnSe-ZnSe-ZnSe,79.04
BeTe-CuBr-GaAs-GaAs-GaAs-GaAs,67.96
BeTe-CuBr-GaP-GaP-GaP-GaP,73.44
BeTe-CuBr-ZnSe-GaP-GaP-GaP,33.41
BeTe-CuBr-ZnSe-ZnSe-GaAs-GaAs,50.69
BeTe-CuBr-ZnSe-ZnSe-GaP-GaP,78.71
BeTe-CuBr-ZnSe-ZnSe-ZnSe-GaP,71.67
BeTe-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,78.84
BeTe-GaAs-GaAs-GaAs-GaAs-GaAs,63.76
BeTe-GaP-GaP-GaP-GaP-GaP,70.44
BeTe-ZnSe-GaP-GaP-GaP-GaP,101.7
BeTe-ZnSe-ZnSe-GaAs-GaAs-GaAs,103.82
BeTe-ZnSe-ZnSe-GaP-GaP-GaP,105.54
BeTe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,109.6
BeTe-ZnSe-ZnSe-ZnSe-GaP-GaP,113.16
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,114.61
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,118.19
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,121.83
BP-BP-BP-BP-BP-BP,450.84
BP-BP-BP-BP-BP-GaN,419.24
BP-BP-BP-BP-ZnO-ZnO,328.7
BP-BP-BP-ZnO-ZnO-ZnO,282.17
BP-BP-ZnO-ZnO-ZnO-ZnO,262.89
BP-GaN-GaN-GaN-GaN-GaN,370.57
CdS-CdS-CdS-CdS-CdS-CdS,87.03
CdS-CdS-CdS-CdS-InP-InP,75.92
CdS-CdS-CdS-InP-InP-InP,76.94
CdS-CdS-InP-InP-InP-InP,76.17
CdSe-CdSe-CdSe-CdSe-CdSe-CdSe,74.07
CdSe-CdSe-CdSe-CdSe-CdSe-InAs,64.07
CdSe-CdSe-CdSe-CdSe-CdSe-InP,72.61
CdSe-CdSe-CdSe-CdSe-InAs-InAs,67.75
CdSe-CdSe-CdSe-CdSe-InP-InP,72.49
CdSe-CdSe-CdSe-InAs-InAs-InAs,59.17
CdSe-CdSe-CdSe-InP-InP-InP,73.85
CdSe-CdSe-InAs-InAs-InAs-InAs,69.95
CdSe-CdSe-InP-InP-InP-InP,76.13
CdSe-InAs-InAs-InAs-InAs-InAs,62.71
CdSe-InP-InP-InP-InP-InP,62.68
CdS-InP-InP-InP-InP-InP,70.71
CdTe-CdTe-CdTe-CdTe-CdTe-CdTe,61.8
CdTe-CdTe-CdTe-CdTe-InSb-InSb,26.32
CdTe-CdTe-CdTe-InSb-InSb-InSb,55.13
CuBr-CuBr-CuBr-CuBr-CuBr-CuBr,73.04
CuBr-CuBr-CuBr-CuBr-CuBr-ZnSe,45.81
CuBr-CuBr-GaAs-GaAs-GaAs-GaAs,69.5
CuBr-CuBr-GaP-GaP-GaP-GaP,76.12
CuBr-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,59.81
CuBr-GaAs-GaAs-GaAs-GaAs-GaAs,61.72
CuBr-ZnSe-ZnSe-GaAs-GaAs-GaAs,33.09
CuBr-ZnSe-ZnSe-ZnSe-GaAs-GaAs,31.44
CuBr-ZnSe-ZnSe-ZnSe-GaP-GaP,43.11
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,40.67
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,49.22
CuCl-CuCl-CuCl-CuCl-CuCl-CuCl,83.42
CuCl-ZnS-ZnS-ZnS-ZnS-ZnS,49.07
CuI-CdS-CdS-CdS-CdS-CdS,74.37
CuI-CdS-CdS-CdS-CdS-InP,48.07
CuI-CdS-CdS-CdS-InP-InP,78.95
CuI-CdSe-CdSe-CdSe-CdSe-CdSe,59.19
CuI-CdSe-CdSe-CdSe-CdSe-InP,52.27
CuI-CdSe-CdSe-CdSe-InP-InP,78.45
CuI-CdS-InP-InP-InP-InP,57.92
CuI-CuI-CdS-CdS-CdS-CdS,29.98
CuI-CuI-CdS-CdS-InP-InP,62.77
CuI-CuI-CdSe-CdSe-CdSe-CdSe,29.54
CuI-CuI-CdSe-CdSe-InP-InP,53.11
CuI-CuI-CuI-CdSe-CdSe-InP,32.03
CuI-CuI-CuI-CuI-CdS-CdS,51.55
CuI-CuI-CuI-CuI-CdSe-InP,15.97
CuI-CuI-CuI-CuI-CdS-InP,19.67
CuI-CuI-CuI-CuI-CuI-CuI,71.81
CuI-CuI-ZnTe-CdSe-CdSe-CdSe,27.9
CuI-CuI-ZnTe-CdSe-CdSe-InP,42.06
CuI-CuI-ZnTe-CdSe-InP-InP,43.84
CuI-CuI-ZnTe-ZnTe-InP-InP,35.33
CuI-ZnTe-CdSe-CdSe-CdSe-CdSe,31.96
CuI-ZnTe-CdSe-CdSe-CdSe-InP,44.65
CuI-ZnTe-CdSe-CdSe-InP-InP,63.05
CuI-ZnTe-ZnTe-CdSe-CdSe-CdSe,41.89
CuI-ZnTe-ZnTe-CdSe-InP-InP,78.25
CuI-ZnTe-ZnTe-InP-InP-InP,51.13
CuI-ZnTe-ZnTe-ZnTe-CdSe-CdSe,34.11
CuI-ZnTe-ZnTe-ZnTe-CdSe-InP,35.17
CuI-ZnTe-ZnTe-ZnTe-ZnTe-InP,49.93
CuI-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,33.94
GaAs-CdS-CdS-CdS-CdS-CdS,82.57
GaAs-GaAs-GaAs-GaAs-CdS-CdS,98.73
GaAs-GaAs-GaAs-GaAs-GaAs-CdS,105.68
GaN-GaN-GaN-GaN-GaN-GaN,375.15
GaP-GaP-GaP-GaP-GaP-GaP,173.16
GaSb-CdSe-CdSe-CdSe-CdSe-CdSe,66.42
GaSb-CdSe-CdSe-CdSe-InAs-InAs,73.11
GaSb-CdSe-CdSe-InAs-InAs-InAs,75.38
GaSb-CdSe-InAs-InAs-InAs-InAs,79.5
GaSb-GaSb-CdSe-CdSe-CdSe-CdSe,70.08
