"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c33 (GPa)
AlSb-AlSb-AlSb-AlSb-ZnTe-InAs,73.88
AlSb-AlSb-AlSb-AlSb-ZnTe-ZnTe,76.47
AlSb-AlSb-AlSb-CdSe-CdSe-CdSe,74.47
AlSb-AlSb-AlSb-CdSe-CdSe-InAs,78.39
AlSb-AlSb-AlSb-CdSe-InAs-InAs,82.33
AlSb-AlSb-AlSb-GaSb-CdSe-CdSe,77.81
AlSb-AlSb-AlSb-GaSb-GaSb-GaSb,102.97
AlSb-AlSb-AlSb-GaSb-InAs-InAs,100.8
AlSb-AlSb-AlSb-ZnTe-CdSe-CdSe,77.77
AlSb-AlSb-AlSb-ZnTe-CdSe-InAs,80.55
AlSb-AlSb-AlSb-ZnTe-GaSb-CdSe,72.08
AlSb-AlSb-AlSb-ZnTe-GaSb-GaSb,72.58
AlSb-AlSb-AlSb-ZnTe-GaSb-InAs,80.33
AlSb-AlSb-AlSb-ZnTe-InAs-InAs,53.92
AlSb-AlSb-AlSb-ZnTe-ZnTe-CdSe,83.7
AlSb-AlSb-AlSb-ZnTe-ZnTe-GaSb,82.46
AlSb-AlSb-AlSb-ZnTe-ZnTe-InAs,78.58
AlSb-AlSb-AlSb-ZnTe-ZnTe-ZnTe,77.78
AlSb-AlSb-CdSe-CdSe-CdSe-CdSe,72.08
AlSb-AlSb-CdSe-CdSe-CdSe-InAs,17.53
AlSb-AlSb-CdSe-CdSe-InAs-InAs,78.08
AlSb-AlSb-CdSe-InAs-InAs-InAs,80.86
AlSb-AlSb-GaSb-CdSe-CdSe-CdSe,74.32
AlSb-AlSb-GaSb-CdSe-CdSe-InAs,75.56
AlSb-AlSb-GaSb-GaSb-CdSe-InAs,80.0
AlSb-AlSb-GaSb-GaSb-GaSb-CdSe,85.38
AlSb-AlSb-GaSb-GaSb-GaSb-GaSb,102.27
AlSb-AlSb-GaSb-GaSb-GaSb-InAs,99.39
AlSb-AlSb-GaSb-GaSb-InAs-InAs,97.84
AlSb-AlSb-GaSb-InAs-InAs-InAs,99.49
AlSb-AlSb-ZnTe-CdSe-CdSe-CdSe,74.44
AlSb-AlSb-ZnTe-CdSe-CdSe-InAs,52.79
AlSb-AlSb-ZnTe-GaSb-CdSe-CdSe,68.66
AlSb-AlSb-ZnTe-GaSb-CdSe-InAs,71.72
AlSb-AlSb-ZnTe-GaSb-GaSb-GaSb,69.5
AlSb-AlSb-ZnTe-GaSb-GaSb-InAs,78.28
AlSb-AlSb-ZnTe-GaSb-InAs-InAs,75.72
AlSb-AlSb-ZnTe-ZnTe-CdSe-CdSe,78.84
AlSb-AlSb-ZnTe-ZnTe-CdSe-InAs,79.84
AlSb-AlSb-ZnTe-ZnTe-GaSb-CdSe,72.81
AlSb-AlSb-ZnTe-ZnTe-GaSb-GaSb,77.51
AlSb-AlSb-ZnTe-ZnTe-GaSb-InAs,81.65
AlSb-AlSb-ZnTe-ZnTe-InAs-InAs,81.67
AlSb-AlSb-ZnTe-ZnTe-ZnTe-CdSe,84.35
AlSb-AlSb-ZnTe-ZnTe-ZnTe-GaSb,80.55
AlSb-AlSb-ZnTe-ZnTe-ZnTe-ZnTe,77.15
AlSb-CdSe-CdSe-CdSe-CdSe-InAs,70.8
AlSb-CdSe-CdSe-CdSe-InAs-InAs,75.81
AlSb-CdSe-InAs-InAs-InAs-InAs,80.26
AlSb-GaSb-CdSe-CdSe-CdSe-CdSe,70.85
AlSb-GaSb-CdSe-CdSe-CdSe-InAs,71.41
AlSb-GaSb-CdSe-CdSe-InAs-InAs,76.35
AlSb-GaSb-CdSe-InAs-InAs-InAs,79.73
AlSb-GaSb-GaSb-CdSe-CdSe-CdSe,73.78
AlSb-GaSb-GaSb-CdSe-CdSe-InAs,76.46
AlSb-GaSb-GaSb-GaSb-CdSe-CdSe,77.81
AlSb-GaSb-GaSb-GaSb-CdSe-InAs,81.59
AlSb-GaSb-GaSb-GaSb-GaSb-CdSe,83.02
AlSb-GaSb-GaSb-GaSb-GaSb-GaSb,104.3
AlSb-GaSb-GaSb-InAs-InAs-InAs,90.37
AlSb-GaSb-InAs-InAs-InAs-InAs,98.19
AlSb-InAs-InAs-InAs-InAs-InAs,98.46
AlSb-ZnTe-CdSe-CdSe-CdSe-CdSe,72.85
AlSb-ZnTe-CdSe-CdSe-CdSe-InAs,73.15
AlSb-ZnTe-CdSe-CdSe-InAs-InAs,76.66
AlSb-ZnTe-CdSe-InAs-InAs-InAs,79.83
AlSb-ZnTe-GaSb-CdSe-CdSe-CdSe,67.26
AlSb-ZnTe-GaSb-CdSe-CdSe-InAs,69.44
AlSb-ZnTe-GaSb-GaSb-CdSe-InAs,70.62
AlSb-ZnTe-GaSb-GaSb-GaSb-CdSe,67.0
AlSb-ZnTe-GaSb-GaSb-GaSb-InAs,78.41
AlSb-ZnTe-GaSb-InAs-InAs-InAs,76.25
AlSb-ZnTe-ZnTe-CdSe-CdSe-CdSe,76.66
AlSb-ZnTe-ZnTe-CdSe-InAs-InAs,79.6
AlSb-ZnTe-ZnTe-GaSb-CdSe-CdSe,72.32
AlSb-ZnTe-ZnTe-GaSb-GaSb-CdSe,71.82
AlSb-ZnTe-ZnTe-GaSb-GaSb-GaSb,75.12
AlSb-ZnTe-ZnTe-GaSb-GaSb-InAs,74.01
AlSb-ZnTe-ZnTe-GaSb-InAs-InAs,80.43
AlSb-ZnTe-ZnTe-InAs-InAs-InAs,76.06
AlSb-ZnTe-ZnTe-ZnTe-CdSe-CdSe,79.38
AlSb-ZnTe-ZnTe-ZnTe-CdSe-InAs,80.91
AlSb-ZnTe-ZnTe-ZnTe-GaSb-CdSe,75.12
AlSb-ZnTe-ZnTe-ZnTe-GaSb-GaSb,74.71
AlSb-ZnTe-ZnTe-ZnTe-GaSb-InAs,76.71
AlSb-ZnTe-ZnTe-ZnTe-InAs-InAs,77.22
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,84.65
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-GaSb,80.35
AlSb-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,80.86
BAs-BAs-BAs-BAs-BAs-BAs,358.42
BeO-BeO-BeO-BeO-BeO-BeO,475.52
BeS-BAs-BAs-BAs-BAs-BAs,304.07
BeS-BeS-BAs-BAs-BAs-BAs,271.23
BeS-BeS-BeS-BAs-BAs-BAs,249.44
BeS-BeS-BeS-BeS-BAs-BAs,232.98
BeS-BeS-BeS-BeS-BeS-BAs,220.52
BeSe-BeSe-BeSe-BeSe-BeSe-BeSe,174.76
BeSe-BeSe-BeSe-BeSe-BeSe-InN,187.7
BeSe-BeSe-BeSe-BeSe-InN-InN,164.94
BeSe-BeSe-BeSe-InN-InN-InN,136.75
BeSe-BeSe-InN-InN-InN-InN,29.27
BeSe-CuCl-CuCl-CuCl-CuCl-CuCl,76.22
BeSe-InN-InN-InN-InN-InN,119.07
BeTe-AlAs-AlAs-AlAs-AlAs-AlAs,57.63
BeTe-AlAs-AlAs-AlAs-CuBr-ZnSe,33.2
BeTe-AlAs-AlAs-AlAs-GaAs-GaAs,51.06
BeTe-AlAs-AlAs-AlAs-ZnSe-GaAs,49.61
BeTe-AlAs-AlAs-AlAs-ZnSe-ZnSe,94.01
BeTe-AlAs-AlAs-GaAs-GaAs-GaAs,47.53
BeTe-AlAs-AlAs-ZnSe-GaAs-GaAs,38.9
BeTe-AlAs-AlAs-ZnSe-ZnSe-GaAs,70.72
BeTe-AlAs-CuBr-CuBr-ZnSe-ZnSe,22.37
BeTe-AlAs-CuBr-GaAs-GaAs-GaAs,56.12
BeTe-AlAs-GaAs-GaAs-GaAs-GaAs,48.79
BeTe-AlAs-ZnSe-GaAs-GaAs-GaAs,43.47
BeTe-AlAs-ZnSe-ZnSe-GaAs-GaAs,80.69
BeTe-AlAs-ZnSe-ZnSe-ZnSe-GaAs,98.96
BeTe-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,109.08
BeTe-AlP-AlP-AlP-AlP-AlP,73.25
BeTe-AlP-AlP-AlP-CuBr-ZnSe,53.03
BeTe-AlP-AlP-AlP-GaP-GaP,70.47
BeTe-AlP-AlP-AlP-ZnSe-ZnSe,89.95
BeTe-AlP-AlP-CuBr-CuBr-ZnSe,56.94
BeTe-AlP-AlP-ZnSe-GaP-GaP,34.46
BeTe-AlP-AlP-ZnSe-ZnSe-GaP,81.25
BeTe-AlP-AlP-ZnSe-ZnSe-ZnSe,105.02
BeTe-AlP-CuBr-CuBr-CuBr-GaP,46.22
BeTe-AlP-CuBr-CuBr-CuBr-ZnSe,37.21
BeTe-AlP-CuBr-ZnSe-ZnSe-ZnSe,42.12
BeTe-AlP-GaP-GaP-GaP-GaP,62.14
BeTe-AlP-ZnSe-GaP-GaP-GaP,47.51
BeTe-AlP-ZnSe-ZnSe-ZnSe-GaP,102.98
BeTe-AlP-ZnSe-ZnSe-ZnSe-ZnSe,112.17
BeTe-BeTe-AlAs-AlAs-AlAs-AlAs,46.82
BeTe-BeTe-AlAs-AlAs-AlAs-GaAs,76.54
BeTe-BeTe-AlAs-AlAs-CuBr-CuBr,35.54
BeTe-BeTe-AlAs-AlAs-ZnSe-ZnSe,108.85
BeTe-BeTe-AlAs-CuBr-CuBr-CuBr,61.84
BeTe-BeTe-AlAs-CuBr-ZnSe-ZnSe,42.63
BeTe-BeTe-AlAs-GaAs-GaAs-GaAs,80.62
BeTe-BeTe-AlAs-ZnSe-GaAs-GaAs,93.83
BeTe-BeTe-AlAs-ZnSe-ZnSe-GaAs,108.86
BeTe-BeTe-AlAs-ZnSe-ZnSe-ZnSe,112.9
BeTe-BeTe-AlP-AlP-AlP-ZnSe,100.93
BeTe-BeTe-AlP-AlP-ZnSe-ZnSe,108.98
BeTe-BeTe-AlP-GaP-GaP-GaP,45.16
BeTe-BeTe-AlP-ZnSe-ZnSe-GaP,111.27
BeTe-BeTe-AlP-ZnSe-ZnSe-ZnSe,115.45
BeTe-BeTe-BeTe-AlAs-AlAs-AlAs,108.11
BeTe-BeTe-BeTe-AlAs-CuBr-CuBr,26.31
BeTe-BeTe-BeTe-AlAs-ZnSe-GaAs,112.6
BeTe-BeTe-BeTe-AlAs-ZnSe-ZnSe,115.5
BeTe-BeTe-BeTe-AlP-AlP-AlP,104.9
BeTe-BeTe-BeTe-AlP-AlP-CuBr,50.3
BeTe-BeTe-BeTe-AlP-AlP-GaP,110.32
BeTe-BeTe-BeTe-AlP-CuBr-CuBr,47.66
BeTe-BeTe-BeTe-AlP-CuBr-GaP,34.17
BeTe-BeTe-BeTe-AlP-GaP-GaP,112.87
BeTe-BeTe-BeTe-AlP-ZnSe-GaP,113.68
BeTe-BeTe-BeTe-AlP-ZnSe-ZnSe,118.74
BeTe-BeTe-BeTe-BeTe-AlAs-AlAs,118.83
BeTe-BeTe-BeTe-BeTe-AlAs-GaAs,121.22
BeTe-BeTe-BeTe-BeTe-AlAs-ZnSe,121.58
BeTe-BeTe-BeTe-BeTe-AlP-AlP,121.31
BeTe-BeTe-BeTe-BeTe-AlP-CuBr,51.23
BeTe-BeTe-BeTe-BeTe-AlP-GaP,124.99
BeTe-BeTe-BeTe-BeTe-AlP-ZnSe,126.13
BeTe-BeTe-BeTe-BeTe-BeTe-AlAs,128.54
BeTe-BeTe-BeTe-BeTe-BeTe-BeTe,135.52
BeTe-BeTe-BeTe-BeTe-BeTe-GaAs,129.01
BeTe-BeTe-BeTe-BeTe-BeTe-GaP,131.01
BeTe-BeTe-BeTe-BeTe-BeTe-ZnSe,131.38
BeTe-BeTe-BeTe-BeTe-CuBr-GaAs,96.75
BeTe-BeTe-BeTe-BeTe-CuBr-GaP,105.67
BeTe-BeTe-BeTe-BeTe-CuBr-ZnSe,98.09
BeTe-BeTe-BeTe-BeTe-GaAs-GaAs,122.63
BeTe-BeTe-BeTe-BeTe-GaP-GaP,126.63
BeTe-BeTe-BeTe-BeTe-ZnSe-GaAs,127.74
BeTe-BeTe-BeTe-BeTe-ZnSe-GaP,129.98
BeTe-BeTe-BeTe-CuBr-CuBr-CuBr,79.02
BeTe-BeTe-BeTe-CuBr-CuBr-ZnSe,83.89
BeTe-BeTe-BeTe-CuBr-GaP-GaP,92.85
BeTe-BeTe-BeTe-GaAs-GaAs-GaAs,116.76
BeTe-BeTe-BeTe-ZnSe-GaAs-GaAs,120.21
BeTe-BeTe-BeTe-ZnSe-GaP-GaP,124.51
BeTe-BeTe-BeTe-ZnSe-ZnSe-GaAs,122.0
BeTe-BeTe-BeTe-ZnSe-ZnSe-GaP,126.01
BeTe-BeTe-CuBr-CuBr-CuBr-CuBr,63.74
BeTe-BeTe-CuBr-CuBr-CuBr-GaAs,76.99
BeTe-BeTe-CuBr-CuBr-CuBr-ZnSe,69.72
BeTe-BeTe-CuBr-CuBr-GaAs-GaAs,59.03
BeTe-BeTe-CuBr-CuBr-GaP-GaP,77.44
BeTe-BeTe-CuBr-CuBr-ZnSe-GaP,85.84
BeTe-BeTe-CuBr-GaAs-GaAs-GaAs,52.23
BeTe-BeTe-CuBr-GaP-GaP-GaP,85.57
BeTe-BeTe-CuBr-ZnSe-GaAs-GaAs,68.97
BeTe-BeTe-CuBr-ZnSe-ZnSe-GaP,88.64
BeTe-BeTe-CuBr-ZnSe-ZnSe-ZnSe,79.73
BeTe-BeTe-GaAs-GaAs-GaAs-GaAs,105.56
BeTe-BeTe-GaP-GaP-GaP-GaP,87.84
BeTe-BeTe-ZnSe-GaAs-GaAs-GaAs,111.13
BeTe-BeTe-ZnSe-GaP-GaP-GaP,123.37
BeTe-BeTe-ZnSe-ZnSe-GaP-GaP,118.08
BeTe-BeTe-ZnSe-ZnSe-ZnSe-GaAs,118.67
BeTe-BeTe-ZnSe-ZnSe-ZnSe-GaP,120.32
BeTe-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,119.23
BeTe-CuBr-CuBr-CuBr-CuBr-CuBr,36.41
BeTe-CuBr-CuBr-CuBr-CuBr-GaAs,70.84
BeTe-CuBr-CuBr-CuBr-CuBr-GaP,76.66
BeTe-CuBr-CuBr-CuBr-CuBr-ZnSe,73.61
BeTe-CuBr-CuBr-CuBr-GaAs-GaAs,40.95
BeTe-CuBr-CuBr-CuBr-ZnSe-GaAs,59.86
BeTe-CuBr-CuBr-CuBr-ZnSe-GaP,69.53
BeTe-CuBr-CuBr-CuBr-ZnSe-ZnSe,69.9
BeTe-CuBr-CuBr-GaAs-GaAs-GaAs,75.16
BeTe-CuBr-CuBr-GaP-GaP-GaP,94.11
BeTe-CuBr-CuBr-ZnSe-ZnSe-GaP,78.8
BeTe-CuBr-CuBr-ZnSe-ZnSe-ZnSe,79.04
BeTe-CuBr-GaP-GaP-GaP-GaP,73.44
BeTe-CuBr-ZnSe-GaP-GaP-GaP,33.41
BeTe-CuBr-ZnSe-ZnSe-GaAs-GaAs,50.69
BeTe-CuBr-ZnSe-ZnSe-GaP-GaP,78.71
BeTe-CuBr-ZnSe-ZnSe-ZnSe-GaAs,44.18
BeTe-CuBr-ZnSe-ZnSe-ZnSe-GaP,71.67
BeTe-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,78.84
BeTe-GaAs-GaAs-GaAs-GaAs-GaAs,63.76
BeTe-GaP-GaP-GaP-GaP-GaP,70.44
BeTe-ZnSe-GaAs-GaAs-GaAs-GaAs,109.92
BeTe-ZnSe-GaP-GaP-GaP-GaP,101.7
BeTe-ZnSe-ZnSe-GaAs-GaAs-GaAs,103.82
BeTe-ZnSe-ZnSe-GaP-GaP-GaP,105.54
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,114.61
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,118.19
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,121.83
BN-BN-BN-BN-BN-BN,1021.02
BP-BP-BP-BP-BP-BP,450.84
BP-BP-BP-BP-BP-GaN,419.24
BP-BP-BP-ZnO-ZnO-ZnO,282.17
BP-GaN-GaN-GaN-GaN-GaN,370.57
CdS-CdS-CdS-CdS-CdS-CdS,87.03
CdS-CdS-CdS-CdS-CdS-InP,80.29
CdS-CdS-CdS-CdS-InP-InP,75.92
CdS-CdS-CdS-InP-InP-InP,76.94
CdS-CdS-InP-InP-InP-InP,76.17
CdSe-CdSe-CdSe-CdSe-CdSe-InAs,64.07
CdSe-CdSe-CdSe-CdSe-CdSe-InP,72.61
CdSe-CdSe-CdSe-CdSe-InAs-InAs,67.75
CdSe-CdSe-CdSe-CdSe-InP-InP,72.49
CdSe-CdSe-CdSe-InAs-InAs-InAs,59.17
CdSe-CdSe-CdSe-InP-InP-InP,73.85
CdSe-CdSe-InAs-InAs-InAs-InAs,69.95
CdSe-InP-InP-InP-InP-InP,62.68
CdTe-CdTe-CdTe-CdTe-InSb-InSb,26.32
CdTe-CdTe-InSb-InSb-InSb-InSb,18.47
CdTe-InSb-InSb-InSb-InSb-InSb,54.34
CuBr-CuBr-CuBr-CuBr-ZnSe-GaP,35.93
CuBr-CuBr-CuBr-ZnSe-GaAs-GaAs,23.49
CuBr-CuBr-CuBr-ZnSe-GaP-GaP,26.02
CuBr-CuBr-CuBr-ZnSe-ZnSe-ZnSe,63.53
CuBr-CuBr-GaAs-GaAs-GaAs-GaAs,69.5
CuBr-CuBr-GaP-GaP-GaP-GaP,76.12
CuBr-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,59.81
CuBr-GaP-GaP-GaP-GaP-GaP,89.33
CuBr-ZnSe-ZnSe-GaAs-GaAs-GaAs,33.09
CuBr-ZnSe-ZnSe-ZnSe-GaAs-GaAs,31.44
CuBr-ZnSe-ZnSe-ZnSe-GaP-GaP,43.11
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,40.67
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaP,47.78
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,49.22
CuCl-CuCl-CuCl-CuCl-CuCl-CuCl,83.42
CuCl-CuCl-CuCl-CuCl-ZnS-ZnS,17.27
CuCl-CuCl-CuCl-ZnS-ZnS-ZnS,43.57
CuCl-CuCl-ZnS-ZnS-ZnS-ZnS,68.02
CuCl-ZnS-ZnS-ZnS-ZnS-ZnS,49.07
CuI-CdS-CdS-CdS-CdS-CdS,74.37
CuI-CdS-CdS-CdS-InP-InP,78.95
CuI-CdSe-CdSe-CdSe-CdSe-InP,52.27
CuI-CdSe-CdSe-CdSe-InP-InP,78.45
CuI-CdSe-CdSe-InP-InP-InP,59.07
CuI-CuI-CdS-CdS-CdS-CdS,29.98
CuI-CuI-CdS-CdS-InP-InP,62.77
CuI-CuI-CdSe-CdSe-CdSe-CdSe,29.54
CuI-CuI-CdSe-CdSe-CdSe-InP,32.9
CuI-CuI-CdSe-CdSe-InP-InP,53.11
CuI-CuI-CdSe-InP-InP-InP,42.72
CuI-CuI-CdS-InP-InP-InP,59.71
CuI-CuI-CuI-CdSe-CdSe-InP,32.03
CuI-CuI-CuI-CuI-CdSe-InP,15.97
CuI-CuI-CuI-CuI-CdS-InP,19.67
CuI-CuI-CuI-CuI-CuI-CuI,71.81
CuI-CuI-CuI-CuI-CuI-InP,74.09
CuI-CuI-ZnTe-CdSe-CdSe-InP,42.06
CuI-CuI-ZnTe-CdSe-InP-InP,43.84
CuI-CuI-ZnTe-ZnTe-CdSe-CdSe,25.2
CuI-CuI-ZnTe-ZnTe-InP-InP,35.33
CuI-CuI-ZnTe-ZnTe-ZnTe-CdSe,4.42
CuI-ZnTe-CdSe-CdSe-CdSe-CdSe,31.96
CuI-ZnTe-CdSe-CdSe-CdSe-InP,44.65
CuI-ZnTe-CdSe-InP-InP-InP,44.06
CuI-ZnTe-ZnTe-CdSe-CdSe-CdSe,41.89
CuI-ZnTe-ZnTe-CdSe-CdSe-InP,51.47
CuI-ZnTe-ZnTe-CdSe-InP-InP,78.25
CuI-ZnTe-ZnTe-InP-InP-InP,51.13
CuI-ZnTe-ZnTe-ZnTe-CdSe-CdSe,34.11
CuI-ZnTe-ZnTe-ZnTe-CdSe-InP,35.17
CuI-ZnTe-ZnTe-ZnTe-ZnTe-InP,49.93
GaAs-CdS-CdS-CdS-CdS-CdS,82.57
GaAs-GaAs-GaAs-GaAs-GaAs-CdS,105.68
GaAs-GaAs-GaAs-GaAs-GaAs-GaAs,138.31
GaP-GaP-GaP-GaP-GaP-GaP,173.16
GaSb-CdSe-CdSe-CdSe-CdSe-InAs,69.72
GaSb-CdSe-CdSe-CdSe-InAs-InAs,73.11
GaSb-CdSe-CdSe-InAs-InAs-InAs,75.38
GaSb-CdSe-InAs-InAs-InAs-InAs,79.5
GaSb-GaSb-CdSe-CdSe-CdSe-CdSe,70.08
GaSb-GaSb-CdSe-CdSe-CdSe-InAs,69.44
GaSb-GaSb-CdSe-CdSe-InAs-InAs,70.04
