mpid,formula,bulk modulus
mp-22270,CoP,193.33211129562042
mp-20865,YCuPb,67.72134880937641
mp-7228,ReO2,276.67593836018693
mp-676416,V2CN,305.5792162861778
mp-862704,ScZn2Pt,125.15311154955583
mp-19,Te,21.694046791820067
mp-28568,Rb3CuO2,24.35656003792905
mp-3038,Al2HgSe4,31.678802895669765
mp-19009,NiO,181.2898999099193
mp-7942,NaTiS2,51.961006458680465
mp-22284,SrInPt,62.289326876068536
mp-4864,CaMgSn,40.3638134164663
mp-975050,Rb3Co,33.0
mp-12520,SrNi2Ge,71.65984887614674
mp-2033,Ni3N,197.0297978955492
mp-631480,IrOs2Br,168.0
mp-25062,MoCl3O,2.7643927967231354
mp-32,Ge,58.977842125557785
mp-862324,Sc2GaTc,109.90594854698685
mp-20787,FeB,294.49801097547015
mp-761390,TaFeO4,197.38700287486347
mp-865469,Ti2MnRu,188.05662373237308
mp-764819,VOF2,35.0
mp-554201,MoF3,91.95261210465988
mp-31072,Sc6Te2Rh,72.94809600473113
mp-1029258,Ca(ZnN)2,120.2801978188208
mp-997034,BaCuO2,77.0
mp-1001612,LuSi,95.0
mp-32887,HfTe2,14.579373167252962
mp-34467,Zn(GaS2)2,44.937188355533294
mp-1393,Sn4Au,51.20638741013561
mp-997031,MgCuO2,133.5767157984588
mp-2018,AlFe3,175.1224698586044
mp-11507,Ni4Mo,222.5206170918724
mp-715482,MoO2,75.32634703389027
mp-19225,FeAgO2,131.31395707255587
mp-29889,Tl2PdCl4,13.9029124811015
mp-975065,Re,364.3746883940609
mp-2034,W2C,334.1754456048781
mp-540988,Cs2FeO4,20.45666609567202
mp-18750,Mn(FeO2)2,157.9828746466025
mp-4419,NaNbO3,133.0
mp-865499,V2TcOs,277.62285713245444
mp-973364,Mg,35.49905691555264
mp-35539,Zn2GeSe4,34.0
mp-865712,Ti2MnNi,176.5905356794085
mp-569344,Zr(CoSi)2,186.22644722345365
mp-754344,LiZnO2,104.20763312779334
mp-980063,YbDy3,33.0
mp-865465,VCo2Ge,200.37217853786856
mp-9479,Mg(AlSe2)2,14.719674506622033
mp-19148,K2Mn2O3,60.82874935039525
mp-23121,Sr5P3ClO12,65.84006776539907
mp-570232,TbCl3,13.723625555363665
mp-1336,PdO,159.37475873293934
mp-542435,Li3ScN2,92.73920701803856
mp-763634,VCrO4,125.5420905387217
mp-976023,Li3Ga,26.149200324178786
mp-867260,CdAgPd2,116.19957921583608
mp-28230,TlSbS2,12.825829537042265
mp-980200,Zn3Rh,127.55279642672657
mp-540771,BaZrS3,175.78123932728806
mp-675324,BaCO3,50.0
mp-774150,MnAl2O4,180.21967796142
mp-862375,Sc2TcHg,110.96583138017368
mp-980206,TmScRu2,129.0
mp-972088,Zr3Zn,93.76982756355748
mp-561637,VO2,166.17161035048724
mp-4367,Cu2NiSn,37.0
mp-11806,LiMgSnPt,88.20701610429569
mp-4536,ScNi2Sn,127.64505402738257
mp-844,Ca3N2,67.88798587554348
mp-1649,Fe3Pt,180.231692925722
mp-18427,Nb2Al,160.52537160491346
mp-976280,LiBr,17.702209544951643
mp-862750,SrNiSn2,56.44761420454569
mp-27734,CrBr3,8.457031157599971
mp-850062,LiNiO2,114.36538869186552
mp-1018100,AlSb,49.0
mp-15922,Gd2ReO5,130.162300935634
mp-15951,BeF2,19.925620093000852
mp-11307,MgCd,43.23874675949653
mp-30836,TaPd3,214.21143845994044
mp-562100,NbS3,18.011880670816442
mp-28954,Tl2PdSe2,33.844673256874344
mp-9027,TiS2,47.05880238943099
mp-219,MoP,219.45983660196288
mp-971752,ZnCr3,108.19698788303472
mp-554451,BaFeF4,52.49439111193928
mp-20674,Ba2YCu3O7,109.00695873588016
mp-2640,TbAs,76.83666607020902
mp-1029466,NaNiN,54.414948432788016
mp-636368,Ga3Fe,102.28136056557646
mp-6915,As2PdO6,141.8022118991042
mp-989524,LaWN3,170.28658426333268
mp-1029605,Na2MnN2,47.95266676396575
mp-864965,Mg2RhAu,98.01106932743014
mp-1014265,Zr2N,173.0
mp-18765,Na2NiO2,59.058840613531466
mp-2748,CeAs,61.0
mp-24504,H2,0.5359072711714445
mp-631427,CuIrBr,47.0
mp-763300,LiFeO2,125.0
mp-1591,Al4C3,160.15449184393844
mp-865252,TmSnRh2,150.0
mp-1008395,C,403.0
mp-21215,InPd,110.66751034713509
mp-1029799,Sr4TiN4,73.01435996471457
mp-32777,WO3,162.0196494341041
mp-764648,LiTiO2,142.74118528270114
mp-11277,ScBe5,108.47117650552393
mp-3740,TiNi2Sn,155.79494472538647
mp-21164,SrGePt,68.14437826065576
mp-8973,NaSi2N3,185.0256511854376
mp-2176,ZnTe,45.98204366449333
mp-11465,Mg5Hg3,42.99599781028674
mp-9173,TiO2,94.18297702255506
mp-19784,In2Si2O7,227.60111288107373
mp-765967,WOF4,4.854286604514323
mp-8003,SiCN,207.36927269638372
mp-12266,CaCuF4,75.1744436446464
mp-760492,Na4PtO4,54.9265480757576
mp-21294,Y2In,53.12359355901414
mp-12697,Sc(MnSn)6,112.52642299970621
mp-865184,LiScPd2,90.0
mp-867293,LiCo2Si,169.0
mp-864939,Hf2CuIr,167.29927199410102
mp-23231,AgBr,39.56332551326632
mp-10667,SrAgP,55.94812668976756
mp-2420,PW,221.65212492480742
mp-1671,YbSi2,56.99889075398095
mp-867107,BeSiOs2,286.2895604838416
mp-20554,InAgSe2,44.776475746331215
mp-11290,CaSn3,43.35358960588354
mp-31055,Sc3InN,103.57724609376324
mp-15316,SrMgF4,55.43774373953652
mp-7700,SiB6,151.4253904790317
mp-1022,K2S,19.385871660457987
mp-1152,TiRh3,230.4850315365345
mp-1935,BaMg2,21.589146578976294
mp-865936,LiSc2Tc,82.33956549509419
mp-9927,MgRhF6,26.857751089519123
mp-1029640,Ba3OsN3,48.08357161763135
mp-1914,YGa2,73.35054528493717
mp-1890,BMo,311.47458547498445
mp-31220,AlSiTe3,15.225175548952533
mp-769096,MnP4,118.7923706805459
mp-15965,Hf5Si3,141.41747080429894
mp-975511,InSb3,50.0
mp-985806,Al2Cu,99.63617578431726
mp-25604,NiPO4,76.47738256017419
mp-12781,ScAl2Ni,106.78765602940321
mp-770997,Li2HfO3,125.16443087371687
mp-1018659,CeO2,147.5197340206703
mp-867148,LiHfRh2,151.73362649517063
mp-1009813,SiSn,58.701637184754894
mp-865924,LiZrAu2,101.93436574405406
mp-13679,PdF3,32.6669372537948
mp-114,Pu,152.12369165690168
mp-19025,LaMnO3,166.26100516894908
mp-5492,SrAl2O4,79.30955684327249
mp-682,NaF,48.0
mp-764698,LiVF3,65.03301037688829
mp-11401,ScGa2Ni,106.51954382432231
mp-868359,LiMnPO4,102.0
mp-1045,Nd2O3,125.72918866248541
mp-561475,V2MoO8,62.074378202089434
mp-2379,CoSi2,177.0
mp-28980,K3BiSe3,12.363718628632741
mp-867266,CaMgTl2,37.72691411506376
mp-22947,K2ReCl6,12.320556490516992
mp-24844,MnCoO3,169.82962907994414
mp-642822,CaC2,52.18801653303234
mp-6613,Ba2YTaO6,138.0
mp-865523,TiMnRh2,183.0927040642758
mp-22220,LaLuO3,145.85699190664118
mp-917,CaC2,55.973859407091076
mp-1565,ZrO2,234.73599147541327
mp-20590,La3InB,76.0
mp-638729,Cs2ZrCl6,9.0
mp-21347,CoBMo,305.0
mp-570604,TaN,347.0
mp-22315,HfCoSn,139.83420505432113
mp-363,NbGe2,142.26674318922454
mp-675163,Mn(CuCl2)2,47.36221751319084
mp-25113,VInO4,76.0
mp-27637,NiBr2,16.631264326525073
mp-19003,MgV2O5,100.50968352706215
mp-762869,LiMn2O4,96.8205003823208
mp-583266,MgZn,51.73726567610609
mp-7988,Cs2O,5.0
mp-191,YRh,108.73310368338915
mp-772359,Mn3CoO8,31.372660269756175
mp-862563,Sc2BeTc,108.0
mp-2572,SrMg2,25.71251463455056
mp-33551,LiFe5O8,158.66135466180873
mp-30491,MgCd3,44.77422694414487
mp-31348,Sc2In,65.01425877010084
mp-23712,MgH2,60.97036501455128
mp-21078,Fe3Ge,168.62541706639288
mp-1030827,Te2Mo3W(Se2S)2,16.99375942395357
mp-1017556,CuNi3N,196.36542590944907
mp-865110,NaMgTl2,24.062477643996573
mp-9025,YSiAu,92.9898212808412
mp-569708,TiPt3,234.09992719893842
mp-829,AlPd,156.4233881482947
mp-642363,Al2O3,193.1375635565532
mp-571438,Be12V,129.83018931574506
mp-753708,TiOF,134.84364855345007
mp-9254,Al2Te5,6.272594417033945
mp-1025177,Rb2CuF4,37.0
mp-812,Ho2O3,145.02167953030755
mp-975053,Rb3Ba,5.0
mp-2513,As2Pt,137.49234112199522
mp-21318,PtPb2,71.74657001540156
mvc-13133,Cu2SnSe4,30.89288792943509
mp-1082,VIr3,319.6645414638799
mp-1113,BW2,329.8215672027768
mvc-3245,Sr2FeSO3,76.55219184862386
mp-19435,CoMoO4,140.20728227182315
mp-975383,RbCa3,3.0
mp-37473,TiOF2,135.0
mp-961676,HfGePt,111.0
mp-775621,MnOF,104.0
mp-2371,Ga2Te5,14.435832212217536
mp-10314,Yb(ZnAs)2,59.71314570771056
mp-867351,Tc,302.15178618003034
mp-18988,Li2MnO3,111.73316299022379
mp-865353,TmI3,3.110471824533293
mp-11512,LiAl2Ir,134.96004745071323
mp-567308,Sc,45.869518504005
mvc-13158,CaVO3,167.1114274804205
mp-22617,YNiSn,90.50809230825425
mp-867233,Sc2ZnIr,119.11722035727766
mp-27972,AcBr3,24.146886871253447
mp-30441,Be17Nb2,140.0
mp-1401,ZrZn2,102.0
mp-4236,BaZnO2,83.06882793834126
mp-10092,KCu4Se3,39.88508377800239
mp-9063,RbSe,13.100255549457044
mp-334,LaF3,100.72035196164894
mp-866153,TiAlRh2,193.0
mp-25028,TbMn2O5,154.9121967240691
mp-9989,Nb2AsC,205.6520376780133
mp-5090,Ti2FeSe4,58.55160895458161
mp-21143,CeP,84.0
mp-760381,CuS,77.26684309068003
mp-675402,CuAgO2,104.85389799064195
mp-17413,Ti3Rh5,205.1246262336499
mp-865490,V2CrFe,231.84432007415032
mp-725,RhO2,233.62425553539512
mp-1139,Co3Mo,260.46568077541764
mp-753802,Sc2Ti2O7,137.41996577949863
mp-11917,Mg(BeN)2,185.0
mp-142,Ga,49.66627556295542
mp-11697,TaSb2,101.89694295634337
mp-559998,Cs(OsO3)2,133.0
mp-19395,MnO2,106.34532714708722
mp-38035,SrCO3,62.59144538962983
mp-6926,Ca(PPd)2,112.31028055027815
mp-618991,Cu2S,92.99653340580791
mp-31510,NbCuTe2,66.86417340794607
mp-7089,KMgSb,22.604028444683863
mp-22313,Na2PtO2,70.1651755703884
mp-7739,Ba2ZnF6,57.41498083724238
mp-862737,LiHgPd2,97.08025272551752
mp-558733,SiO2,264.81715213757354
mp-23021,K2ReBr6,11.859012073540411
mp-865868,LiZrRh2,138.22369856400144
mp-867828,BeNbRu2,230.69749995295047
mp-973890,HoHfRu2,168.0
mp-961652,ZrFeSb,143.0
mp-2130,LuNi2,109.0
mp-30355,SrAg,28.0
mp-24728,VH2,174.92521981677697
mp-27719,Al2CuO4,185.4456284216576
mp-5486,Ca(CuSi)2,92.90787101801226
mp-510691,Hf5Sn4,111.70078484827387
mp-5967,TiCoSb,141.99140523524866
mp-1070,CdSe,44.363493223924465
mp-19306,Fe3O4,176.08852075313192
mp-470,GeO2,205.74341002693725
mp-555391,NaVF3,68.55425190670542
mp-8804,Li6MoN4,83.0
mp-568346,HfBrN,38.0
mp-2659,LiN3,34.33566626559455
mp-1989,Ta5Si3,214.7113731718898
mp-863720,HgPd3,134.58575920477995
mp-784630,Ni2Mo,232.91689521273915
mp-7910,Al2HgTe4,25.999498795780138
mp-3277,BAsO4,45.95246902141743
mp-567484,PtCl2,7.891857015536687
mp-567809,AgI,4.591545266431266
mp-30797,Nb5Te4,89.87191064851778
mp-640708,FeGe2,124.64698394421856
mp-13416,Sc2InNi2,101.05825209734523
mp-1009493,NpN,189.0
mp-571102,TlI,11.81756926226182
mp-23260,BaI2,15.319848773709724
mp-764233,Na8CoO6,46.519934503753284
mp-626512,FeHO2,66.41008948614909
mp-971779,ZnRh3,207.83360616900688
mp-30139,BeBr2,1.016006016422907
mp-976843,Li2Mg,243.18533327277282
mp-22490,Sc3(NiGe)4,126.6496306181759
mp-504543,SnPbO3,116.26164287079176
mp-28896,CuBIr,191.0
mp-12962,Zr6FeSb2,113.17697002976416
mp-505319,PtF6,7.744025938035412
mp-12953,TmAgTe2,48.82194214798139
mp-865145,NaTl2Bi,27.32726366593087
mp-31080,YAlSi,88.44270169464546
mp-1027,HfRh3,219.0499118706604
mp-30594,Cu4Pd,145.87907731816497
mp-569886,KIn9Ni2,40.46265952865645
mp-21385,In3Ni2,92.00318751546992
mvc-4415,Ta2O5,199.044782765348
mp-754322,Sr2CuO4,105.69462070908165
mp-16266,CaZnSi,54.7335574637965
mp-567337,Li,14.0
mp-30437,CaSnPd,66.78470249102642
mp-216,Sc2O3,168.0
mp-23330,NaClO3,24.632897916646506
mp-999120,TcB,328.0
mp-540231,Li2FeP2O7,59.44048709703404
mp-647,NbS,180.25400756332863
mp-867330,Al2FeNi,167.53401355797462
mp-561699,Ba2FeO4,60.0
mp-20932,NbNiP,217.78277140493827
mp-865561,Y2AgRu,90.0
mp-1009694,ReN,331.0
mp-569152,SnCl2,5.946438658533465
mp-2853,GaN,209.30366959170345
mp-1552,Mo2C,294.3365694125606
mp-16506,Li3Al2,39.26641301720614
mp-8969,Mg2Ni3P,129.77402928862648
mp-23179,NiBi3,33.724235944572136
mp-971836,Zn2NiIr,207.0
mp-5409,Y4Al2O9,132.29015065928394
mp-551873,Ca4Bi2O,43.0
mp-8188,KScO2,97.5964133704967
mp-14088,Rb2PdF6,16.5080709449371
mp-638,SrZn5,52.98076365450311
mp-29666,Bi2Te2Se,13.805174876037176
mp-892,ScPt,135.97902571019176
mp-10601,Y3GaC,78.87193109822391
mp-978950,Sm2ZnIn,52.0
mp-27705,Li2Si,33.1849669694944
mp-2310,CdO2,102.06561484268197
mp-29259,Bi2PdO4,51.62077359262955
mp-862367,Sc2NiRu,124.33619441659266
mp-1002227,RbSb,6.0
mp-974973,HfZrZn2,111.0
mp-20745,Pb,40.38488783390058
mp-865501,V2TcRu,255.0029390973355
mvc-678,Ti(WO4)2,26.264122649051327
mp-2552,TeO3,90.39781824872624
mp-865871,Li2ZnAu,46.0
mp-568106,Mg41Al67,55.179580175894976
mp-864937,Mg3Sc,43.21297926547057
mp-998234,CsTlF3,43.924100378198155
mp-15657,TiCoSi,185.484877945718
mp-846,Hf2Al3,114.0
mp-16421,Zr2CuSb3,91.01215214761551
mp-6972,YCuO2,114.75757446749012
mp-980014,TmTh3,51.0
mp-766756,Mn2CrO4,154.34266537703476
mp-754213,Li2ZrCuO4,111.0
mvc-652,Ti(WO4)2,82.87927897192489
mp-979,ZrSb2,81.1050687935462
mp-559092,ScF3,90.78289029103847
mp-41,Zr,89.09561047902464
mp-862312,LiBePd2,123.36262311003678
mp-23155,Ar,0.8350624595014436
mp-540111,FePO4,11.734197736057313
mp-40793,Si3N4,225.6360480606771
mp-636212,GaFe2Co,145.0
mp-22027,MnSnAu,80.03160487441728
mp-8414,K2HfF6,14.406657534370847
mp-7090,NaMgSb,26.912130540137504
mp-755453,MnP4,130.1683565533802
mp-978992,SnH4,2.1201103511099086
mp-2488,SiOs,210.94282874794158
mp-672232,AlNi3,179.9891300907943
mp-2553,HfBe2,128.48527462583058
mp-33032,La2O3,101.69311546478123
mp-773864,TiSnO4,164.9539796760173
mp-6473,Ca5P3O12F,83.0
mp-20196,NbTe4,34.84384017272222
mp-17639,Y2Zn17,80.72907093389905
mp-15053,Y(PdO2)2,154.3315043407995
mp-16521,Al3Os2,203.3538907657274
mp-9918,LiGe,40.0
mp-866037,GaNiRh2,199.86873451355217
mp-9946,ZnS,69.74845761433713
mp-930,ZrP,134.387469059809
mp-865032,Mn2PtRh,175.3119336926344
mp-571216,Sr3(AlGe2)2,45.76345394909479
mp-48,C,121.9624026670212
mp-5778,AlVFe2,217.57954922890167
mp-616575,MnB,155.57680500337966
mp-675755,TiCu3O4,76.10043288748119
mp-1009009,LiF,69.83157791021878
mp-754483,Na3(CuO2)2,29.37833783939547
mp-20523,HfNiSn,61.0
mp-22275,YSnPt,108.40671504278143
mp-864733,MoI3,3.0
mp-783905,NaV2O4,75.23121574536967
mp-10343,Sc2BC2,138.05020192146827
mp-11725,CO2,4.967243722583413
mp-8046,Ta4N5,292.32864423313686
mp-13434,CaMgNi4,106.01203421371059
mp-2672,K2O2,31.762317063219882
mp-15963,HfPRu,221.07042802688642
mp-613327,Fe(BW)2,318.5346863130857
mp-242,SrB6,147.0
mp-22607,Zn(InSe2)2,22.805998158338863
mp-1025232,V2CrSe4,73.0
mp-866107,Ac2IrPd,77.0
mp-496,SrSi2,58.3131005079792
mp-569196,YNi3,131.9481619004698
mp-30208,YCuP2,104.72739012656908
mp-971661,Si,79.0
mp-755300,TiO,207.01369616599288
mp-570197,Bi2Pd,55.068109319916715
mp-571622,Be12Pt,132.80111265326576
mp-13911,Ca(ZnGe)2,59.036295704332744
mp-2652,Y2O3,137.73488203686657
mp-866071,MgTaOs2,229.09655134902454
mp-1001916,HfN,196.59702621928105
mp-2194,TiSe2,16.12634278121823
mp-4158,Nd2CuO4,130.0
mp-684709,K3B17,96.16482663388945
mp-22673,MnInCu2,106.8425211383103
mp-867198,LiGaPd2,112.68322553983171
mp-10133,Sc3BPb,79.3211644455473
mp-7848,AlPO4,26.0
mp-137,Ge,52.95777646708946
mp-862561,ScSbRu2,178.15192180049027
mp-13154,Fe3C,197.795062559312
mp-1894,WC,385.1942481675284
mp-754727,LiNiS2,66.6470975060914
mp-865513,YSbPd2,104.56917007948813
mp-862623,ScSnRh2,154.43045154757738
mp-19133,YVO4,123.58508282788695
mp-153,Mg,36.6512687283079
mp-7173,ScSbPt,109.90464581872328
mp-568806,C,114.9560005696344
mp-13512,CaNiGe2,75.34047874543153
mp-863659,LiScHg2,55.607121565210655
mp-19809,MnCoSi,160.55327842341887
mp-865912,LiZn2Rh,99.76742833495187
mp-7400,NaAlGe,36.21134569474974
mp-22120,YRh3C,196.64522770151126
mp-18337,Be3N2,213.65205582817788
mp-865519,YTaRu2,178.0
mp-752496,TiOF,155.38875500528874
mp-8881,AlAs,67.35960099313543
mp-2286,Li2Se,33.694562766142845
mp-764467,Na2FeO3,52.6283284829434
mp-22735,Ca2Sn,28.937096379822012
mp-16501,HfAlPd2,163.46999158724762
mp-9272,TlPt2S3,29.12096307482027
mp-1029312,RbVN2,55.14606912525727
mp-642855,Mg3Ge,22.77523151775407
mp-766864,LiVF6,9.409521308231074
mp-1700,AlN,194.66721403087985
mp-998890,Cu,145.8722955213573
mp-1008669,U,104.94269484353904
mp-7709,ZnF2,95.89498493732737
mp-12537,Ti2GaC,138.98321875937
mp-1018850,OsC2,362.28251217136636
mp-14070,RbAlO2,92.20431556598366
mp-1071992,YFe2,92.0
mp-862798,Pt3W,284.48757756923555
mp-998988,Ti3Ga,108.33890338898549
mp-769789,LiFe2O3,127.8595769726263
mp-569167,Nb4N3,280.42872825178085
mp-7582,GeS2,21.100105666318747
mp-611758,MgMnGe,80.0
mp-23209,SrCl2,33.77685059469598
mp-8639,Ru,309.0
mp-20144,NbCrP,211.85364550024516
mp-594,NiS,136.09835466575916
mp-1575,CaC2,53.32706731778134
mp-2152,YNi5,147.89596770160827
mp-973561,LiCe2Ru,68.0
mp-3747,Ti3AlC2,158.5214384547871
mp-20738,FeSi2,182.64252273066631
mp-13160,YZnGe,76.29804360531975
mp-23339,NaBrO3,27.0
mp-771844,Mn3VO8,41.94291977735171
mp-556609,KSb(PS3)2,10.940294656131924
mp-12628,Rb,2.805633109630415
mp-7931,SrP,44.559557773534
mp-21214,PbSe,15.0
mp-10846,NiAsSe,101.00128973358434
mp-1018679,DyTe2,59.0
mp-23195,Bi2O3,20.730884599967933
mp-23159,SrBi3,42.0
mp-1664,V3Pd,196.9498467609293
mp-780260,TiGeO3,28.400810026200446
mp-555359,KMnF3,59.127930094894104
mp-864935,MgAu3,112.25361611560423
mp-4681,NaNbO3,86.05814836939246
mp-16052,Ba(Cu2As)2,74.36703137030656
mvc-3672,Ca3Fe2O7,125.37686919826156
mp-569391,ZrCl3,7.916857159894785
mp-5238,GaCuS2,75.0
mp-1291,ErIn3,54.0
mp-1670,MnPt,167.7987431970083
mp-11554,ZrPt,165.78851337958758
mp-932,ScGa3,72.66926483174106
mp-863744,Ca2PdAu,52.858317186690904
mp-864910,MgZrRh2,149.0738929341714
mp-2512,AsPd5,151.18901759661242
mp-4573,TlSbTe2,30.335666957314128
mp-2331,B2Mo,295.0
mp-214,ZrRu,185.33991831589023
mp-31297,ScInPt,109.36347568181256
mp-571011,CsI4,5.05218115488699
mp-1471,Zr3Al,100.98051858637487
mp-613162,CsSnSe3,12.42580106886525
mp-771798,WO3,48.74354435846321
mp-761842,Hf3SnO8,181.4160821011472
mp-3736,ZrAlCu2,128.44028657833826
mp-980034,Yb3Mg,19.0
mp-819,HfCr2,190.5163594691457
mp-2826,Lu2S3,77.19722998441999
mp-1018809,MoS2,25.46217464755593
mp-774,CaNi5,125.00282015202549
mp-645159,FeBiO3,162.1674226807639
mp-865,CaB6,149.17995569738025
mp-1024984,TbInPt4,163.0
mp-804,GaN,171.71304999649288
mp-1378,LiC,42.07194746369893
mp-2156,TiS2,18.35874922754085
mp-8640,Hf,101.24273216811831
mp-15397,Ti7Al2O15,196.94443369991188
mp-864788,NbInRu2,208.00705265029384
mp-30080,Li2GePd,64.29470357818698
mp-14208,LiYSi,62.08916949856123
mp-10180,Li2SbPd,65.6266771926299
mp-1608,ZrHg3,81.52623068390247
mp-22489,HfCuSi,154.85693359051658
mp-561894,Ba2CoMoO6,121.26390085505648
mp-9076,NaTmS2,48.0
mp-999083,Ti2MnSn,144.5646221383563
mp-31185,MnAlFe2,196.0
mp-566278,WO3,193.85033603735587
mp-7936,LiNbS2,82.54434857181263
mp-541785,GePdS3,6.308365115844995
mp-567220,Hf2SbP,123.59549365661137
mp-22859,HgI,9.793073178812893
mp-19821,Cr2GeC,202.0
mp-631537,BeReB,226.0
mp-1439,TiO2,204.0
mp-569610,CoI2,4.544352880885905
mp-862287,BeAlRh2,199.0
mp-556034,CO2,4.0
mp-632250,H2,0.07281100676308723
mp-866114,HfTc2W,243.87621613917568
mp-32829,CuCl4,2.205767097825422
mp-643370,Ba2MgH6,38.0
mp-10440,Mg(P2Rh3)2,204.4209763621069
mp-389,SiPd,148.94735003946704
mp-761512,Co3TeO8,79.0
mp-10469,NbSiPt,214.95279325275467
mvc-12369,Mn2ZnO4,137.0
mp-568186,YRu2,166.91440452231404
mp-639874,Ta2Al,161.99172660114098
mp-921,YRh2,152.0
mp-1174,MgSc,48.41873621914225
mp-862774,LiInPt2,129.84668365759322
mp-2857,ScN,199.8819802023927
